Table 6,,,,,,,,,,,
Crime in the United States, ,,,,,,,,,,
"by Metropolitan Statistical Area, 2007",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,City of North Myrtle Beach,"15,577",57,0,3,17,37,"1,576",291,"1,264",21
,City of Conway,"14,285",219,1,7,54,157,"1,412",310,"1,012",90
,Total area actually reporting,100.0%,"2,344",12,140,480,"1,712","17,051","3,604","11,943","1,504"
,"Rate per 100,000 inhabitants",,948.1,4.9,56.6,194.2,692.5,"6,896.8","1,457.8","4,830.7",608.3
"Napa, CA M.S.A.",,"133,808", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"75,266",288,3,16,58,211,"2,351",463,"1,677",211
,Total area actually reporting,100.0%,460,6,29,82,343,"3,723",807,"2,550",366
,"Rate per 100,000 inhabitants",,343.8,4.5,21.7,61.3,256.3,"2,782.3",603.1,"1,905.7",273.5
"Naples-Marco Island, FL M.S.A.",,"321,589",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"22,109",49,0,2,9,38,858,126,713,19
,City of Marco Island,"16,235",17,1,1,0,15,172,22,142,8
,Total area actually reporting,100.0%,"1,363",16,61,242,"1,044","6,093","1,485","4,216",392
,"Rate per 100,000 inhabitants",,423.8,5.0,19.0,75.3,324.6,"1,894.7",461.8,"1,311.0",121.9
"Nashville-Davidson—Murfreesboro—Franklin, TN M.S.A.",,"1,492,983",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Nashville,"564,169","8,513",73,290,"2,516","5,634","31,466","6,111","22,729","2,626"
,City of Murfreesboro,"96,264",691,4,29,137,521,"4,186",929,"3,028",229
,City of Franklin,"57,489",106,2,13,18,73,"1,024",125,849,50
,Total area actually reporting,100.0%,"12,193",102,553,"2,970","8,568","54,818","11,414","39,102","4,302"
,"Rate per 100,000 inhabitants",,816.7,6.8,37.0,198.9,573.9,"3,671.7",764.5,"2,619.1",288.1
"New Orleans-Metairie-Kenner, LA M.S.A.",,"1,026,639",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. John the Baptist, and St. Tammany Parishes",,,,,,,,,,
,City of New Orleans,"220,614","3,451",209,115,"1,154","1,973","15,583","5,039","7,354","3,190"
,City of Kenner,"66,473",388,10,14,124,240,"2,760",597,"1,859",304
,Total area actually reporting,99.9%,"7,933",289,307,"2,205","5,132","46,382","12,409","27,422","6,551"
,Estimated total,100.0%,"7,938",289,307,"2,206","5,136","46,419","12,416","27,450","6,553"
,"Rate per 100,000 inhabitants",,773.2,28.2,29.9,214.9,500.3,"4,521.5","1,209.4","2,673.8",638.3
"New York-Northern New Jersey-Long Island, NY-NJ-PA M.S.A.",,"18,796,306",,,,,,,,,
,"Includes the Metropolitan Divisions of Edison, NJ; Nassau-Suffolk County, NY; Newark-Union, NJ-PA; and New York-Wayne-White Plains, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,220,196","50,453",496,875,"21,787","27,295","149,488","20,914","115,318","13,256"
,"City of Newark, NJ","280,158","2,389",104,60,"1,101","1,124","10,664","1,914","4,385","4,365"
,"City of Edison Township, NJ","99,082",225,0,0,86,139,"2,239",437,"1,578",224
,"City of White Plains, NY","57,638",114,0,4,27,83,"1,108",45,"1,025",38
,"City of Union Township, NJ","54,795",144,0,1,69,74,"1,331",205,935,191
,"City of Wayne Township, NJ","54,606",40,0,0,18,22,"1,413",185,"1,175",53
,"City of New Brunswick, NJ","49,950",283,2,25,169,87,"1,883",448,"1,273",162
,Total area actually reporting,99.8%,"77,792",839,"1,855","33,784","41,314","343,929","54,835","253,778","35,316"
,Estimated total,100.0%,"77,864",840,"1,859","33,808","41,357","344,687","54,951","254,385","35,351"
,"Rate per 100,000 inhabitants",,414.3,4.5,9.9,179.9,220.0,"1,833.8",292.3,"1,353.4",188.1
"Edison-New Brunswick, NJ M.D.",,"2,298,551",,,,,,,,,
,"Includes Middlesex, Monmouth, Ocean, and Somerset Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"3,827",37,198,"1,480","2,112","43,083","7,730","32,760","2,593"
,"Rate per 100,000 inhabitants",,166.5,1.6,8.6,64.4,91.9,"1,874.4",336.3,"1,425.2",112.8
"Nassau-Suffolk, NY M.D.",,"2,792,682",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"4,959",54,205,"2,005","2,695","45,985","6,471","35,664","3,850"
,Estimated total,100.0%,"4,962",54,205,"2,006","2,697","46,022","6,477","35,693","3,852"
,"Rate per 100,000 inhabitants",,177.7,1.9,7.3,71.8,96.6,"1,647.9",231.9,"1,278.1",137.9
"Newark-Union, NJ-PA M.D.",,"2,145,195",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%,"8,129",177,282,"3,936","3,734","47,300","9,032","28,349","9,919"
,"Rate per 100,000 inhabitants",,378.9,8.3,13.1,183.5,174.1,"2,204.9",421.0,"1,321.5",462.4
"New York-White Plains-Wayne, NY-NJ M.D.",,"11,559,878",,,,,,,,,
,"Includes Bergen, Hudson, and Passaic Counties, NJ and Bronx, Kings, New York, Putnam, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.7%,"60,877",571,"1,170","26,363","32,773","207,561","31,602","157,005","18,954"
,Estimated total,100.0%,"60,946",572,"1,174","26,386","32,814","208,282","31,712","157,583","18,987"
,"Rate per 100,000 inhabitants",,527.2,4.9,10.2,228.3,283.9,"1,801.8",274.3,"1,363.2",164.2
"Niles-Benton Harbor, MI M.S.A.",,"160,825",,,,,,,,,
,Includes Berrien County,, ,,,,,,,,
,City of Niles,"11,491",52,0,8,14,30,487,73,390,24
,City of Benton Harbor,"10,567",137,0,6,28,103,285,135,126,24
,Total area actually reporting,97.3%,701,0,97,105,499,"4,919",963,"3,685",271
,Estimated total,100.0%,714,0,98,108,508,"5,046",987,"3,775",284
,"Rate per 100,000 inhabitants",,444.0,0.0,60.9,67.2,315.9,"3,137.6",613.7,"2,347.3",176.6
"Ocala, FL M.S.A.",,"322,272", ,,,,, ,,,
,Includes Marion County,,,,,,,,,,
,City of Ocala,"53,490",633,6,40,178,409,"3,444",747,"2,503",194
,Total area actually reporting,100.0%,"2,163",14,152,275,"1,722","9,004","2,489","5,931",584
,"Rate per 100,000 inhabitants",,671.2,4.3,47.2,85.3,534.3,"2,793.9",772.3,"1,840.4",181.2
"Ocean City, NJ M.S.A. ",,"97,291", ,,,,, ,,,
,Includes Cape May County,,,,,,,,,,
,City of Ocean City,"15,057",28,0,3,19,6,"1,153",183,961,9
,Total area actually reporting,100.0%,353,1,26,105,221,"4,854",945,"3,779",130
,"Rate per 100,000 inhabitants",,362.8,1.0,26.7,107.9,227.2,"4,989.2",971.3,"3,884.2",133.6
"Odessa, TX M.S.A.",,"128,400", ,,,,, ,,,
,Includes Ector County,,,,,,,,,,
,City of Odessa,"95,839",529,6,7,92,424,"4,302",870,"3,144",288
,Total area actually reporting,100.0%,601,8,17,104,472,"5,523","1,142","3,983",398
,"Rate per 100,000 inhabitants",,468.1,6.2,13.2,81.0,367.6,"4,301.4",889.4,"3,102.0",310.0
"Ogden-Clearfield, UT M.S.A.",,"514,786",,,,,,,,,
,"Includes Davis, Morgan, and Weber Counties",, ,,,,,,,,
,City of Ogden,"78,160",501,3,33,136,329,"4,914",923,"3,466",525
,City of Clearfield,"27,419",42,0,11,7,24,867,112,710,45
,Total area actually reporting,100.0%,955,5,150,211,589,"15,371","2,649","11,680","1,042"
,"Rate per 100,000 inhabitants",,185.5,1.0,29.1,41.0,114.4,"2,985.9",514.6,"2,268.9",202.4
"Oklahoma City, OK M.S.A.",,"1,189,823", ,,,,, ,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",,,,,,,,,,
,City of Oklahoma City,"542,199","4,612",58,326,"1,397","2,831","31,949","8,110","19,228","4,611"
,Total area actually reporting,100.0%,"6,151",77,508,"1,678","3,888","51,334","12,770","32,533","6,031"
,"Rate per 100,000 inhabitants",,517.0,6.5,42.7,141.0,326.8,"4,314.4","1,073.3","2,734.3",506.9
"Olympia, WA M.S.A.",,"238,675", ,,,,, ,,,
,Includes Thurston County,,,,,,,,,,
,City of Olympia ,"44,946",118,0,28,27,63,"2,023",296,"1,493",234
,Total area actually reporting,100.0%,502,6,68,88,340,"7,360","1,530","5,082",748
,"Rate per 100,000 inhabitants",,210.3,2.5,28.5,36.9,142.5,"3,083.7",641.0,"2,129.3",313.4
"Omaha-Council Bluffs, NE-IA M.S.A.",,"829,460",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","431,810","2,578",42,189,818,"1,529","20,657","3,345","13,876","3,436"
,"City of Council Bluffs, IA ","60,531",455,2,76,78,299,"4,698",878,"3,288",532
,Total area actually reporting,100.0%,"3,413",47,312,944,"2,110","32,267","5,401","22,366","4,500"
,"Rate per 100,000 inhabitants",,411.5,5.7,37.6,113.8,254.4,"3,890.1",651.1,"2,696.5",542.5
"Orlando-Kissimmee, FL M.S.A.",,"2,020,346", ,,,,, ,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",,,,,,,,,,
,City of Orlando,"224,417","4,269",39,162,"1,534","2,534","19,181","4,164","12,778","2,239"
,City of Kissimmee,"62,880",576,4,12,188,372,"2,786",886,"1,658",242
,Total area actually reporting,100.0%,"17,074",146,813,"5,361","10,754","88,105","23,561","54,653","9,891"
,"Rate per 100,000 inhabitants",,845.1,7.2,40.2,265.4,532.3,"4,360.9","1,166.2","2,705.1",489.6
"Oshkosh-Neenah, WI M.S.A.",,"161,620",,,,,,,,,
,Includes Winnebago County,, ,,,,,,,,
,City of Oshkosh,"64,183",209,2,10,31,166,"2,378",392,"1,925",61
,City of Neenah,"24,871",56,0,4,1,51,499,92,389,18
,Total area actually reporting,100.0%,373,2,26,40,305,"4,146",798,"3,224",124
,"Rate per 100,000 inhabitants",,230.8,1.2,16.1,24.7,188.7,"2,565.3",493.8,"1,994.8",76.7
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"799,872",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"186,367",845,9,33,453,350,"4,275",866,"2,869",540
,City of Thousand Oaks,"125,196",146,2,19,38,87,"1,942",424,"1,407",111
,City of Ventura,"104,523",368,1,27,151,189,"3,827",746,"2,733",348
,City of Camarillo,"63,238",94,0,8,22,64,"1,062",205,794,63
,Total area actually reporting,100.0%,"2,120",17,140,821,"1,142","17,291","3,436","12,226","1,629"
,"Rate per 100,000 inhabitants",,265.0,2.1,17.5,102.6,142.8,"2,161.7",429.6,"1,528.5",203.7
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"538,226",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"100,666",617,5,28,104,480,"2,808",881,"1,726",201
,City of Melbourne,"77,678",787,2,15,174,596,"3,942",926,"2,741",275
,City of Titusville,"44,467",373,5,33,90,245,"1,794",475,"1,054",265
,Total area actually reporting,100.0%,"3,776",32,185,712,"2,847","18,637","4,792","12,483","1,362"
,"Rate per 100,000 inhabitants",,701.6,5.9,34.4,132.3,529.0,"3,462.7",890.3,"2,319.3",253.1
"Palm Coast, FL M.S.A.",,"88,451", ,,,,, ,,,
,Includes Flagler County,,,,,,,,,,
,Total area actually reporting,100.0%,288,4,18,54,212,"2,432",608,"1,657",167
,"Rate per 100,000 inhabitants",,325.6,4.5,20.4,61.1,239.7,"2,749.5",687.4,"1,873.4",188.8
"Panama City-Lynn Haven, FL M.S.A.",,"164,360",,,,,,,,,
,Includes Bay County,, ,,,,,,,,
,City of Panama City,"36,840",366,7,32,90,237,"2,271",399,"1,734",138
,City of Lynn Haven,"16,110",49,0,10,4,35,460,181,255,24
,Total area actually reporting,100.0%,990,8,106,171,705,"6,839","1,569","4,870",400
,"Rate per 100,000 inhabitants",,602.3,4.9,64.5,104.0,428.9,"4,161.0",954.6,"2,963.0",243.4
"Parkersburg-Marietta-Vienna, WV-OH M.S.A.",,"160,687",,,,,,,,,
,"Includes Washington County, OH and Pleasants, Wirt, and Wood Counties, WV",,,,,,,,,,
,"City of Parkersburg, WV","31,562",68,1,11,18,38,"1,468",286,"1,077",105
,"City of Marietta, OH","14,128",25,0,10,7,8,536,117,406,13
,"City of Vienna, WV","10,667",16,0,3,3,10,291,28,257,6
,Total area actually reporting,97.9%,278,4,44,31,199,"3,845",859,"2,778",208
,Estimated total,100.0%,284,4,44,33,203,"3,948",877,"2,857",214
,"Rate per 100,000 inhabitants",,176.7,2.5,27.4,20.5,126.3,"2,457.0",545.8,"1,778.0",133.2
"Pascagoula, MS M.S.A.",,"153,177", ,,,,, ,,,
,Includes George and Jackson Counties,,,,,,,,,,
,City of Pascagoula,"23,555",122,3,17,97,5,"1,701",580,932,189
,Total area actually reporting,87.5%,356,12,48,161,135,"5,672","1,685","3,318",669
,Estimated total,100.0%,387,13,52,167,155,"6,090","1,800","3,577",713
,"Rate per 100,000 inhabitants",,252.6,8.5,33.9,109.0,101.2,"3,975.8","1,175.1","2,335.2",465.5
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"440,445",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"52,837",487,3,30,148,306,"2,880",608,"2,149",123
,Total area actually reporting,100.0%,"2,900",24,204,699,"1,973","14,907","3,601","10,225","1,081"
,"Rate per 100,000 inhabitants",,658.4,5.4,46.3,158.7,448.0,"3,384.5",817.6,"2,321.5",245.4
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"5,821,531",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,435,533","21,180",392,956,"10,258","9,574","61,795","11,524","39,167","11,104"
,"City of Camden, NJ","78,967","1,755",42,67,781,865,"4,600","1,128","2,311","1,161"
,"City of Wilmington, DE","72,842","1,230",11,30,593,596,"3,388",954,"1,913",521
,Total area actually reporting,99.6%,"36,450",552,"1,737","15,351","18,810","167,511","30,624","117,087","19,800"
,Estimated total,100.0%,"36,543",552,"1,742","15,377","18,872","168,198","30,743","117,617","19,838"
,"Rate per 100,000 inhabitants",,627.7,9.5,29.9,264.1,324.2,"2,889.2",528.1,"2,020.4",340.8
"Camden, NJ M.D.",,"1,244,124",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"4,349",61,230,"1,717","2,341","31,689","6,375","22,186","3,128"
,"Rate per 100,000 inhabitants",,349.6,4.9,18.5,138.0,188.2,"2,547.1",512.4,"1,783.3",251.4
"Philadelphia, PA M.D.",,"3,880,695",,,,,,,,,
,"Includes Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties",,,,,,,,,,
,Total area actually reporting,99.8%,"27,502",456,"1,314","12,151","13,581","112,500","19,127","78,799","14,574"
,Estimated total,100.0%,"27,523",456,"1,315","12,157","13,595","112,690","19,156","78,949","14,585"
,"Rate per 100,000 inhabitants",,709.2,11.8,33.9,313.3,350.3,"2,903.9",493.6,"2,034.4",375.8
"Wilmington, DE-MD-NJ M.D.",,"696,712",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,98.4%,"4,599",35,193,"1,483","2,888","23,322","5,122","16,102","2,098"
,Estimated total,100.0%,"4,671",35,197,"1,503","2,936","23,819","5,212","16,482","2,125"
,"Rate per 100,000 inhabitants",,670.4,5.0,28.3,215.7,421.4,"3,418.8",748.1,"2,365.7",305.0
"Phoenix-Mesa-Scottsdale, AZ M.S.A.",,"4,170,448",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,541,698","11,159",213,509,"4,942","5,495","89,825","19,212","49,754","20,859"
,City of Mesa,"454,576","2,224",22,175,620,"1,407","19,945","2,922","14,063","2,960"
,City of Scottsdale,"235,243",438,5,41,143,249,"8,138","1,523","5,863",752
,City of Tempe,"171,320",916,10,63,330,513,"11,424","1,866","7,959","1,599"
,Total area actually reporting,97.9%,"20,169",340,"1,157","7,388","11,284","190,616","39,771","115,556","35,289"
,Estimated total,100.0%,"20,468",343,"1,178","7,469","11,478","194,052","40,550","117,752","35,750"
,"Rate per 100,000 inhabitants",,490.8,8.2,28.2,179.1,275.2,"4,653.0",972.3,"2,823.5",857.2
"Pine Bluff, AR M.S.A.",,"103,240", ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff ,"51,304",889,15,42,265,567,"4,422","1,598","2,389",435
,Total area actually reporting,100.0%,"1,008",18,55,281,654,"5,449","2,006","2,914",529
,"Rate per 100,000 inhabitants",,976.4,17.4,53.3,272.2,633.5,"5,278.0","1,943.0","2,822.5",512.4
"Pittsburgh, PA M.S.A.",,"2,356,481", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"312,179","3,455",52,129,"1,596","1,678","13,933","3,418","8,977","1,538"
,Total area actually reporting,94.7%,"8,247",98,464,"2,696","4,989","48,992","10,364","34,767","3,861"
,Estimated total,100.0%,"8,530",101,481,"2,773","5,175","51,511","10,745","36,757","4,009"
,"Rate per 100,000 inhabitants",,362.0,4.3,20.4,117.7,219.6,"2,185.9",456.0,"1,559.8",170.1
"Pittsfield, MA M.S.A.",,"130,630", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"43,194",295,0,43,37,215,"1,135",448,608,79
,Total area actually reporting,94.0%,502,1,57,50,394,"2,670",903,"1,610",157
,Estimated total,100.0%,524,1,59,54,410,"2,829",943,"1,716",170
,"Rate per 100,000 inhabitants",,401.1,0.8,45.2,41.3,313.9,"2,165.7",721.9,"1,313.6",130.1
"Pocatello, ID M.S.A.",,"87,209", ,,,,, ,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello ,"54,274",132,0,20,9,103,"1,706",259,"1,360",87
,Total area actually reporting,100.0%,187,0,23,12,152,"2,555",339,"2,102",114
,"Rate per 100,000 inhabitants",,214.4,0.0,26.4,13.8,174.3,"2,929.7",388.7,"2,410.3",130.7
"Portland-South Portland-Biddeford, ME M.S.A.",,"513,311",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"62,894",231,1,25,103,102,"3,079",562,"2,356",161
,City of South Portland,"23,836",36,0,5,10,21,"1,010",114,869,27
,City of Biddeford,"22,079",77,0,28,21,28,"1,050",160,845,45
,Total area actually reporting,100.0%,698,6,155,200,337,"12,705","2,621","9,484",600
,"Rate per 100,000 inhabitants",,136.0,1.2,30.2,39.0,65.7,"2,475.1",510.6,"1,847.6",116.9
"Portland-Vancouver-Beaverton, OR-WA M.S.A.",,"2,171,073",,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","538,133","3,701",22,280,"1,289","2,110","31,586","4,840","21,978","4,768"
,"City of Vancouver, WA","161,092",646,7,118,166,355,"6,557","1,005","4,581",971
,"City of Beaverton, OR","91,184",220,0,20,59,141,"2,330",337,"1,768",225
,"City of Hillsboro, OR","90,439",195,0,39,71,85,"2,844",456,"2,081",307
,Total area actually reporting,98.7%,"6,752",47,845,"2,174","3,686","75,986","11,751","54,234","10,001"
,Estimated total,100.0%,"6,799",47,852,"2,183","3,717","76,628","11,878","54,680","10,070"
,"Rate per 100,000 inhabitants",,313.2,2.2,39.2,100.5,171.2,"3,529.5",547.1,"2,518.6",463.8
"Port St. Lucie, FL M.S.A.",,"400,314",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"154,036",421,2,60,53,306,"3,595","1,003","2,419",173
,Total area actually reporting,100.0%,"2,169",15,146,483,"1,525","12,295","3,199","8,338",758
,"Rate per 100,000 inhabitants",,541.8,3.7,36.5,120.7,381.0,"3,071.3",799.1,"2,082.9",189.4
"Poughkeepsie-Newburgh-Middletown, NY M.S.A.",,"676,768",,,,,,,,,
,Includes Dutchess and Orange Counties,,,,,,,,,,
,City of Poughkeepsie,"30,074",387,5,15,163,204,"1,063",253,704,106
,City of Newburgh,"28,340",436,2,14,131,289,"1,176",316,791,69
,City of Middletown,"26,097",194,1,13,95,85,942,216,690,36
,Total area actually reporting,99.3%,"1,934",23,119,573,"1,219","13,244","2,208","10,436",600
,Estimated total,100.0%,"1,943",23,120,576,"1,224","13,338","2,222","10,512",604
,"Rate per 100,000 inhabitants",,287.1,3.4,17.7,85.1,180.9,"1,970.8",328.3,"1,553.3",89.2
"Prescott, AZ M.S.A.",,"214,698", ,,,,, ,,,
,Includes Yavapai County,,,,,,,,,,
,City of Prescott,"42,674",130,1,7,19,103,"1,387",279,"1,059",49
,Total area actually reporting,99.8%,806,6,39,42,719,"5,368","1,247","3,783",338
,Estimated total,100.0%,807,6,39,42,720,"5,382","1,250","3,792",340
,"Rate per 100,000 inhabitants",,375.9,2.8,18.2,19.6,335.4,"2,506.8",582.2,"1,766.2",158.4
"Provo-Orem, UT M.S.A.",,"498,516",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"115,264",168,0,28,35,105,"3,298",487,"2,526",285
,City of Orem,"91,816",67,1,23,15,28,"2,835",245,"2,455",135
,Total area actually reporting,100.0%,423,2,95,90,236,"12,588","1,859","9,998",731
,"Rate per 100,000 inhabitants",,84.9,0.4,19.1,18.1,47.3,"2,525.1",372.9,"2,005.6",146.6
"Pueblo, CO M.S.A.",,"155,852", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo ,"103,958",725,6,43,206,470,"6,613","1,499","4,526",588
,Total area actually reporting,100.0%,739,7,46,207,479,"8,024","1,796","5,583",645
,"Rate per 100,000 inhabitants",,474.2,4.5,29.5,132.8,307.3,"5,148.5","1,152.4","3,582.2",413.9
"Punta Gorda, FL M.S.A.",,"154,910", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"17,522",46,0,0,4,42,399,174,213,12
,Total area actually reporting,100.0%,633,10,28,73,522,"4,772","1,149","3,365",258
,"Rate per 100,000 inhabitants",,408.6,6.5,18.1,47.1,337.0,"3,080.5",741.7,"2,172.2",166.5
"Racine, WI M.S.A.",,"197,757", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"79,285",507,7,27,281,192,"3,978",945,"2,766",267
,Total area actually reporting,100.0%,594,7,30,332,225,"6,303","1,317","4,595",391
,"Rate per 100,000 inhabitants",,300.4,3.5,15.2,167.9,113.8,"3,187.2",666.0,"2,323.6",197.7
"Raleigh-Cary, NC M.S.A.",,"1,033,679",,,,,,,,,
,"Includes Franklin, Johnston, and Wake Counties",, ,,,,,,,,
,City of Raleigh ,"367,120","2,098",23,99,835,"1,141","12,762","2,949","8,773","1,040"
,City of Cary,"114,221",134,1,11,58,64,"2,120",448,"1,584",88
,Total area actually reporting,99.8%,"3,359",37,209,"1,169","1,944","28,482","7,209","19,153","2,120"
,Estimated total,100.0%,"3,366",37,209,"1,171","1,949","28,568","7,230","19,214","2,124"
,"Rate per 100,000 inhabitants",,325.6,3.6,20.2,113.3,188.5,"2,763.7",699.4,"1,858.8",205.5
"Rapid City, SD M.S.A.",,"121,126", ,,,,, ,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City ,"63,162",294,4,69,34,187,"2,386",443,"1,819",124
,Total area actually reporting,100.0%,408,4,108,39,257,"3,171",602,"2,403",166
,"Rate per 100,000 inhabitants",,336.8,3.3,89.2,32.2,212.2,"2,617.9",497.0,"1,983.9",137.0
"Reading, PA M.S.A.",,"404,031", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"81,168",752,6,41,385,320,"3,818","1,183","1,780",855
,Total area actually reporting,99.1%,"1,247",14,72,466,695,"9,355","1,966","6,093","1,296"
,Estimated total,100.0%,"1,256",14,73,468,701,"9,431","1,978","6,153","1,300"
,"Rate per 100,000 inhabitants",,310.9,3.5,18.1,115.8,173.5,"2,334.2",489.6,"1,522.9",321.8
"Redding, CA M.S.A.",,"180,982", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"91,328",455,0,84,100,271,"2,645",633,"1,730",282
,Total area actually reporting,100.0%,851,11,119,126,595,"4,211","1,110","2,629",472
,"Rate per 100,000 inhabitants",,470.2,6.1,65.8,69.6,328.8,"2,326.8",613.3,"1,452.6",260.8
"Reno-Sparks, NV M.S.A.",,"408,488",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"214,197","1,513",17,95,516,885,"9,418","1,835","6,511","1,072"
,City of Sparks,"86,884",352,3,36,134,179,"3,603",832,"2,422",349
,Total area actually reporting,100.0%,"2,112",22,135,666,"1,289","15,186","3,305","10,208","1,673"
,"Rate per 100,000 inhabitants",,517.0,5.4,33.0,163.0,315.6,"3,717.6",809.1,"2,499.0",409.6
"Richmond, VA M.S.A.",,"1,205,749",,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Cumberland, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, Louisa, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,"191,785","1,837",51,53,973,760,"8,966","1,857","5,816","1,293"
,Total area actually reporting,99.9%,"4,396",104,259,"2,033","2,000","34,445","6,676","24,604","3,165"
,Estimated total,100.0%,"4,398",104,259,"2,034","2,001","34,463","6,679","24,618","3,166"
,"Rate per 100,000 inhabitants",,364.8,8.6,21.5,168.7,166.0,"2,858.2",553.9,"2,041.7",262.6
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,115,406",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"299,312","1,893",12,91,686,"1,104","11,154","2,227","7,081","1,846"
,City of San Bernardino,"200,810","2,150",45,74,862,"1,169","10,090","2,129","5,358","2,603"
,City of Ontario,"175,537",854,15,46,351,442,"5,850",970,"3,551","1,329"
,City of Victorville,"104,872",660,9,30,264,357,"4,039","1,281","2,099",659
,City of Temecula,"93,665",207,5,12,81,109,"2,654",667,"1,688",299
,City of Chino,"80,699",232,0,7,106,119,"2,500",594,"1,568",338
,City of Redlands,"71,358",303,0,17,114,172,"2,505",589,"1,554",362
,City of Hemet,"71,825",479,3,36,149,291,"3,117",815,"1,846",456
,City of Colton,"51,924",245,9,9,116,111,"1,929",498,983,448
,Total area actually reporting,100.0%,"19,499",265,"1,029","6,466","11,739","132,274","33,725","74,041","24,508"
,"Rate per 100,000 inhabitants",,473.8,6.4,25.0,157.1,285.2,"3,214.1",819.5,"1,799.1",595.5
"Roanoke, VA M.S.A.",,"295,368", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"90,894",901,4,55,266,576,"5,000","1,016","3,637",347
