Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2017",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of Bremerton,"41,173", 216 , 3 , 26 , 29 , 158 ," 1,670 ", 264 ," 1,206 ", 200 
,Total area actually reporting,100.0%, 685 , 11 , 132 , 67 , 475 ," 6,178 "," 1,196 "," 4,406 ", 576 
,"Rate per 100,000 inhabitants",,255.7,4.1,49.3,25.0,177.3,"2,306.4",446.5,"1,644.8",215.0
"Bridgeport-Stamford-Norwalk, CT M.S.A.",,"930,673",,,,,,,,,
,Includes Fairfield County,,,,,,,,,,
,City of Bridgeport,"146,110"," 1,315 ", 21 , 77 , 565 , 652 ," 3,416 ", 548 ," 2,152 ", 716 
,City of Stamford,"130,189", 292 , 0 , 30 , 91 , 171 ," 1,986 ", 241 ," 1,488 ", 257 
,City of Norwalk,"88,849", 255 , 3 , 11 , 40 , 201 ," 1,505 ", 160 ," 1,188 ", 157 
,City of Danbury,"85,614", 163 , 1 , 19 , 71 , 72 ," 1,105 ", 90 , 942 , 73 
,City of Stratford,"52,263", 89 , 2 , 10 , 50 , 27 ," 1,117 ", 137 , 826 , 154 
,Total area actually reporting,100.0%," 2,298 ", 28 , 181 , 889 ," 1,200 "," 13,459 "," 1,713 "," 9,951 "," 1,795 "
,"Rate per 100,000 inhabitants",,246.9,3.0,19.4,95.5,128.9,"1,446.2",184.1,"1,069.2",192.9
"Brownsville-Harlingen, TX M.S.A.2",,"424,158",,,,,,,,,
,Includes Cameron County,, ,,,,,,,,
,City of Brownsville,"185,216", 476 , 5 , 79 , 133 , 259 ," 5,176 ", 661 ," 4,374 ", 141 
,City of Harlingen,"65,617", 233 , 0 , 18 , 32 , 183 ," 2,693 ", 523 ," 2,079 ", 91 
,Total area actually reporting,100.0%," 1,324 ", 8 , 226 , 191 , 899 ," 11,131 "," 1,790 "," 8,991 ", 350 
,"Rate per 100,000 inhabitants",,312.1,1.9,53.3,45.0,211.9,"2,624.3",422.0,"2,119.7",82.5
"Brunswick, GA M.S.A.",,"117,664", ,,,,, ,,,
,"Includes Brantley, Glynn, and McIntosh Counties",,,,,,,,,,
,City of Brunswick,"16,500", 170 , 4 , 10 , 44 , 112 , 866 , 265 , 557 , 44 
,Total area actually reporting,100.0%, 418 , 13 , 29 , 91 , 285 ," 3,617 ", 990 ," 2,428 ", 199 
,"Rate per 100,000 inhabitants",,355.2,11.0,24.6,77.3,242.2,"3,074.0",841.4,"2,063.5",169.1
"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",,"1,134,907",,,,,,,,,
,Includes Erie and Niagara Counties,,,,,,,,,,
,City of Buffalo,"256,169"," 2,611 ", 40 , 142 , 857 ," 1,572 "," 9,827 "," 2,356 "," 6,638 ", 833 
,City of Cheektowaga Town,"77,576", 187 , 1 , 14 , 82 , 90 ," 2,296 ", 300 ," 1,908 ", 88 
,City of Niagara Falls,"48,385", 544 , 3 , 36 , 150 , 355 ," 2,336 ", 458 ," 1,738 ", 140 
,Total area actually reporting,100.0%," 4,264 ", 49 , 336 ," 1,318 "," 2,561 "," 24,807 "," 4,645 "," 18,741 "," 1,421 "
,"Rate per 100,000 inhabitants",,375.7,4.3,29.6,116.1,225.7,"2,185.8",409.3,"1,651.3",125.2
"Burlington, NC M.S.A.4",,"161,435", ,,,,, ,,,
,Includes Alamance County4,,,,,,,,,,
,City of Burlington4,"52,986",, 4 ,, 114 , 381 ," 2,016 ", 502 ," 1,402 ", 112 
,Total area actually reporting,100.0%,, 4 ,, 152 , 525 ," 3,550 ", 927 ," 2,444 ", 179 
,"Rate per 100,000 inhabitants",,,2.5,,94.2,325.2,"2,199.0",574.2,"1,513.9",110.9
"Burlington-South Burlington, VT M.S.A.",,"218,089",,,,,,,,,
,"Includes Chittenden, Franklin, and Grand Isle Counties",, ,,,,, ,,,
,City of Burlington,"42,230", 132 , 1 , 21 , 11 , 99 ," 1,164 ", 223 , 941 , 0 
,City of South Burlington,"19,146", 37 , 0 , 16 , 5 , 16 , 510 , 47 , 463 , 0 
,Total area actually reporting,100.0%, 389 , 3 , 97 , 44 , 245 ," 3,779 ", 580 ," 3,157 ", 42 
,"Rate per 100,000 inhabitants",,178.4,1.4,44.5,20.2,112.3,"1,732.8",265.9,"1,447.6",19.3
"California-Lexington Park, MD M.S.A.",,"113,700",,,,,,,,,
,Includes St. Mary's County,, ,,,,,,,,
,Total area actually reporting,100.0%, 214 , 1 , 22 , 47 , 144 ," 1,973 ", 479 ," 1,444 ", 50 
,"Rate per 100,000 inhabitants",,188.2,0.9,19.3,41.3,126.6,"1,735.3",421.3,"1,270.0",44.0
"Cape Coral-Fort Myers, FL M.S.A.",,"742,930",,,,,,,,,
,Includes Lee County,, ,,,,,,,,
,City of Cape Coral,"184,346", 235 , 3 , 16 , 41 , 175 ," 2,888 ", 570 ," 2,148 ", 170 
,City of Fort Myers,"79,918", 752 , 10 , 53 , 187 , 502 ," 2,207 ", 374 ," 1,607 ", 226 
,Total area actually reporting,100.0%," 2,297 ", 45 , 249 , 541 ," 1,462 "," 11,268 "," 2,294 "," 8,018 ", 956 
,"Rate per 100,000 inhabitants",,309.2,6.1,33.5,72.8,196.8,"1,516.7",308.8,"1,079.2",128.7
"Cape Girardeau, MO-IL M.S.A.",,"97,715",,,,,,,,,
,"Includes Alexander County, IL and Bollinger and Cape Girardeau Counties, MO",, ,,,,,,,,
,"City of Cape Girardeau, MO","39,887", 234 , 5 , 24 , 51 , 154 ," 1,523 ", 252 ," 1,189 ", 82 
,Total area actually reporting,100.0%, 378 , 5 , 36 , 55 , 282 ," 2,277 ", 452 ," 1,714 ", 111 
,"Rate per 100,000 inhabitants",,386.8,5.1,36.8,56.3,288.6,"2,330.2",462.6,"1,754.1",113.6
"Carson City, NV M.S.A.",,"54,994", ,,,,, ,,,
,Includes Carson City,,,,,,,,,,
,Total area actually reporting,100.0%, 198 , 1 , 0 , 18 , 179 , 908 , 175 , 649 , 84 
,"Rate per 100,000 inhabitants",,360.0,1.8,0.0,32.7,325.5,"1,651.1",318.2,"1,180.1",152.7
"Casper, WY M.S.A.",,"80,644", ,,,,, ,,,
,Includes Natrona County,,,,,,,,,,
,City of Casper,"60,034", 91 , 1 , 29 , 14 , 47 ," 1,727 ", 318 ," 1,281 ", 128 
,Total area actually reporting,100.0%, 177 , 1 , 54 , 20 , 102 ," 2,109 ", 407 ," 1,524 ", 178 
,"Rate per 100,000 inhabitants",,219.5,1.2,67.0,24.8,126.5,"2,615.2",504.7,"1,889.8",220.7
"Cedar Rapids, IA M.S.A.",,"269,046", ,,,,, ,,,
,"Includes Benton, Jones, and Linn Counties",,,,,,,,,,
,City of Cedar Rapids,"131,878", 370 , 6 , 34 , 121 , 209 ," 4,952 ", 929 ," 3,681 ", 342 
,Total area actually reporting,99.1%, 580 , 8 , 70 , 138 , 364 ," 6,439 "," 1,350 "," 4,636 ", 453 
,Estimated total,100.0%, 585 , 8 , 71 , 138 , 368 ," 6,484 "," 1,359 "," 4,669 ", 456 
,"Rate per 100,000 inhabitants",,217.4,3.0,26.4,51.3,136.8,"2,410.0",505.1,"1,735.4",169.5
"Chambersburg-Waynesboro, PA M.S.A.",,"154,614",,,,,,,,,
,Includes Franklin County,, ,,,,,,,,
,City of Chambersburg,"20,757", 56 , 2 , 4 , 19 , 31 , 601 , 72 , 512 , 17 
,City of Waynesboro,"10,889", 15 , 0 , 2 , 5 , 8 , 236 , 37 , 193 , 6 
,Total area actually reporting,100.0%, 200 , 2 , 48 , 41 , 109 ," 2,140 ", 374 ," 1,704 ", 62 
,"Rate per 100,000 inhabitants",,129.4,1.3,31.0,26.5,70.5,"1,384.1",241.9,"1,102.1",40.1
"Champaign-Urbana, IL M.S.A.",,"239,744",,,,,,,,,
,"Includes Champaign, Ford, and Piatt Counties",, ,,,,,,,,
,City of Champaign,"87,543", 634 , 5 , 83 , 109 , 437 ," 2,623 ", 446 ," 2,054 ", 123 
,City of Urbana,"42,091", 142 , 0 , 25 , 48 , 69 ," 1,421 ", 252 ," 1,142 ", 27 
,Total area actually reporting,99.0%," 1,011 ", 6 , 154 , 194 , 657 ," 5,527 "," 1,029 "," 4,300 ", 198 
,Estimated total,100.0%," 1,016 ", 6 , 155 , 195 , 660 ," 5,565 "," 1,035 "," 4,330 ", 200 
,"Rate per 100,000 inhabitants",,423.8,2.5,64.7,81.3,275.3,"2,321.2",431.7,"1,806.1",83.4
"Charleston, WV M.S.A.5",,"215,067", ,,,,, ,,,
,"Includes Boone, Clay, and Kanawha Counties",,,,,,,,,,
,City of Charleston,"48,788", 572 , 10 , 57 , 84 , 421 ," 3,516 ", 736 ," 2,427 ", 353 
,Total area actually reporting,91.6%," 1,178 ", 20 , 132 , 108 , 918 ,,,, 933 
,Estimated total,100.0%," 1,225 ", 20 , 140 , 112 , 953 ,,,, 966 
,"Rate per 100,000 inhabitants",,569.6,9.3,65.1,52.1,443.1,,,,449.2
"Charleston-North Charleston, SC M.S.A.5",,"778,783", ,,,,, ,,,
,"Includes Berkeley,5 Charleston, and Dorchester Counties",,,,,,,,,,
,City of Charleston,"136,845", 388 , 6 , 50 , 100 , 232 ," 3,144 ", 399 ," 2,442 ", 303 
,City of North Charleston,"111,305"," 1,026 ", 35 , 74 , 305 , 612 ," 6,291 ", 919 ," 4,687 ", 685 
,Total area actually reporting,99.4%," 3,190 ", 64 , 301 , 668 ," 2,157 ",,," 15,340 "," 2,043 "
,Estimated total,100.0%," 3,209 ", 64 , 303 , 671 ," 2,171 ",,," 15,466 "," 2,054 "
,"Rate per 100,000 inhabitants",,412.1,8.2,38.9,86.2,278.8,,,"1,985.9",263.7
"Charlotte-Concord-Gastonia, NC-SC M.S.A.4",,"2,524,068", ,,,,, ,,,
,"Includes Cabarrus, Gaston, Iredell, Lincoln, Mecklenburg, Rowan, and Union Counties, NC4 and Chester, Lancaster, and York Counties, SC",,,,,,,,,,
,"City of Charlotte-Mecklenburg, NC4","914,609",, 86 ,," 2,017 "," 3,965 "," 34,894 "," 6,416 "," 25,856 "," 2,622 "
,"City of Concord, NC4","91,756",, 1 ,, 31 , 62 ," 1,791 ", 293 ," 1,433 ", 65 
,"City of Gastonia, NC4","76,191",, 4 ,, 158 , 405 ," 3,714 ", 587 ," 2,865 ", 262 
,"City of Rock Hill, SC","74,053", 469 , 9 , 51 , 95 , 314 ," 3,007 ", 365 ," 2,506 ", 136 
,Total area actually reporting,97.7%," 10,337 ", 132 , 534 ," 2,864 "," 6,807 "," 68,955 "," 13,155 "," 51,285 "," 4,515 "
,Estimated total,100.0%," 10,506 ", 134 , 549 ," 2,904 "," 6,919 "," 70,683 "," 13,456 "," 52,631 "," 4,596 "
,"Rate per 100,000 inhabitants",,416.2,5.3,21.8,115.1,274.1,"2,800.4",533.1,"2,085.2",182.1
"Charlottesville, VA M.S.A.",,"233,192", ,,,,, ,,,
,"Includes Albemarle, Buckingham, Fluvanna, Greene, and Nelson Counties and Charlottesville City",,,,,,,,,,
,City of Charlottesville,"47,446", 185 , 3 , 31 , 22 , 129 ," 1,036 ", 145 , 820 , 71 
,Total area actually reporting,100.0%, 409 , 11 , 103 , 43 , 252 ," 3,147 ", 395 ," 2,535 ", 217 
,"Rate per 100,000 inhabitants",,175.4,4.7,44.2,18.4,108.1,"1,349.5",169.4,"1,087.1",93.1
"Chattanooga, TN-GA M.S.A.",,"556,437", ,,,,, ,,,
,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN",,,,,,,,,,
,"City of Chattanooga, TN","178,753"," 1,905 ", 31 , 120 , 330 ," 1,424 "," 10,700 "," 1,540 "," 7,818 "," 1,342 "
,Total area actually reporting,100.0%," 3,101 ", 37 , 202 , 426 ," 2,436 "," 18,886 "," 3,182 "," 13,510 "," 2,194 "
,"Rate per 100,000 inhabitants",,557.3,6.6,36.3,76.6,437.8,"3,394.1",571.9,"2,427.9",394.3
"Cheyenne, WY M.S.A.",,"97,494", ,,,,, ,,,
,Includes Laramie County,,,,,,,,,,
,City of Cheyenne,"64,730", 209 , 2 , 29 , 34 , 144 ," 2,265 ", 264 ," 1,817 ", 184 
,Total area actually reporting,100.0%, 288 , 5 , 40 , 35 , 208 ," 2,772 ", 377 ," 2,154 ", 241 
,"Rate per 100,000 inhabitants",,295.4,5.1,41.0,35.9,213.3,"2,843.3",386.7,"2,209.4",247.2
"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.3, 4",,"9,525,454",,,,,,,,,
,"Includes the Metropolitan Divisions of Chicago-Naperville-Arlington Heights, IL; Elgin, IL; Gary, IN; and Lake County-Kenosha County, IL-WI",,,,,,,,,,
,"City of Chicago, IL","2,706,171"," 29,737 ", 653 ," 1,762 "," 11,887 "," 15,435 "," 88,324 "," 12,912 "," 63,834 "," 11,578 "
,"City of Naperville, IL","147,934", 136 , 1 , 22 , 33 , 80 ," 1,716 ", 129 ," 1,540 ", 47 
,"City of Elgin, IL","112,767", 224 , 2 , 38 , 56 , 128 ," 1,579 ", 195 ," 1,310 ", 74 
,"City of Gary, IN","75,808", 471 , 48 , 32 , 192 , 199 ," 2,581 ", 678 ," 1,481 ", 422 
,"City of Arlington Heights, IL","75,586", 44 , 0 , 9 , 14 , 21 , 654 , 77 , 550 , 27 
,"City of Evanston, IL","74,947", 122 , 1 , 3 , 40 , 78 ," 1,769 ", 284 ," 1,422 ", 63 
,"City of Schaumburg, IL","74,471", 79 , 2 , 13 , 31 , 33 ," 1,244 ", 92 ," 1,103 ", 49 
,"City of Skokie, IL","64,167", 185 , 2 , 20 , 40 , 123 ," 1,546 ", 212 ," 1,279 ", 55 
,"City of Des Plaines, IL","58,089", 61 , 1 , 7 , 10 , 43 , 565 , 79 , 454 , 32 
,"City of Hoffman Estates, IL","51,704", 50 , 0 , 8 , 14 , 28 , 466 , 50 , 386 , 30 
,Total area actually reporting,97.3%,, 888 ," 3,498 "," 15,738 ",," 188,541 "," 27,131 "," 143,546 "," 17,864 "
,Estimated total,100.0%,, 895 ," 3,574 "," 15,877 ",," 192,857 "," 27,767 "," 146,931 "," 18,159 "
,"Rate per 100,000 inhabitants",,,9.4,37.5,166.7,,"2,024.6",291.5,"1,542.5",190.6
"Chicago-Naperville-Arlington Heights, IL M.D.",,"7,313,953",,,,,,,,,
,"Includes Cook, DuPage, Grundy, Kendall, McHenry, and Will Counties",,,,,,,,,,
,Total area actually reporting,98.3%," 37,400 ", 780 ," 2,888 "," 14,501 "," 19,231 "," 154,261 "," 22,184 "," 116,450 "," 15,627 "
,Estimated total,100.0%," 37,672 ", 784 ," 2,929 "," 14,576 "," 19,383 "," 156,316 "," 22,487 "," 118,084 "," 15,745 "
,"Rate per 100,000 inhabitants",,515.1,10.7,40.0,199.3,265.0,"2,137.2",307.5,"1,614.5",215.3
"Elgin, IL M.D.",,"639,123",,,,,,,,,
,Includes DeKalb and Kane Counties,,,,,,,,,,
,Total area actually reporting,98.3%," 1,145 ", 11 , 200 , 214 , 720 ," 8,115 ", 985 ," 6,792 ", 338 
,Estimated total,100.0%," 1,169 ", 11 , 204 , 221 , 733 ," 8,296 "," 1,012 "," 6,936 ", 348 
,"Rate per 100,000 inhabitants",,182.9,1.7,31.9,34.6,114.7,"1,298.0",158.3,"1,085.2",54.4
"Gary, IN M.D.3, 4",,"700,701",,,,,,,,,
,"Includes Jasper, Lake, Newton, and Porter Counties",,,,,,,,,,
,Total area actually reporting,87.8%,, 73 , 141 , 637 ,," 14,518 "," 2,131 "," 10,968 "," 1,419 "
,Estimated total,100.0%,, 75 , 161 , 674 ,," 16,060 "," 2,358 "," 12,147 "," 1,555 "
,"Rate per 100,000 inhabitants",,,10.7,23.0,96.2,,"2,292.0",336.5,"1,733.5",221.9
"Lake County-Kenosha County, IL-WI M.D.",,"871,677",,,,,,,,,
,"Includes Lake County, IL and Kenosha County, WI",,,,,,,,,,
,Total area actually reporting,96.2%," 1,561 ", 24 , 269 , 386 , 882 ," 11,647 "," 1,831 "," 9,336 ", 480 
,Estimated total,100.0%," 1,633 ", 25 , 280 , 406 , 922 ," 12,185 "," 1,910 "," 9,764 ", 511 
,"Rate per 100,000 inhabitants",,187.3,2.9,32.1,46.6,105.8,"1,397.9",219.1,"1,120.1",58.6
"Chico, CA M.S.A.",,"227,777", ,,,,, ,,,
,Includes Butte County,,,,,,,,,,
,City of Chico,"92,459", 413 , 2 , 85 , 63 , 263 ," 3,593 ", 531 ," 2,615 ", 447 
,Total area actually reporting,100.0%, 921 , 7 , 182 , 143 , 589 ," 7,280 "," 1,599 "," 4,740 ", 941 
,"Rate per 100,000 inhabitants",,404.3,3.1,79.9,62.8,258.6,"3,196.1",702.0,"2,081.0",413.1
"Cincinnati, OH-KY-IN M.S.A.2, 4",,"2,177,816",,,,,,,,,
,"Includes Dearborn, Ohio, and Union Counties, IN; Boone, Bracken, Campbell, Gallatin, Grant, Kenton, and Pendleton Counties, KY; and Brown, Butler, Clermont, Hamilton, and Warren Counties, OH",,,,,,,,,,
,"City of Cincinnati, OH","299,116"," 2,833 ", 70 , 292 ," 1,196 "," 1,275 "," 15,105 "," 3,448 "," 10,172 "," 1,485 "
,Total area actually reporting,94.9%," 5,598 ", 109 , 970 ," 2,006 "," 2,513 "," 51,309 "," 9,555 "," 38,380 "," 3,374 "
,Estimated total,100.0%," 5,770 ", 111 ," 1,001 "," 2,045 "," 2,613 "," 53,156 "," 9,874 "," 39,779 "," 3,503 "
,"Rate per 100,000 inhabitants",,264.9,5.1,46.0,93.9,120.0,"2,440.8",453.4,"1,826.6",160.8
"Clarksville, TN-KY M.S.A.",,"286,499", ,,,,, ,,,
,"Includes Christian and Trigg Counties, KY and Montgomery County, TN",,,,,,,,,,
,"City of Clarksville, TN","153,294", 956 , 14 , 80 , 127 , 735 ," 4,411 ", 743 ," 3,427 ", 241 
,Total area actually reporting,100.0%," 1,198 ", 15 , 122 , 176 , 885 ," 7,045 "," 1,396 "," 5,229 ", 420 
,"Rate per 100,000 inhabitants",,418.2,5.2,42.6,61.4,308.9,"2,459.0",487.3,"1,825.1",146.6
"Cleveland, TN M.S.A.",,"122,405", ,,,,, ,,,
,Includes Bradley and Polk Counties,,,,,,,,,,
,City of Cleveland,"44,778", 390 , 1 , 27 , 53 , 309 ," 2,515 ", 369 ," 1,921 ", 225 
,Total area actually reporting,100.0%, 641 , 4 , 41 , 62 , 534 ," 3,875 ", 701 ," 2,713 ", 461 
,"Rate per 100,000 inhabitants",,523.7,3.3,33.5,50.7,436.3,"3,165.7",572.7,"2,216.4",376.6
"Cleveland-Elyria, OH M.S.A.2, 3, 4",,"2,057,704",,,,,,,,,
,"Includes Cuyahoga, Geauga, Lake,3, 4 Lorain, and Medina Counties",, ,,,,,,,,
,City of Cleveland,"385,351"," 5,999 ", 107 , 497 ," 2,697 "," 2,698 "," 18,944 "," 5,853 "," 9,696 "," 3,395 "
,City of Elyria,"53,586", 191 , 3 , 39 , 64 , 85 ," 1,146 ", 248 , 842 , 56 
,Total area actually reporting,89.1%,, 143 , 812 ," 3,480 ",," 38,814 "," 9,416 "," 24,784 "," 4,614 "
,Estimated total,100.0%,, 148 , 888 ," 3,584 ",," 43,432 "," 10,118 "," 28,483 "," 4,831 "
,"Rate per 100,000 inhabitants",,,7.2,43.2,174.2,,"2,110.7",491.7,"1,384.2",234.8
"Coeur d'Alene, ID M.S.A.3",,"158,326",,,,,,,,,
,Includes Kootenai County3,, ,,,,,,,,
,City of Coeur d'Alene,"51,364", 197 , 4 , 49 , 11 , 133 ," 1,142 ", 180 , 901 , 61 
,Total area actually reporting,100.0%, 380 , 5 , 82 , 21 , 272 ,,," 2,347 ", 156 
,"Rate per 100,000 inhabitants",,240.0,3.2,51.8,13.3,171.8,,,"1,482.4",98.5
"College Station-Bryan, TX M.S.A.2",,"259,198",,,,,,,,,
,"Includes Brazos, Burleson, and Robertson2 Counties",, ,,,,,,,,
,City of College Station,"115,357", 230 , 1 , 53 , 49 , 127 ," 2,304 ", 300 ," 1,887 ", 117 
,City of Bryan,"84,438", 363 , 4 , 53 , 69 , 237 ," 2,028 ", 348 ," 1,557 ", 123 
,Total area actually reporting,99.1%, 734 , 8 , 136 , 128 , 462 ," 5,474 ", 903 ," 4,283 ", 288 
,Estimated total,100.0%, 740 , 8 , 137 , 129 , 466 ," 5,528 ", 911 ," 4,325 ", 292 
,"Rate per 100,000 inhabitants",,285.5,3.1,52.9,49.8,179.8,"2,132.7",351.5,"1,668.6",112.7
"Colorado Springs, CO M.S.A.",,"720,520", ,,,,, ,,,
,Includes El Paso and Teller Counties,,,,,,,,,,
,City of Colorado Springs,"472,958"," 2,479 ", 29 , 489 , 482 ," 1,479 "," 15,214 "," 2,508 "," 10,571 "," 2,135 "
,Total area actually reporting,99.9%," 3,110 ", 33 , 620 , 534 ," 1,923 "," 18,822 "," 3,097 "," 13,184 "," 2,541 "
,Estimated total,100.0%," 3,111 ", 33 , 620 , 534 ," 1,924 "," 18,840 "," 3,099 "," 13,198 "," 2,543 "
,"Rate per 100,000 inhabitants",,431.8,4.6,86.0,74.1,267.0,"2,614.8",430.1,"1,831.7",352.9
"Columbia, MO M.S.A.",,"179,032", ,,,,, ,,,
,Includes Boone County,,,,,,,,,,
,City of Columbia,"122,585", 610 , 9 , 115 , 117 , 369 ," 3,597 ", 505 ," 2,826 ", 266 
,Total area actually reporting,100.0%, 735 , 10 , 128 , 129 , 468 ," 4,672 ", 641 ," 3,673 ", 358 
,"Rate per 100,000 inhabitants",,410.5,5.6,71.5,72.1,261.4,"2,609.6",358.0,"2,051.6",200.0
"Columbia, SC M.S.A.5",,"826,594", ,,,,, ,,,
,"Includes Calhoun, Fairfield, Kershaw, Lexington,5 Richland, and Saluda Counties",,,,,,,,,,
,City of Columbia,"134,957", 991 , 10 , 66 , 273 , 642 ," 7,134 ", 954 ," 5,389 ", 791 
,Total area actually reporting,100.0%," 4,620 ", 59 , 372 , 808 ," 3,381 ",," 4,831 ",," 3,425 "
,"Rate per 100,000 inhabitants",,558.9,7.1,45.0,97.8,409.0,,584.4,,414.4
"Columbus, GA-AL M.S.A.",,"311,195", ,,,,, ,,,
,"Includes Russell County, AL and Chattahoochee, Harris, Marion, and Muscogee Counties, GA",,,,,,,,,,
,"City of Columbus, GA","198,832"," 1,303 ", 35 , 71 , 394 , 803 ," 8,820 "," 2,131 "," 5,985 ", 704 
,Total area actually reporting,96.3%," 1,605 ", 44 , 126 , 470 , 965 ," 10,877 "," 2,659 "," 7,304 ", 914 
,Estimated total,100.0%," 1,640 ", 45 , 128 , 480 , 987 ," 11,157 "," 2,714 "," 7,500 ", 943 
,"Rate per 100,000 inhabitants",,527.0,14.5,41.1,154.2,317.2,"3,585.2",872.1,"2,410.1",303.0
"Columbus, IN M.S.A.4",,"82,293", ,,,,, ,,,
,Includes Bartholomew County,,,,,,,,,,
,City of Columbus4,"47,322",, 1 ,, 18 , 4 ," 1,904 ", 202 ," 1,537 ", 165 
,Total area actually reporting,100.0%, 108 , 2 , 26 , 42 , 38 ," 2,545 ", 358 ," 1,924 ", 263 
,"Rate per 100,000 inhabitants",,131.2,2.4,31.6,51.0,46.2,"3,092.6",435.0,"2,338.0",319.6
"Columbus, OH M.S.A.",,"2,070,524", ,,,,, ,,,
,"Includes Delaware, Fairfield, Franklin, Hocking, Licking, Madison, Morrow, Perry, Pickaway, and Union Counties",,,,,,,,,,
,City of Columbus,"872,205"," 4,478 ", 142 , 919 ," 1,963 "," 1,454 "," 34,408 "," 7,111 "," 23,121 "," 4,176 "
,Total area actually reporting,93.9%," 5,836 ", 161 ," 1,310 "," 2,369 "," 1,996 "," 56,924 "," 10,722 "," 41,013 "," 5,189 "
,Estimated total,100.0%," 6,018 ", 164 ," 1,351 "," 2,421 "," 2,082 "," 59,333 "," 11,122 "," 42,904 "," 5,307 "
,"Rate per 100,000 inhabitants",,290.7,7.9,65.2,116.9,100.6,"2,865.6",537.2,"2,072.1",256.3
"Corpus Christi, TX M.S.A.",,"458,865", ,,,,, ,,,
,"Includes Aransas, Nueces, and San Patricio Counties",,,,,,,,,,
,City of Corpus Christi,"329,256"," 2,313 ", 21 , 232 , 470 ," 1,590 "," 11,739 "," 2,232 "," 8,776 ", 731 
,Total area actually reporting,100.0%," 2,900 ", 30 , 289 , 520 ," 2,061 "," 15,495 "," 3,202 "," 11,368 ", 925 
,"Rate per 100,000 inhabitants",,632.0,6.5,63.0,113.3,449.2,"3,376.8",697.8,"2,477.4",201.6
"Corvallis, OR M.S.A.",,"90,142", ,,,,, ,,,
,Includes Benton County,,, ,,,,,,,
,City of Corvallis,"57,576", 75 , 2 , 20 , 13 , 40 ," 1,440 ", 153 ," 1,229 ", 58 
,Total area actually reporting,100.0%, 125 , 3 , 34 , 19 , 69 ," 2,115 ", 226 ," 1,803 ", 86 
,"Rate per 100,000 inhabitants",,138.7,3.3,37.7,21.1,76.5,"2,346.3",250.7,"2,000.2",95.4
"Crestview-Fort Walton Beach-Destin, FL M.S.A.",,"273,416",,,,,,,,,
,Includes Okaloosa and Walton Counties,,,,,,,,,,
,City of Crestview,"24,022", 117 , 0 , 17 , 16 , 84 , 868 , 189 , 605 , 74 
,City of Fort Walton Beach,"22,413", 73 , 1 , 14 , 16 , 42 , 617 , 92 , 460 , 65 
,Total area actually reporting,99.7%, 904 , 7 , 117 , 93 , 687 ," 5,970 "," 1,216 "," 4,336 ", 418 
,Estimated total,100.0%, 907 , 7 , 117 , 94 , 689 ," 5,993 "," 1,219 "," 4,354 ", 420 
,"Rate per 100,000 inhabitants",,331.7,2.6,42.8,34.4,252.0,"2,191.9",445.8,"1,592.4",153.6
"Cumberland, MD-WV M.S.A.",,"98,718", ,,,,, ,,,
,"Includes Allegany County, MD and Mineral County, WV",,,,,,,,,,
,"City of Cumberland, MD","19,842", 150 , 1 , 7 , 41 , 101 ," 1,240 ", 248 , 976 , 16 
,Total area actually reporting,100.0%, 280 , 2 , 24 , 62 , 192 ," 2,518 ", 535 ," 1,923 ", 60 
,"Rate per 100,000 inhabitants",,283.6,2.0,24.3,62.8,194.5,"2,550.7",541.9,"1,948.0",60.8
"Dallas-Fort Worth-Arlington, TX M.S.A.2, 3",,"7,365,764",,,,,,,,,
,Includes the Metropolitan Divisions of Dallas-Plano-Irving and Fort Worth-Arlington,,,,,,,,,,
,City of Dallas,"1,338,551"," 10,369 ", 167 , 831 ," 4,377 "," 4,994 "," 42,634 "," 9,874 "," 24,847 "," 7,913 "
,City of Fort Worth,"873,069"," 4,891 ", 70 , 569 ," 1,286 "," 2,966 "," 28,072 "," 5,116 "," 20,250 "," 2,706 "
,City of Arlington2,"397,377"," 2,054 ", 19 , 254 , 576 ," 1,205 "," 12,707 "," 1,801 "," 9,546 "," 1,360 "
,City of Plano,"290,413", 435 , 15 , 81 , 119 , 220 ," 5,035 ", 728 ," 3,968 ", 339 
,City of Irving,"242,062", 549 , 8 , 54 , 228 , 259 ," 6,147 ", 969 ," 4,467 ", 711 
,City of Denton,"136,836", 416 , 1 , 120 , 94 , 201 ," 3,091 ", 426 ," 2,367 ", 298 
,City of Richardson,"115,824", 193 , 3 , 25 , 97 , 68 ," 2,295 ", 389 ," 1,717 ", 189 
,Total area actually reporting,99.9%," 27,188 ", 380 ," 3,485 "," 8,869 "," 14,454 ",,," 122,870 "," 20,323 "
,Estimated total,100.0%," 27,204 ", 380 ," 3,487 "," 8,873 "," 14,464 ",,," 122,971 "," 20,333 "
,"Rate per 100,000 inhabitants",,369.3,5.2,47.3,120.5,196.4,,,"1,669.5",276.0
