Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2014",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
"Monroe, LA M.S.A.2, 3",,"179,150", ,,,,, ,,,
,Includes Ouachita and Union Parishes,,,,,,,,,,
,City of Monroe2,"49,900",,10,49,243,,"5,098","1,299","3,660",139
,Total area actually reporting,97.0%,,13,67,307,,"9,332","2,570","6,450",312
,Estimated total,100.0%,,13,68,311,,"9,557","2,611","6,620",326
,"Rate per 100,000 inhabitants",,,7.3,38.0,173.6,,"5,334.6","1,457.4","3,695.2",182.0
"Montgomery, AL M.S.A.",,"373,331", ,,,,, ,,,
,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties",,,,,,,,,,
,City of Montgomery,"200,194","1,046",35,35,450,526,"9,025","2,548","5,817",660
,Total area actually reporting,99.1%,"1,456",40,101,541,774,"13,357","3,727","8,671",959
,Estimated total,100.0%,"1,471",40,103,544,784,"13,485","3,753","8,765",967
,"Rate per 100,000 inhabitants",,394.0,10.7,27.6,145.7,210.0,"3,612.1","1,005.3","2,347.8",259.0
"Morgantown, WV M.S.A.",,"137,326", ,,,,, ,,,
,Includes Monongalia and Preston Counties,,,,,,,,,,
,City of Morgantown,"31,103",81,2,11,25,43,794,161,608,25
,Total area actually reporting,93.4%,250,4,32,40,174,"1,895",451,"1,357",87
,Estimated total,100.0%,277,4,34,44,195,"2,189",491,"1,600",98
,"Rate per 100,000 inhabitants",,201.7,2.9,24.8,32.0,142.0,"1,594.0",357.5,"1,165.1",71.4
"Morristown, TN M.S.A.",,"115,787", ,,,,, ,,,
,Includes Hamblen and Jefferson Counties,,,,,,,,,,
,City of Morristown,"29,401",191,0,10,23,158,"1,467",167,"1,237",63
,Total area actually reporting,100.0%,444,0,34,35,375,"3,121",584,"2,390",147
,"Rate per 100,000 inhabitants",,383.5,0.0,29.4,30.2,323.9,"2,695.5",504.4,"2,064.1",127.0
"Mount Vernon-Anacortes, WA M.S.A.",,"119,835",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"32,805",85,1,16,21,47,"1,505",223,"1,178",104
,City of Anacortes,"16,119",23,0,7,1,15,413,64,333,16
,Total area actually reporting,100.0%,247,3,62,37,145,"4,394",980,"3,157",257
,"Rate per 100,000 inhabitants",,206.1,2.5,51.7,30.9,121.0,"3,666.7",817.8,"2,634.5",214.5
"Muncie, IN M.S.A.3",,"117,526", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"70,347",277,2,37,101,137,"2,899",490,"2,232",177
,Total area actually reporting,100.0%,330,2,50,105,173,"3,488",627,"2,650",211
,"Rate per 100,000 inhabitants",,280.8,1.7,42.5,89.3,147.2,"2,967.9",533.5,"2,254.8",179.5
"Muskegon, MI M.S.A.",,"170,933", ,,,,, ,,,
,Includes Muskegon County,,,,,,,,,,
,City of Muskegon,"36,964",305,2,24,69,210,"1,764",443,"1,218",103
,Total area actually reporting,100.0%,761,11,120,140,490,"6,077","1,196","4,624",257
,"Rate per 100,000 inhabitants",,445.2,6.4,70.2,81.9,286.7,"3,555.2",699.7,"2,705.2",150.4
"Napa, CA M.S.A.",,"142,015", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"79,572",249,2,34,39,174,"1,315",290,900,125
,Total area actually reporting,100.0%,534,5,45,59,425,"2,385",566,"1,606",213
,"Rate per 100,000 inhabitants",,376.0,3.5,31.7,41.5,299.3,"1,679.4",398.5,"1,130.9",150.0
"Naples-Immokalee-Marco Island, FL M.S.A.",,"346,776",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"20,779",16,0,1,8,7,541,86,440,15
,City of Marco Island,"17,343",5,1,0,1,3,118,20,92,6
,Total area actually reporting,100.0%,"1,374",8,130,243,993,"7,349","1,312","5,623",414
,"Rate per 100,000 inhabitants",,396.2,2.3,37.5,70.1,286.4,"2,119.2",378.3,"1,621.5",119.4
"Nashville-Davidson–Murfreesboro–Franklin, TN M.S.A.",,"1,783,924",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Maury, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Nashville,"647,689","7,270",41,487,"1,523","5,219","23,515","4,756","17,622","1,137"
,City of Murfreesboro,"119,005",635,7,54,119,455,"3,983",761,"3,052",170
,City of Franklin,"70,485",99,0,19,5,75,990,103,868,19
,Total area actually reporting,100.0%,"10,898",70,834,"1,946","8,048","45,794","9,100","34,488","2,206"
,"Rate per 100,000 inhabitants",,610.9,3.9,46.8,109.1,451.1,"2,567.0",510.1,"1,933.3",123.7
"New Bern, NC M.S.A.",,"128,067",,,,,,,,,
,"Includes Craven, Jones, and Pamlico Counties",, ,,,,,,,,
,City of New Bern,"30,371",122,0,7,38,77,"1,267",310,936,21
,Total area actually reporting,92.4%,284,2,20,60,202,"2,952",878,"1,989",85
,Estimated total,100.0%,299,2,21,62,214,"3,125",941,"2,090",94
,"Rate per 100,000 inhabitants",,233.5,1.6,16.4,48.4,167.1,"2,440.1",734.8,"1,632.0",73.4
"New Haven-Milford, CT M.S.A.",,"807,947",,,,,,,,,
,Includes New Haven County,, ,,,,,,,,
,City of New Haven,"130,882","1,380",12,80,591,697,"5,167",990,"3,579",598
,City of Milford,"53,222",35,2,0,21,12,"1,387",146,"1,179",62
,Total area actually reporting,100.0%,"2,639",25,176,"1,096","1,342","21,544","3,284","16,024","2,236"
,"Rate per 100,000 inhabitants",,326.6,3.1,21.8,135.7,166.1,"2,666.5",406.5,"1,983.3",276.8
"New Orleans-Metairie, LA M.S.A.3, 4",,"1,253,840",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard,3 St. Charles, St. James, St. John the Baptist,4 and St. Tammany Parishes",,,,,,,,,,
,City of New Orleans,"387,113","3,770",150,244,"1,470","1,906","16,382","3,458","10,309","2,615"
,Total area actually reporting,99.7%,,211,408,"2,178",,"40,391","7,583","28,840","3,968"
,Estimated total,100.0%,,211,409,"2,180",,"40,534","7,609","28,948","3,977"
,"Rate per 100,000 inhabitants",,,16.8,32.6,173.9,,"3,232.8",606.9,"2,308.7",317.2
"New York-Newark-Jersey City, NY-NJ-PA M.S.A.4",,"20,070,688",,,,,,,,,
,"Includes the Metropolitan Divisions of Dutchess County-Putnam County, NY; Nassau County-Suffolk County, NY; Newark, NJ-PA; and New York-Jersey City-White Plains, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,473,938","50,564",333,"2,190","16,581","31,460","135,747","15,916","112,107","7,724"
,"City of Newark, NJ","279,110","3,008",93,49,"1,922",944,"7,958","1,736","3,810","2,412"
,"City of Jersey City, NJ","260,005","1,381",24,35,620,702,"4,240",887,"2,804",549
,"City of White Plains, NY","58,103",105,1,5,25,74,"1,046",55,968,23
,"City of New Brunswick, NJ","56,193",418,4,18,222,174,"1,582",523,979,80
,"City of Lakewood Township, NJ","93,749",167,2,3,65,97,"1,118",223,849,46
,Total area actually reporting,99.9%,"74,512",632,"3,325","27,152","43,403",,"44,277",,"20,225"
,Estimated total,100.0%,"74,537",632,"3,326","27,161","43,418",,"44,312",,"20,233"
,"Rate per 100,000 inhabitants",,371.4,3.1,16.6,135.3,216.3,,220.8,,100.8
"Dutchess County-Putnam County, NY M.D.",,"396,951",,,,,,,,,
,Includes Dutchess and Putnam Counties,,,,,,,,,,
,Total area actually reporting,99.1%,683,3,107,179,394,"4,955",762,"4,106",87
,Estimated total,100.0%,688,3,107,181,397,"5,013",770,"4,154",89
,"Rate per 100,000 inhabitants",,173.3,0.8,27.0,45.6,100.0,"1,262.9",194.0,"1,046.5",22.4
"Nassau County-Suffolk County, NY M.D.",,"2,860,417",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"3,842",47,185,"1,541","2,069","39,611","5,265","32,249","2,097"
,Estimated total,100.0%,"3,844",47,185,"1,542","2,070","39,636","5,268","32,270","2,098"
,"Rate per 100,000 inhabitants",,134.4,1.6,6.5,53.9,72.4,"1,385.7",184.2,"1,128.2",73.3
"Newark, NJ-PA M.D.",,"2,506,630",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Somerset, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%,"7,922",145,273,"4,398","3,106","39,972","8,276","25,877","5,819"
,"Rate per 100,000 inhabitants",,316.0,5.8,10.9,175.5,123.9,"1,594.7",330.2,"1,032.3",232.1
"New York-Jersey City-White Plains, NY-NJ M.D.4",,"14,306,690",,,,,,,,,
,"Includes Bergen, Hudson, Middlesex, Monmouth, Ocean, and Passaic Counties, NJ and Bronx, Kings, New York, Orange, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.9%,"62,065",437,"2,760","21,034","37,834",,"29,974",,"12,222"
,Estimated total,100.0%,"62,083",437,"2,761","21,040","37,845",,"29,998",,"12,227"
,"Rate per 100,000 inhabitants",,433.9,3.1,19.3,147.1,264.5,,209.7,,85.5
"Niles-Benton Harbor, MI M.S.A.",,"155,008",,,,,,,,,
,Includes Berrien County,,,,,,,,,,
,City of Niles,"11,389",64,0,14,13,37,332,57,258,17
,City of Benton Harbor,"10,014",253,1,33,80,139,539,175,341,23
,Total area actually reporting,97.4%,651,2,139,124,386,"3,605",717,"2,748",140
,Estimated total,100.0%,662,2,141,126,393,"3,689",732,"2,811",146
,"Rate per 100,000 inhabitants",,427.1,1.3,91.0,81.3,253.5,"2,379.9",472.2,"1,813.5",94.2
"North Port-Sarasota-Bradenton, FL M.S.A.",,"745,917",,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,"59,668",103,1,30,12,60,892,179,688,25
,City of Sarasota,"53,620",357,2,23,108,224,"2,537",479,"1,947",111
,City of Bradenton,"52,350",338,3,24,71,240,"2,009",416,"1,515",78
,City of Venice,"21,378",40,0,4,5,31,396,74,311,11
,Total area actually reporting,100.0%,"4,049",28,413,709,"2,899","24,973","5,395","18,558","1,020"
,"Rate per 100,000 inhabitants",,542.8,3.8,55.4,95.1,388.6,"3,348.0",723.3,"2,487.9",136.7
"Norwich-New London, CT M.S.A.",,"146,061",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,"40,296",153,0,16,23,114,848,210,588,50
,City of New London,"27,526",163,0,22,40,101,846,180,561,105
,Total area actually reporting,100.0%,496,0,66,91,339,"3,474",551,"2,705",218
,"Rate per 100,000 inhabitants",,339.6,0.0,45.2,62.3,232.1,"2,378.5",377.2,"1,852.0",149.3
"Ocala, FL M.S.A.",,"341,542",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"57,740",360,7,34,87,232,"3,003",494,"2,439",70
,Total area actually reporting,100.0%,"1,418",19,131,171,"1,097","6,928","1,655","5,013",260
,"Rate per 100,000 inhabitants",,415.2,5.6,38.4,50.1,321.2,"2,028.4",484.6,"1,467.8",76.1
"Ocean City, NJ M.S.A. ",,"95,711",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"11,392",13,0,0,3,10,475,84,384,7
,Total area actually reporting,100.0%,228,0,19,53,156,"3,536",757,"2,712",67
,"Rate per 100,000 inhabitants",,238.2,0.0,19.9,55.4,163.0,"3,694.5",790.9,"2,833.5",70.0
"Odessa, TX M.S.A.4",,"153,741",,,,,,,,,
,Includes Ector County4,, ,,,,, ,,,
,City of Odessa,"113,619","1,068",11,65,148,844,"4,217",735,"3,004",478
,Total area actually reporting,100.0%,,17,75,165,,"5,974","1,118","4,128",728
,"Rate per 100,000 inhabitants",,,11.1,48.8,107.3,,"3,885.8",727.2,"2,685.0",473.5
"Ogden-Clearfield, UT M.S.A.",,"629,218",,,,,,,,,
,"Includes Box Elder, Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"84,557",444,4,83,113,244,"3,645",531,"2,844",270
,City of Clearfield,"30,535",39,1,16,8,14,645,97,520,28
,Total area actually reporting,99.5%,970,11,313,157,489,"13,030","1,876","10,299",855
,Estimated total,100.0%,975,11,314,158,492,"13,113","1,887","10,364",862
,"Rate per 100,000 inhabitants",,155.0,1.7,49.9,25.1,78.2,"2,084.0",299.9,"1,647.1",137.0
"Oklahoma City, OK M.S.A.",,"1,336,996",,,,,,,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"617,975","4,782",45,434,"1,126","3,177","27,258","6,638","17,111","3,509"
,Total area actually reporting,100.0%,"6,199",69,667,"1,409","4,054","44,800","10,560","29,432","4,808"
,"Rate per 100,000 inhabitants",,463.7,5.2,49.9,105.4,303.2,"3,350.8",789.8,"2,201.4",359.6
"Olympia-Tumwater, WA M.S.A.",,"265,955",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia,"48,763",198,0,19,47,132,"2,170",390,"1,629",151
,City of Tumwater,"18,800",58,0,7,13,38,670,167,450,53
,Total area actually reporting,100.0%,601,3,76,113,409,"7,286","1,868","4,878",540
,"Rate per 100,000 inhabitants",,226.0,1.1,28.6,42.5,153.8,"2,739.6",702.4,"1,834.1",203.0
"Omaha-Council Bluffs, NE-IA M.S.A.",,"903,607",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","438,465","2,458",32,180,723,"1,523","19,053","2,997","12,910","3,146"
,"City of Council Bluffs, IA ","61,864",338,1,47,72,218,"4,108",744,"2,906",458
,Total area actually reporting,99.6%,"3,291",37,323,846,"2,085","28,209","4,745","19,484","3,980"
,Estimated total,100.0%,"3,297",37,324,846,"2,090","28,271","4,755","19,533","3,983"
,"Rate per 100,000 inhabitants",,364.9,4.1,35.9,93.6,231.3,"3,128.7",526.2,"2,161.7",440.8
"Orlando-Kissimmee-Sanford, FL M.S.A.",,"2,319,802",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,"259,675","2,340",15,167,620,"1,538","16,515","3,342","12,182",991
,City of Kissimmee,"66,623",445,2,45,104,294,"2,816",623,"2,090",103
,City of Sanford,"56,601",455,2,29,108,316,"2,982",641,"2,163",178
,Total area actually reporting,99.6%,"15,861",157,"1,447","3,570","10,687","92,753","22,580","64,455","5,718"
,Estimated total,100.0%,"15,901",157,"1,450","3,581","10,713","93,082","22,642","64,703","5,737"
,"Rate per 100,000 inhabitants",,685.4,6.8,62.5,154.4,461.8,"4,012.5",976.0,"2,789.2",247.3
"Oshkosh-Neenah, WI M.S.A.",,"170,212",,,,,,,,,
,Includes Winnebago County,,,,,,,,,,
,City of Oshkosh,"66,962",154,0,10,23,121,"1,432",263,"1,137",32
,City of Neenah,"25,992",38,0,3,4,31,477,73,394,10
,Total area actually reporting,100.0%,289,2,24,33,230,"2,834",495,"2,275",64
,"Rate per 100,000 inhabitants",,169.8,1.2,14.1,19.4,135.1,"1,665.0",290.8,"1,336.6",37.6
"Owensboro, KY M.S.A.",,"116,963",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,"58,659",122,0,28,41,53,"2,252",385,"1,763",104
,Total area actually reporting,100.0%,150,0,34,42,74,"2,792",542,"2,119",131
,"Rate per 100,000 inhabitants",,128.2,0.0,29.1,35.9,63.3,"2,387.1",463.4,"1,811.7",112.0
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"847,935",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"204,159",884,11,45,447,381,"6,382","1,172","4,475",735
,City of Thousand Oaks,"129,175",128,1,25,22,80,"1,599",357,"1,148",94
,City of Ventura,"109,246",276,1,28,103,144,"3,867",663,"2,994",210
,City of Camarillo,"66,272",72,0,14,21,37,965,154,755,56
,Total area actually reporting,100.0%,"1,890",20,185,682,"1,003","16,812","3,217","12,153","1,442"
,"Rate per 100,000 inhabitants",,222.9,2.4,21.8,80.4,118.3,"1,982.7",379.4,"1,433.2",170.1
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"556,949",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"105,287",600,4,38,56,502,"2,226",478,"1,621",127
,City of Melbourne,"77,797",611,2,58,119,432,"3,102",460,"2,533",109
,City of Titusville,"44,310",267,0,15,53,199,"1,447",384,930,133
,Total area actually reporting,100.0%,"3,121",19,292,461,"2,349","16,771","3,352","12,669",750
,"Rate per 100,000 inhabitants",,560.4,3.4,52.4,82.8,421.8,"3,011.2",601.9,"2,274.7",134.7
"Panama City, FL M.S.A.",,"193,811",,,,,,,,,
,Includes Bay and Gulf Counties,,,,,,,,,,
,City of Panama City,"37,204",343,8,7,65,263,"2,581",451,"1,952",178
,Total area actually reporting,100.0%,969,18,83,141,727,"7,432","1,357","5,663",412
,"Rate per 100,000 inhabitants",,500.0,9.3,42.8,72.8,375.1,"3,834.7",700.2,"2,921.9",212.6
"Parkersburg-Vienna, WV M.S.A.4",,"92,202",,,,,,,,,
,Includes Wirt and Wood Counties,, ,,,,, ,,,
,City of Parkersburg4,"31,139",88,1,14,6,67,,259,,53
,City of Vienna,"10,603",4,0,0,0,4,,25,,1
,Total area actually reporting,100.0%,168,1,24,7,136,,457,,84
,"Rate per 100,000 inhabitants",,182.2,1.1,26.0,7.6,147.5,,495.7,,91.1
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"474,766",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"52,873",373,3,28,82,260,"2,390",451,"1,836",103
,Total area actually reporting,100.0%,"3,194",33,269,539,2353,"18,890",4451,"13,411",1028
,"Rate per 100,000 inhabitants",,672.8,7.0,56.7,113.5,495.6,"3,978.8",937.5,"2,824.8",216.5
"Peoria, IL M.S.A.",,"382,542",,,,,,,,,
,"Includes Marshall, Peoria, Stark, Tazewell, and Woodford Counties",, ,,,,, ,,,
,City of Peoria,"116,923",759,7,68,230,454,"4,858","1,224","3,442",192
,Total area actually reporting,94.3%,"1,140",9,132,267,732,"8,609","2,145","6,173",291
,Estimated total,100.0%,"1,183",10,137,279,757,"8,998","2,209","6,481",308
,"Rate per 100,000 inhabitants",,309.2,2.6,35.8,72.9,197.9,"2,352.2",577.5,"1,694.2",80.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"6,054,007",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Montgomery County-Bucks County-Chester County, PA; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,559,062","15,925",248,"1,207","6,970","7,500","52,816","9,694","37,394","5,728"
,"City of Wilmington, DE","71,713","1,174",27,23,397,727,"3,765",900,"2,530",335
,Total area actually reporting,99.9%,"27,821",424,"2,076","10,875","14,446","141,113","26,148","105,437","9,528"
,Estimated total,100.0%,"27,824",424,"2,076","10,876","14,448","141,137","26,152","105,456","9,529"
,"Rate per 100,000 inhabitants",,459.6,7.0,34.3,179.6,238.7,"2,331.3",432.0,"1,741.9",157.4
"Camden, NJ M.D.",,"1,256,578",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"3,466",56,214,"1,294","1,902","26,142","6,075","19,027","1,040"
,"Rate per 100,000 inhabitants",,275.8,4.5,17.0,103.0,151.4,"2,080.4",483.5,"1,514.2",82.8
"Montgomery County-Bucks County-Chester County, PA M.D.",,"1,954,080",,,,,,,,,
,"Includes Bucks, Chester, and Montgomery Counties",,,,,,,,,,
,Total area actually reporting,99.9%,"2,460",26,236,794,"1,404","29,654","4,255","24,241","1,158"
,Estimated total,100.0%,"2,463",26,236,795,"1,406","29,678","4,259","24,260","1,159"
,"Rate per 100,000 inhabitants",,126.0,1.3,12.1,40.7,72.0,"1,518.8",218.0,"1,241.5",59.3
"Philadelphia, PA M.D.",,"2,121,653",,,,,,,,,
,Includes Delaware and Philadelphia Counties,,,,,,,,,,
,Total area actually reporting,100.0%,"18,276",295,"1,413","7,668","8,900","64,229","11,520","46,406","6,303"
,"Rate per 100,000 inhabitants",,861.4,13.9,66.6,361.4,419.5,"3,027.3",543.0,"2,187.3",297.1
"Wilmington, DE-MD-NJ M.D.",,"721,696",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%,"3,619",47,213,1119,"2,240","21,088","4,298","15,763","1,027"
,"Rate per 100,000 inhabitants",,501.5,6.5,29.5,155.1,310.4,"2,922.0",595.5,"2,184.2",142.3
"Pine Bluff, AR M.S.A",,"94,694", ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff,"45,402",576,13,39,141,383,"2,656",991,"1,487",178
,Total area actually reporting,100.0%,649,17,60,142,430,"3,382","1,281","1,867",234
,"Rate per 100,000 inhabitants",,685.4,18.0,63.4,150.0,454.1,"3,571.5","1,352.8","1,971.6",247.1
"Pittsburgh, PA M.S.A.",,"2,361,431", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"307,613","2,455",69,91,986,"1,309","9,883","2,129","7,157",597
,Total area actually reporting,99.1%,"6,745",128,361,"1,976","4,280","42,597","8,137","32,769","1,691"
,Estimated total,100.0%,"6,783",128,364,"1,986","4,305","42,968","8,192","33,073","1,703"
,"Rate per 100,000 inhabitants",,287.2,5.4,15.4,84.1,182.3,"1,819.6",346.9,"1,400.5",72.1
"Pittsfield, MA M.S.A.",,"129,547", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"43,895",194,0,35,30,129,"1,341",459,842,40
,Total area actually reporting,91.9%,365,0,59,44,262,"2,582",760,"1,753",69
,Estimated total,100.0%,398,0,62,50,286,"2,756",794,"1,882",80
,"Rate per 100,000 inhabitants",,307.2,0.0,47.9,38.6,220.8,"2,127.4",612.9,"1,452.8",61.8
"Portland-South Portland, ME M.S.A.3",,"522,033",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"66,380",158,1,20,64,73,"2,134",246,"1,834",54
,City of South Portland,"25,327",39,0,5,8,26,797,107,676,14
,Total area actually reporting,100.0%,666,7,137,139,383,"10,438","2,035","8,092",311
,"Rate per 100,000 inhabitants",,127.6,1.3,26.2,26.6,73.4,"1,999.5",389.8,"1,550.1",59.6
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.",,"2,345,482",,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","615,672","2,911",26,262,847,"1,776","32,229","4,146","24,707","3,376"
,"City of Vancouver, WA","168,688",577,6,89,151,331,"5,259",821,"3,617",821
,"City of Hillsboro, OR","98,635",186,2,40,58,86,"2,205",246,"1,825",134
,"City of Beaverton, OR","94,416",127,0,17,34,76,"1,521",174,"1,250",97
,Total area actually reporting,90.7%,"5,771",44,725,"1,573","3,429","64,411","9,339","48,447","6,625"
,Estimated total,100.0%,"6,068",46,779,"1,613","3,630","67,979","10,090","50,935","6,954"
,"Rate per 100,000 inhabitants",,258.7,2.0,33.2,68.8,154.8,"2,898.3",430.2,"2,171.6",296.5
"Port St. Lucie, FL M.S.A.",,"444,898",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"172,453",243,6,16,37,184,"2,498",511,"1,896",91
,Total area actually reporting,100.0%,"1,474",27,140,287,"1,020","9,712","2,190","7,112",410
,"Rate per 100,000 inhabitants",,331.3,6.1,31.5,64.5,229.3,"2,183.0",492.2,"1,598.6",92.2
"Providence-Warwick, RI-MA M.S.A.",,"1,610,481",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties RI",, ,,,,, ,,,
,"City of Providence, RI ","178,640",927,18,90,289,530,"6,827","1,666","4,366",795
,"City of Warwick, RI","82,123",84,0,25,10,49,"1,866",190,"1,611",65
,Total area actually reporting,100.0%,"5,297",31,607,"1,116","3,543","34,357","7,364","24,483","2,510"
,"Rate per 100,000 inhabitants",,328.9,1.9,37.7,69.3,220.0,"2,133.3",457.3,"1,520.2",155.9
"Pueblo, CO M.S.A.",,"162,854", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo,"108,591",886,10,152,183,541,"7,077","2,002","4,439",636
,Total area actually reporting,100.0%,937,10,156,189,582,"8,315","2,246","5,341",728
,"Rate per 100,000 inhabitants",,575.4,6.1,95.8,116.1,357.4,"5,105.8","1,379.1","3,279.6",447.0
"Punta Gorda, FL M.S.A.",,"167,298", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"17,305",8,0,0,3,5,287,39,241,7
,Total area actually reporting,100.0%,439,2,40,36,361,"4,301",843,"3,302",156
,"Rate per 100,000 inhabitants",,262.4,1.2,23.9,21.5,215.8,"2,570.9",503.9,"1,973.7",93.2
"Racine, WI M.S.A.",,"194,990", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"78,057",310,3,10,200,97,"2,723",955,"1,662",106
,Total area actually reporting,100.0%,388,4,26,220,138,"4,443","1,170","3,123",150
,"Rate per 100,000 inhabitants",,199.0,2.1,13.3,112.8,70.8,"2,278.6",600.0,"1,601.6",76.9
"Rapid City, SD M.S.A.",,"143,222", ,,,,, ,,,
,"Includes Custer, Meade, and Pennington Counties",,,,,,,,,,
,City of Rapid City ,"71,481",426,4,59,53,310,"2,704",426,"2,076",202
,Total area actually reporting,100.0%,548,5,93,60,390,"3,527",604,2678,245
,"Rate per 100,000 inhabitants",,382.6,3.5,64.9,41.9,272.3,"2,462.6",421.7,"1,869.8",171.1
"Reading, PA M.S.A.",,"413,879", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"87,848",760,9,55,288,408,"2,551",852,"1,494",205
,Total area actually reporting,100.0%,"1,356",12,97,372,875,"7,344","1,741","5,210",393
,"Rate per 100,000 inhabitants",,327.6,2.9,23.4,89.9,211.4,"1,774.4",420.7,"1,258.8",95.0
"Redding, CA M.S.A.",,"180,406", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"91,426",610,4,52,142,412,"3,924",802,"2,636",486
,Total area actually reporting,100.0%,"1,275",8,111,171,985,"5,705","1,331","3,511",863
,"Rate per 100,000 inhabitants",,706.7,4.4,61.5,94.8,546.0,"3,162.3",737.8,"1,946.2",478.4
"Reno, NV M.S.A.",,"444,810",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"235,055","1,147",15,128,263,741,"6,798","1,312","4,711",775
,Total area actually reporting,100.0%,"1,685",19,241,343,"1,082","10,652","2,184","7,338","1,130"
,"Rate per 100,000 inhabitants",,378.8,4.3,54.2,77.1,243.2,"2,394.7",491.0,"1,649.7",254.0
"Richmond, VA M.S.A.",,"1,255,599",,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Dinwiddie, Goochland, Hanover, Henrico, King William, New Kent, Powhatan, Prince George, and Sussex Counties and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
