Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2008",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"City of Union Township, NJ","53,777",127,1,8,64,54,"1,383",239,"1,008",136
,"City of Wayne Township, NJ","53,956",48,0,2,16,30,"1,415",143,"1,214",58
,"City of New Brunswick, NJ","50,605",319,5,18,122,174,"2,242",667,"1,375",200
,Total area actually reporting,99.9%,"75,769",855,"1,845","34,693","38,376","354,037","57,125","264,350","32,562"
,Estimated total,100.0%,"75,772",855,"1,845","34,694","38,378","354,067","57,130","264,374","32,563"
,"Rate per 100,000 inhabitants",,398.7,4.5,9.7,182.6,201.9,"1,863.1",300.6,"1,391.1",171.3
"Edison-New Brunswick, NJ M.D.",,"2,327,779",,,,,,,,,
,"Includes Middlesex, Monmouth, Ocean, and Somerset Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"3,951",29,208,"1,491","2,223","45,987","8,741","34,995","2,251"
,"Rate per 100,000 inhabitants",,169.7,1.2,8.9,64.1,95.5,"1,975.6",375.5,"1,503.4",96.7
"Nassau-Suffolk, NY M.D.",,"2,877,560",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"4,864",71,185,"2,096","2,512","49,730","7,357","38,831","3,542"
,Estimated total,100.0%,"4,867",71,185,"2,097","2,514","49,760","7,362","38,855","3,543"
,"Rate per 100,000 inhabitants",,169.1,2.5,6.4,72.9,87.4,"1,729.2",255.8,"1,350.3",123.1
"Newark-Union, NJ-PA M.D.",,"2,123,803",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%,"8,367",135,289,"4,181","3,762","47,618","9,839","29,066","8,713"
,"Rate per 100,000 inhabitants",,394.0,6.4,13.6,196.9,177.1,"2,242.1",463.3,"1,368.6",410.3
"New York-White Plains-Wayne, NY-NJ M.D.",,"11,675,083",,,,,,,,,
,"Includes Bergen, Hudson, and Passaic Counties, NJ and Bronx, Kings, New York, Putnam, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,100.0%,"58,587",620,"1,163","26,925","29,879","210,702","31,188","161,458","18,056"
,"Rate per 100,000 inhabitants",,501.8,5.3,10.0,230.6,255.9,"1,804.7",267.1,"1,382.9",154.7
"Niles-Benton Harbor, MI M.S.A.",,"157,892",,,,,,,,,
,Includes Berrien County,, ,,,,,,,,
,City of Niles,"11,229",65,0,16,18,31,482,90,367,25
,City of Benton Harbor,"10,677",120,0,9,20,91,250,84,140,26
,Total area actually reporting,98.3%,615,2,108,103,402,"4,942","1,026","3,699",217
,Estimated total,100.0%,623,2,109,105,407,"5,019","1,041","3,754",224
,"Rate per 100,000 inhabitants",,394.6,1.3,69.0,66.5,257.8,"3,178.8",659.3,"2,377.6",141.9
"Norwich-New London, CT M.S.A.",,"142,186",,,,,,,,,
,Includes New London County,, ,,,,,,,,
,City of Norwich,"36,471",178,1,28,49,100,944,272,610,62
,City of New London,"25,891",199,1,15,22,161,952,165,712,75
,Total area actually reporting,100.0%,493,6,56,90,341,"3,511",700,"2,634",177
,"Rate per 100,000 inhabitants",,346.7,4.2,39.4,63.3,239.8,"2,469.3",492.3,"1,852.5",124.5
"Ocala, FL M.S.A.",,"329,862", ,,,,, ,,,
,Includes Marion County,,,,,,,,,,
,City of Ocala,"53,799",600,7,53,187,353,"3,049",690,"2,234",125
,Total area actually reporting,100.0%,"2,076",22,165,312,"1,577","8,338","2,365","5,469",504
,"Rate per 100,000 inhabitants",,629.4,6.7,50.0,94.6,478.1,"2,527.7",717.0,"1,658.0",152.8
"Ocean City, NJ M.S.A. ",,"95,311", ,,,,, ,,,
,Includes Cape May County,,,,,,,,,,
,City of Ocean City,"14,802",31,0,8,6,17,892,138,747,7
,Total area actually reporting,97.4%,304,0,31,72,201,"4,567",953,"3,515",99
,Estimated total,100.0%,310,0,31,75,204,"4,618",963,3552,103
,"Rate per 100,000 inhabitants",,325.3,0.0,32.5,78.7,214.0,"4,845.2","1,010.4","3,726.7",108.1
"Odessa, TX M.S.A.",,"130,731", ,,,,, ,,,
,Includes Ector County,,,,,,,,,,
,City of Odessa,"97,644",675,7,2,73,593,"3,970",893,"2,809",268
,Total area actually reporting,100.0%,776,10,4,88,674,"5,234","1,194","3,664",376
,"Rate per 100,000 inhabitants",,593.6,7.6,3.1,67.3,515.6,"4,003.6",913.3,"2,802.7",287.6
"Ogden-Clearfield, UT M.S.A.",,"535,090",,,,,,,,,
,"Includes Davis, Morgan, and Weber Counties",, ,,,,,,,,
,City of Ogden,"83,353",386,4,42,127,213,"4,200",699,"3,154",347
,City of Clearfield,"27,649",46,0,6,10,30,856,122,709,25
,Total area actually reporting,100.0%,847,9,160,241,437,"14,547","2,392","11,402",753
,"Rate per 100,000 inhabitants",,158.3,1.7,29.9,45.0,81.7,"2,718.6",447.0,"2,130.9",140.7
"Oklahoma City, OK M.S.A.",,"1,206,660", ,,,,, ,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",,,,,,,,,,
,City of Oklahoma City,"552,452","5,400",57,318,"1,524","3,501","32,563","9,225","19,439","3,899"
,Total area actually reporting,100.0%,"7,017",76,523,"1,851","4,567","51,824","13,980","32,648","5,196"
,"Rate per 100,000 inhabitants",,581.5,6.3,43.3,153.4,378.5,"4,294.8","1,158.6","2,705.7",430.6
"Olympia, WA M.S.A.",,"242,881", ,,,,, ,,,
,Includes Thurston County,,,,,,,,,,
,City of Olympia ,"45,189",149,3,24,42,80,"2,192",366,"1,676",150
,Total area actually reporting,100.0%,630,4,88,112,426,"8,269","1,711","6,087",471
,"Rate per 100,000 inhabitants",,259.4,1.6,36.2,46.1,175.4,"3,404.5",704.5,"2,506.2",193.9
"Omaha-Council Bluffs, NE-IA M.S.A.",,"838,325",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","437,238","2,648",44,180,949,"1,475","18,792","3,175","12,892","2,725"
,"City of Council Bluffs, IA ","60,108",415,3,68,66,278,"4,237",866,"2,957",414
,Total area actually reporting,99.9%,"3,497",50,311,"1,046","2,090","29,172","5,199","20,404","3,569"
,Estimated total,100.0%,"3,498",50,311,"1,046","2,091","29,192","5,202","20,420","3,570"
,"Rate per 100,000 inhabitants",,417.3,6.0,37.1,124.8,249.4,"3,482.2",620.5,"2,435.8",425.8
"Orlando-Kissimmee, FL M.S.A.",,"2,060,706", ,,,,, ,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",,,,,,,,,,
,City of Orlando,"229,808","3,829",43,131,"1,320","2,335","19,703","4,279","13,693","1,731"
,City of Kissimmee,"62,815",581,1,16,154,410,"2,777",746,"1,817",214
,Total area actually reporting,100.0%,"16,910",163,799,"4,934","11,014","92,080","24,987","58,805","8,288"
,"Rate per 100,000 inhabitants",,820.6,7.9,38.8,239.4,534.5,"4,468.4","1,212.5","2,853.6",402.2
"Oshkosh-Neenah, WI M.S.A.",,"162,698",,,,,,,,,
,Includes Winnebago County,, ,,,,,,,,
,City of Oshkosh,"64,747",186,0,13,29,144,"2,294",460,"1,767",67
,City of Neenah,"25,005",34,2,4,5,23,413,76,326,11
,Total area actually reporting,100.0%,319,3,28,42,246,"3,963",816,"3,003",144
,"Rate per 100,000 inhabitants",,196.1,1.8,17.2,25.8,151.2,"2,435.8",501.5,"1,845.8",88.5
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"799,817",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"186,434",817,14,21,452,330,"4,299",895,"2,876",528
,City of Thousand Oaks,"124,106",148,2,16,37,93,"1,769",308,"1,367",94
,City of Ventura,"103,483",397,2,23,156,216,"3,288",669,"2,387",232
,City of Camarillo,"63,843",77,2,9,25,41,"1,038",220,756,62
,Total area actually reporting,100.0%,"2,137",31,124,867,"1,115","16,099","3,279","11,459","1,361"
,"Rate per 100,000 inhabitants",,267.2,3.9,15.5,108.4,139.4,"2,012.8",410.0,"1,432.7",170.2
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"537,212",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"101,759",539,4,24,74,437,"2,424",757,"1,515",152
,City of Melbourne,"77,286",969,8,31,222,708,"4,202",977,"2,991",234
,City of Titusville,"43,769",344,3,39,86,216,"1,983",569,"1,099",315
,Total area actually reporting,100.0%,"3,690",22,179,663,"2,826","18,648","4,935","12,445","1,268"
,"Rate per 100,000 inhabitants",,686.9,4.1,33.3,123.4,526.0,"3,471.3",918.6,"2,316.6",236.0
"Palm Coast, FL M.S.A.",,"93,654", ,,,,, ,,,
,Includes Flagler County,,,,,,,,,,
,Total area actually reporting,100.0%,273,0,14,56,203,"2,182",539,"1,508",135
,"Rate per 100,000 inhabitants",,291.5,0.0,14.9,59.8,216.8,"2,329.9",575.5,"1,610.2",144.1
"Panama City-Lynn Haven-Panama City Beach, FL M.S.A.",,"164,007",,,,,,,,,
,Includes Bay County,, ,,,,,,,,
,City of Panama City,"36,339",426,3,10,86,327,"2,197",453,"1,609",135
,City of Lynn Haven,"15,369",49,2,3,2,42,475,112,342,21
,City of Panama City Beach,"15,453",81,0,16,17,48,993,198,795,0
,Total area actually reporting,100.0%,"1,076",11,94,172,799,"6,725","1,615","4,747",363
,"Rate per 100,000 inhabitants",,656.1,6.7,57.3,104.9,487.2,"4,100.4",984.7,"2,894.4",221.3
"Pascagoula, MS M.S.A.",,"152,652", ,,,,, ,,,
,Includes George and Jackson Counties,,,,,,,,,,
,City of Pascagoula,"23,139",96,0,13,61,22,"1,417",301,990,126
,Total area actually reporting,87.4%,349,4,57,125,163,"4,827","1,213","3,142",472
,Estimated total,100.0%,376,5,61,130,180,"5,191","1,309","3,374",508
,"Rate per 100,000 inhabitants",,246.3,3.3,40.0,85.2,117.9,"3,400.5",857.5,"2,210.3",332.8
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"453,297",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"53,385",502,4,34,136,328,"2,696",528,"2,024",144
,Total area actually reporting,100.0%,"3,007",24,178,718,"2,087","14,480","3,511","10,009",960
,"Rate per 100,000 inhabitants",,663.4,5.3,39.3,158.4,460.4,"3,194.4",774.5,"2,208.0",211.8
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"5,836,682",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,441,117","20,771",331,"1,038","9,618","9,784","62,584","12,845","40,681","9,058"
,"City of Camden, NJ","76,182","1,777",54,70,815,838,"4,912","1,221","2,693",998
,"City of Wilmington, DE","72,888","1,410",26,27,573,784,"3,806",834,"2,333",639
,Total area actually reporting,99.7%,"36,662",530,"1,899","14,919","19,314","173,779","33,245","123,428","17,106"
,Estimated total,100.0%,"36,697",530,"1,901","14,929","19,337","174,082","33,292","123,668","17,122"
,"Rate per 100,000 inhabitants",,628.7,9.1,32.6,255.8,331.3,"2,982.6",570.4,"2,118.8",293.4
"Camden, NJ M.D.",,"1,248,666",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,99.9%,"4,546",79,293,"1,788","2,386","34,369","7,184","24,402","2,783"
,Estimated total,100.0%,"4,550",79,293,"1,790","2,388","34,397","7,190","24,422","2,785"
,"Rate per 100,000 inhabitants",,364.4,6.3,23.5,143.4,191.2,"2,754.7",575.8,"1,955.8",223.0
"Philadelphia, PA M.D.",,"3,891,020",,,,,,,,,
,"Includes Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties",,,,,,,,,,
,Total area actually reporting,99.7%,"27,363",396,"1,417","11,531","14,019","114,232","20,552","81,626","12,054"
,Estimated total,100.0%,"27,394",396,"1,419","11,539","14,040","114,507","20,593","81,846","12,068"
,"Rate per 100,000 inhabitants",,704.0,10.2,36.5,296.6,360.8,"2,942.9",529.2,"2,103.5",310.2
"Wilmington, DE-MD-NJ M.D.",,"696,996",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%,"4,753",55,189,"1,600","2,909","25,178","5,509","17,400","2,269"
,"Rate per 100,000 inhabitants",,681.9,7.9,27.1,229.6,417.4,"3,612.4",790.4,"2,496.4",325.5
"Phoenix-Mesa-Scottsdale, AZ M.S.A.",,"4,283,537",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,585,838","10,465",167,481,"4,825","4,992","82,689","18,783","48,685","15,221"
,City of Mesa,"456,821","2,289",16,161,656,"1,456","17,516","2,866","12,603","2,047"
,City of Scottsdale,"238,905",423,5,28,130,260,"7,903","1,488","5,897",518
,City of Tempe,"176,388",856,6,34,323,493,"10,242","1,545","7,584","1,113"
,Total area actually reporting,99.9%,"19,487",281,"1,041","7,503","10,662","182,198","39,699","115,550","26,949"
,Estimated total,100.0%,"19,497",281,"1,042","7,506","10,668","182,316","39,726","115,628","26,962"
,"Rate per 100,000 inhabitants",,455.2,6.6,24.3,175.2,249.0,"4,256.2",927.4,"2,699.4",629.4
"Pine Bluff, AR M.S.A.",,"100,732", ,,,,, ,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff ,"50,144",819,16,71,248,484,"4,674","1,596","2,648",430
,Total area actually reporting,97.8%,945,21,85,260,579,"5,760","2,036","3,194",530
,Estimated total,100.0%,956,21,86,262,587,"5,848","2,064","3,250",534
,"Rate per 100,000 inhabitants",,949.1,20.8,85.4,260.1,582.7,"5,805.5","2,049.0","3,226.4",530.1
"Pittsburgh, PA M.S.A.",,"2,345,727", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"309,757","3,358",72,136,"1,541","1,609","12,625","3,108","8,258","1,259"
,Total area actually reporting,98.3%,"8,603",122,474,"2,806","5,201","49,793","10,212","36,228","3,353"
,Estimated total,100.0%,"8,698",123,480,"2,831","5,264","50,624","10,337","36,892","3,395"
,"Rate per 100,000 inhabitants",,370.8,5.2,20.5,120.7,224.4,"2,158.1",440.7,"1,572.7",144.7
"Pittsfield, MA M.S.A.",,"129,918", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"42,597",298,0,53,16,229,"1,105",374,672,59
,Total area actually reporting,96.2%,505,2,76,24,403,"2,880",998,"1,758",124
,Estimated total,100.0%,520,2,77,27,414,"2,981","1,023","1,827",131
,"Rate per 100,000 inhabitants",,400.3,1.5,59.3,20.8,318.7,"2,294.5",787.4,"1,406.3",100.8
"Pocatello, ID M.S.A.",,"87,959", ,,,,, ,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello ,"54,946",185,1,37,11,136,"1,654",260,"1,328",66
,Total area actually reporting,100.0%,250,1,45,16,188,"2,488",339,"2,061",88
,"Rate per 100,000 inhabitants",,284.2,1.1,51.2,18.2,213.7,"2,828.6",385.4,"2,343.1",100.0
"Portland-South Portland-Biddeford, ME M.S.A.",,"513,868",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"62,656",254,4,42,107,101,"2,769",483,"2,157",129
,City of South Portland,"23,796",54,0,4,19,31,"1,116",125,969,22
,City of Biddeford,"21,663",66,0,20,28,18,"1,050",180,847,23
,Total area actually reporting,100.0%,692,11,170,202,309,"12,459","2,409","9,572",478
,"Rate per 100,000 inhabitants",,134.7,2.1,33.1,39.3,60.1,"2,424.6",468.8,"1,862.7",93.0
"Portland-Vancouver-Beaverton, OR-WA M.S.A.",,"2,207,851",,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","553,023","3,445",26,250,"1,132","2,037","29,243","4,307","21,597","3,339"
,"City of Vancouver, WA","163,574",605,0,105,176,324,"6,298",842,"4,248","1,208"
,"City of Beaverton, OR","92,198",200,0,24,41,135,"2,072",296,"1,566",210
,"City of Hillsboro, OR","94,373",162,0,36,62,64,"2,536",293,"2,079",164
,Estimated total,98.9%,"6,434",45,809,"1,976","3,604","71,509","10,841","52,704","7,964"
,Total area actually reporting,100.0%,"6,472",45,816,"1,984","3,627","72,034","10,948","53,074","8,012"
,"Rate per 100,000 inhabitants",,293.1,2.0,37.0,89.9,164.3,"3,262.6",495.9,"2,403.9",362.9
"Port St. Lucie, FL M.S.A.",,"406,587",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"159,735",387,3,38,44,302,"3,970","1,114","2,760",96
,Total area actually reporting,100.0%,"1,994",13,115,512,"1,354","12,689","3,446","8,676",567
,"Rate per 100,000 inhabitants",,490.4,3.2,28.3,125.9,333.0,"3,120.9",847.5,"2,133.9",139.5
"Poughkeepsie-Newburgh-Middletown, NY M.S.A.",,"675,735",,,,,,,,,
,Includes Dutchess and Orange Counties,,,,,,,,,,
,City of Poughkeepsie,"29,606",394,5,23,162,204,"1,122",261,784,77
,City of Newburgh,"28,180",476,7,13,162,294,"1,063",333,640,90
,City of Middletown,"25,928",177,5,14,75,83,"1,016",216,755,45
,Total area actually reporting,99.5%,"1,932",18,114,575,"1,225","13,780","2,288","10,955",537
,Estimated total,100.0%,"1,937",18,114,577,"1,228","13,843","2,298","11,006",539
,"Rate per 100,000 inhabitants",,286.7,2.7,16.9,85.4,181.7,"2,048.6",340.1,"1,628.7",79.8
"Prescott, AZ M.S.A.",,"217,520", ,,,,, ,,,
,Includes Yavapai County,,,,,,,,,,
,City of Prescott,"43,190",119,1,2,22,94,"1,230",244,946,40
,Total area actually reporting,100.0%,753,4,42,46,661,"5,005","1,239","3,476",290
,"Rate per 100,000 inhabitants",,346.2,1.8,19.3,21.1,303.9,"2,300.9",569.6,"1,598.0",133.3
"Providence-New Bedford-Fall River, RI-MA M.S.A.",,"1,597,765",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",,,,,,,,,,
,"City of Providence, RI","170,965","1,162",12,44,498,608,"9,063","1,875","5,701","1,487"
,"City of New Bedford, MA","91,473","1,191",4,59,301,827,"3,353","1,056","1,978",319
,"City of Fall River, MA","90,760","1,088",3,65,240,780,"3,528",842,"2,337",349
,"City of Warwick, RI","84,326",83,0,19,21,43,"2,737",300,"2,291",146
,"City of Cranston, RI","79,987",136,1,16,55,64,"2,184",331,"1,605",248
,Total area actually reporting,100.0%,"5,904",42,453,"1,570","3,839","44,475","9,648","30,548","4,279"
,"Rate per 100,000 inhabitants",,369.5,2.6,28.4,98.3,240.3,"2,783.6",603.8,"1,911.9",267.8
"Provo-Orem, UT M.S.A.",,"516,198",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"119,189",184,0,40,21,123,"2,994",451,"2,401",142
,City of Orem,"94,228",66,2,22,9,33,"2,584",246,"2,222",116
,Total area actually reporting,100.0%,472,3,131,68,270,"12,056","1,806","9,715",535
,"Rate per 100,000 inhabitants",,91.4,0.6,25.4,13.2,52.3,"2,335.5",349.9,"1,882.0",103.6
"Punta Gorda, FL M.S.A.",,"152,292", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"16,699",28,0,0,4,24,471,191,272,8
,Total area actually reporting,100.0%,530,3,15,72,440,"5,007","1,274","3,506",227
,"Rate per 100,000 inhabitants",,348.0,2.0,9.8,47.3,288.9,"3,287.8",836.6,"2,302.2",149.1
"Racine, WI M.S.A.",,"195,756", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"82,226",542,10,19,293,220,"3,930","1,299","2,431",200
,Total area actually reporting,100.0%,642,10,25,331,276,"6,135","1,644","4,181",310
,"Rate per 100,000 inhabitants",,328.0,5.1,12.8,169.1,141.0,"3,134.0",839.8,"2,135.8",158.4
"Raleigh-Cary, NC M.S.A.1",,"1,085,760",,,,,,,,,
,"Includes Franklin,1 Johnston, and Wake Counties",, ,,,,,,,,
,City of Raleigh ,"388,661","2,245",34,95,"1,025","1,091","13,220","3,095","9,178",947
,City of Cary,"125,277",107,3,12,47,45,"2,342",503,"1,761",78
,Total area actually reporting,97.7%,,50,213,"1,408",,"28,607","7,230","19,439","1,938"
,Estimated total,100.0%,,51,220,"1,439",,"29,843","7,517","20,329","1,997"
,"Rate per 100,000 inhabitants",,,4.7,20.3,132.5,,"2,748.6",692.3,"1,872.3",183.9
"Rapid City, SD M.S.A.",,"121,526", ,,,,, ,,,
,Includes Meade and Pennington Counties,,,,,,,,,,
,City of Rapid City ,"64,556",346,2,73,50,221,"2,572",392,"2,035",145
,Total area actually reporting,85.8%,468,3,132,53,280,"3,160",530,"2,464",166
,Estimated total,100.0%,498,4,145,54,295,"3,324",577,"2,570",177
,"Rate per 100,000 inhabitants",,409.8,3.3,119.3,44.4,242.7,"2,735.2",474.8,"2,114.8",145.6
"Reading, PA M.S.A.",,"405,335", ,,,,, ,,,
,Includes Berks County,,,,,,,,,,
,City of Reading ,"80,860",868,10,33,452,373,"4,208","1,268","2,150",790
,Total area actually reporting,100.0%,"1,340",16,65,560,699,"10,292","2,142","6,959","1,191"
,"Rate per 100,000 inhabitants",,330.6,3.9,16.0,138.2,172.4,"2,539.1",528.5,"1,716.9",293.8
"Redding, CA M.S.A.",,"180,598", ,,,,, ,,,
,Includes Shasta County,,,,,,,,,,
,City of Redding ,"90,881",635,3,86,75,471,"3,168",742,"2,175",251
,Total area actually reporting,100.0%,"1,174",4,133,104,933,"5,013","1,433","3,134",446
,"Rate per 100,000 inhabitants",,650.1,2.2,73.6,57.6,516.6,"2,775.8",793.5,"1,735.3",247.0
"Reno-Sparks, NV M.S.A.",,"412,231",,,,,,,,,
,Includes Storey and Washoe Counties,, ,,,,,,,,
,City of Reno,"218,556","1,532",15,83,488,946,"9,714","1,975","6,757",982
,City of Sparks,"88,913",410,0,51,128,231,"3,486",903,"2,279",304
,Total area actually reporting,100.0%,"2,218",15,141,633,"1,429","15,227","3,500","10,269","1,458"
,"Rate per 100,000 inhabitants",,538.0,3.6,34.2,153.6,346.7,"3,693.8",849.0,"2,491.1",353.7
"Richmond, VA M.S.A.",,"1,223,648",,,,,,,,,
,"Includes Amelia, Caroline, Charles City, Chesterfield, Cumberland, Dinwiddie, Goochland, Hanover, Henrico, King and Queen, King William, Louisa, New Kent, Powhatan, Prince George, and Sussex Counties, and Colonial Heights, Hopewell, Petersburg, and Richmond Cities",,,,,,,,,,
,City of Richmond ,"199,674","1,588",31,53,779,725,"8,148","1,787","5,331","1,030"
,Total area actually reporting,100.0%,"4,289",76,272,"1,876","2,065","34,558","6,957","24,674","2,927"
,"Rate per 100,000 inhabitants",,350.5,6.2,22.2,153.3,168.8,"2,824.2",568.5,"2,016.4",239.2
"Riverside-San Bernardino-Ontario, CA M.S.A.",,"4,175,614",,,,,,,,,
,Includes Riverside and San Bernardino Counties,,,,,,,,,,
,City of Riverside ,"299,384","1,922",19,109,726,"1,068","11,059","2,208","7,230","1,621"
,City of San Bernardino,"200,617","2,074",32,65,779,"1,198","9,438","2,215","5,073","2,150"
,City of Ontario,"172,543",882,5,63,379,435,"5,466","1,000","3,279","1,187"
,City of Victorville,"114,305",683,4,33,254,392,"4,188","1,384","2,290",514
,City of Temecula,"98,663",151,3,15,54,79,"2,432",704,"1,482",246
,City of Chino,"84,595",199,2,14,90,93,"2,317",532,"1,497",288
,City of Redlands,"70,730",253,1,19,111,122,"2,771",540,"1,868",363
,City of Hemet,"71,789",427,2,28,136,261,"3,356",786,"2,106",464
,City of Colton,"51,177",269,3,6,121,139,"1,825",417,"1,029",379
,Total area actually reporting,100.0%,"18,756",209,992,"6,311","11,244","128,171","33,573","73,461","21,137"
,"Rate per 100,000 inhabitants",,449.2,5.0,23.8,151.1,269.3,"3,069.5",804.0,"1,759.3",506.2
"Roanoke, VA M.S.A.",,"296,477", ,,,,, ,,,
,"Includes Botetourt, Craig, Franklin, and Roanoke Counties and Roanoke and Salem Cities",,,,,,,,,,
,City of Roanoke,"91,983",745,11,48,213,473,"5,090",983,"3,811",296
,Total area actually reporting,100.0%,"1,005",18,86,254,647,"8,477","1,550","6,459",468
,"Rate per 100,000 inhabitants",,339.0,6.1,29.0,85.7,218.2,"2,859.2",522.8,"2,178.6",157.9
"Rochester, MN M.S.A.1, 5",,"182,815", ,,,,, ,,,
,"Includes Dodge,1 Olmsted, and Wabasha Counties5",,,,,,,,,,
,City of Rochester5,"100,589",,4,,65,133,"2,853",534,"2,133",186
,Total area actually reporting,98.2%,,5,,67,,"3,756",712,"2,792",252
,Estimated total,100.0%,,5,,69,,"3,858",726,"2,875",257
,"Rate per 100,000 inhabitants",,,2.7,,37.7,,"2,110.3",397.1,"1,572.6",140.6
"Rochester, NY M.S.A.",,"1,029,201", ,,,,, ,,,
,"Includes Livingston, Monroe, Ontario, Orleans, and Wayne Counties",,,,,,,,,,
,City of Rochester ,"205,341","2,302",42,98,"1,059","1,103","11,130","2,808","7,060","1,262"
,Total area actually reporting,99.7%,"3,355",49,218,"1,336","1,752","27,535","5,479","20,213","1,843"
,Estimated total,100.0%,"3,360",49,218,"1,338","1,755","27,601","5,489","20,266","1,846"
,"Rate per 100,000 inhabitants",,326.5,4.8,21.2,130.0,170.5,"2,681.8",533.3,"1,969.1",179.4
"Sacramento─Arden-Arcade─Roseville, CA M.S.A.",,"2,119,553",,,,,,,,,
,"Includes El Dorado, Placer, Sacramento, and Yolo Counties",,,,,,,,,,
,City of Sacramento,"467,065","4,660",49,168,"1,761","2,682","22,499","5,216","12,373","4,910"
,City of Roseville,"112,817",325,0,25,70,230,"4,099",629,"3,089",381
,City of Folsom,"69,523",96,0,13,29,54,"1,546",244,"1,219",83
,City of Woodland,"54,210",183,0,18,63,102,"1,955",487,"1,250",218
,Total area actually reporting,100.0%,"11,060",112,589,"3,770","6,589","70,648","16,262","43,329","11,057"
,"Rate per 100,000 inhabitants",,521.8,5.3,27.8,177.9,310.9,"3,333.2",767.2,"2,044.3",521.7
"Saginaw-Saginaw Township North, MI M.S.A.",,"199,649",,,,,,,,,
,Includes Saginaw County,, ,,,,,,,,
,City of Saginaw,"55,634","1,833",21,50,309,"1,453","2,644","1,508",915,221
,Total area actually reporting,98.9%,"2,374",24,108,392,"1,850","6,636","2,513","3,724",399
,Estimated total,100.0%,"2,381",24,109,394,"1,854","6,700","2,526","3,769",405
,"Rate per 100,000 inhabitants",,"1,192.6",12.0,54.6,197.3,928.6,"3,355.9","1,265.2","1,887.8",202.9
"Salem, OR M.S.A.",,"391,860", ,,,,, ,,,
,Includes Marion and Polk Counties,,,,,,,,,,
,City of Salem ,"153,831",572,9,58,136,369,"7,173","1,094","5,428",651
,Total area actually reporting,100.0%,958,16,101,215,626,"13,504","2,372","9,915","1,217"
,"Rate per 100,000 inhabitants",,244.5,4.1,25.8,54.9,159.8,"3,446.1",605.3,"2,530.2",310.6
"Salinas, CA M.S.A.",,"406,198", ,,,,, ,,,
,Includes Monterey County,,,,,,,,,,
,City of Salinas,"143,520","1,050",25,38,337,650,"5,299","1,415","2,646","1,238"
