Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2013",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
"Milwaukee-Waukesha-West Allis, WI M.S.A.",,"1,571,468",,,,,,,,,
,"Includes Milwaukee, Ozaukee, Washington, and Waukesha Counties",,,,,,,,,,
,City of Milwaukee,"600,805","8,194",104,401,"3,284","4,405","27,013","6,491","16,138","4,384"
,City of Waukesha,"70,988",90,1,23,25,41,"1,327",210,"1,079",38
,City of West Allis,"60,830",196,1,14,104,77,"2,851",631,"2,128",92
,Total area actually reporting,97.3%,"9,176",110,526,"3,678","4,862","47,226","9,144","33,120","4,962"
,Estimated total,100.0%,"9,226",110,533,"3,692","4,891","48,153","9,259","33,908","4,986"
,"Rate per 100,000 inhabitants",,587.1,7.0,33.9,234.9,311.2,"3,064.2",589.2,"2,157.7",317.3
"Minneapolis-St. Paul-Bloomington, MN-WI M.S.A.",,"3,455,982",,,,,,,,,
,"Includes Anoka, Carver, Chisago, Dakota, Hennepin, Isanti, Le Sueur, Mille Lacs, Ramsey, Scott, Sherburne, Sibley, Washington, and Wright Counties, MN and Pierce and St. Croix Counties, WI",,,,,,,,,,
,"City of Minneapolis, MN","396,206","4,038",36,385,"1,856","1,761","19,358","4,601","13,182","1,575"
,"City of St. Paul, MN","294,690","2,200",14,218,716,"1,252","10,973","2,769","6,443","1,761"
,"City of Bloomington, MN","87,057",128,1,17,49,61,"3,283",193,"2,990",100
,"City of Plymouth, MN","73,684",49,0,21,5,23,"1,141",186,903,52
,"City of Eagan, MN","65,052",37,0,2,14,21,"1,287",163,"1,087",37
,"City of Eden Prairie, MN","62,714",39,1,10,7,21,894,83,788,23
,Total area actually reporting,99.9%,"9,462",87,"1,226","3,340","4,809","89,604","15,041","68,577","5,986"
,Estimated total,100.0%,"9,466",87,"1,226","3,341","4,812","89,681","15,050","68,642","5,989"
,"Rate per 100,000 inhabitants",,273.9,2.5,35.5,96.7,139.2,"2,594.9",435.5,"1,986.2",173.3
"Missoula, MT M.S.A.",,"112,051", ,,,,, ,,,
,Includes Missoula County,,,,,,,,,,
,City of Missoula,"68,877",218,1,32,39,146,"2,890",418,"2,341",131
,Total area actually reporting,100.0%,301,1,47,40,213,"3,407",507,"2,730",170
,"Rate per 100,000 inhabitants",,268.6,0.9,41.9,35.7,190.1,"3,040.6",452.5,"2,436.4",151.7
"Mobile, AL M.S.A.6",,"414,070", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,City of Mobile6,"250,557","1,541",29,88,459,965,"13,011","3,207","9,123",681
,Total area actually reporting,100.0%,"2,426",40,169,658,"1,559","18,685","4,953","12,504","1,228"
,"Rate per 100,000 inhabitants",,585.9,9.7,40.8,158.9,376.5,"4,512.5","1,196.2","3,019.8",296.6
"Modesto, CA M.S.A.",,"524,583", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"204,252","1,704",14,72,450,"1,168","9,989","2,251","6,349","1,389"
,Total area actually reporting,100.0%,"2,716",33,126,741,"1,816","20,538","5,133","11,936","3,469"
,"Rate per 100,000 inhabitants",,517.7,6.3,24.0,141.3,346.2,"3,915.1",978.5,"2,275.3",661.3
"Monroe, LA M.S.A.",,"178,294", ,,,,, ,,,
,Includes Ouachita and Union Parishes,,,,,,,,,,
,City of Monroe,"49,396",516,6,29,147,334,"4,371","1,467","2,822",82
,Total area actually reporting,97.2%,"1,004",17,46,195,746,"8,567","2,659","5,679",229
,Estimated total,100.0%,"1,026",17,47,199,763,"8,780","2,698","5,846",236
,"Rate per 100,000 inhabitants",,575.5,9.5,26.4,111.6,427.9,"4,924.5","1,513.2","3,278.9",132.4
"Monroe, MI M.S.A.",,"150,897", ,,,,, ,,,
,Includes Monroe County,,,,,,,,,,
,City of Monroe,"20,474",110,1,25,23,61,714,151,521,42
,Total area actually reporting,94.4%,390,5,104,57,224,"3,350",830,"2,303",217
,Estimated total,100.0%,414,5,108,62,239,"3,544",869,"2,442",233
,"Rate per 100,000 inhabitants",,274.4,3.3,71.6,41.1,158.4,"2,348.6",575.9,"1,618.3",154.4
"Morgantown, WV M.S.A.",,"135,362", ,,,,, ,,,
,Includes Monongalia and Preston Counties,,,,,,,,,,
,City of Morgantown,"31,406",94,0,18,31,45,681,176,485,20
,Total area actually reporting,91.2%,331,1,61,44,225,"1,960",463,"1,403",94
,Estimated total,100.0%,368,1,65,50,252,"2,305",518,"1,681",106
,"Rate per 100,000 inhabitants",,271.9,0.7,48.0,36.9,186.2,"1,702.8",382.7,"1,241.9",78.3
"Morristown, TN M.S.A.",,"115,337", ,,,,, ,,,
,Includes Hamblen and Jefferson Counties,,,,,,,,,,
,City of Morristown,"29,300",162,2,11,25,124,"1,583",134,"1,375",74
,Total area actually reporting,100.0%,368,2,36,39,291,"3,480",658,"2,652",170
,"Rate per 100,000 inhabitants",,319.1,1.7,31.2,33.8,252.3,"3,017.2",570.5,"2,299.3",147.4
"Mount Vernon-Anacortes, WA M.S.A.",,"119,004",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"32,450",89,1,15,31,42,"1,662",258,"1,276",128
,City of Anacortes,"15,980",21,0,6,3,12,559,127,402,30
,Total area actually reporting,100.0%,254,4,40,64,146,"5,192","1,195","3,659",338
,"Rate per 100,000 inhabitants",,213.4,3.4,33.6,53.8,122.7,"4,362.9","1,004.2","3,074.7",284.0
"Muncie, IN M.S.A.",,"117,579", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"70,059",288,0,29,96,163,"3,007",532,"2,321",154
,Total area actually reporting,100.0%,323,0,34,100,189,"3,700",700,"2,821",179
,"Rate per 100,000 inhabitants",,274.7,0.0,28.9,85.0,160.7,"3,146.8",595.3,"2,399.2",152.2
"Muskegon, MI M.S.A.",,"169,764", ,,,,, ,,,
,Includes Muskegon County,,,,,,,,,,
,City of Muskegon,"36,658",325,3,47,70,205,"1,970",649,"1,262",59
,Total area actually reporting,100.0%,800,10,159,146,485,"6,117","1,337","4,553",227
,"Rate per 100,000 inhabitants",,471.2,5.9,93.7,86.0,285.7,"3,603.2",787.6,"2,682.0",133.7
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC M.S.A.",,"401,625", ,,,,, ,,,
,"Includes Brunswick County, NC and Horry County, SC",,,,,,,,,,
,"City of Myrtle Beach, SC","28,663",475,2,49,186,238,"4,575",608,"3,497",470
,"City of Conway, SC","19,121",113,3,11,19,80,880,111,727,42
,"City of North Myrtle Beach, SC","14,672",120,0,14,20,86,"1,568",279,"1,153",136
,Total area actually reporting,98.3%,"1,937",14,229,411,"1,283","17,456","4,113","11,943","1,400"
,Estimated total,100.0%,"1,956",14,230,416,"1,296","17,696","4,163","12,124","1,409"
,"Rate per 100,000 inhabitants",,487.0,3.5,57.3,103.6,322.7,"4,406.1","1,036.5","3,018.7",350.8
"Napa, CA M.S.A.",,"139,982", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"78,761",255,2,26,47,180,"1,409",304,975,130
,Total area actually reporting,100.0%,417,2,37,83,295,"2,574",605,"1,732",237
,"Rate per 100,000 inhabitants",,297.9,1.4,26.4,59.3,210.7,"1,838.8",432.2,"1,237.3",169.3
"Naples-Immokalee-Marco Island, FL M.S.A.",,"337,025",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"20,292",39,0,9,7,23,551,101,438,12
,City of Marco Island,"16,942",4,0,0,0,4,177,31,145,1
,Total area actually reporting,100.0%,785,12,82,114,577,"5,236","1,121","3,884",231
,"Rate per 100,000 inhabitants",,232.9,3.6,24.3,33.8,171.2,"1,553.6",332.6,"1,152.4",68.5
"Nashville-Davidson–Murfreesboro–Franklin, TN M.S.A.",,"1,745,622",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Maury, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Nashville,"635,673","6,612",35,437,"1,611","4,529","24,460","5,613","17,650","1,197"
,City of Murfreesboro,"115,587",705,4,54,130,517,"4,051",742,"3,131",178
,City of Franklin,"67,465",117,0,19,20,78,988,90,873,25
,Total area actually reporting,100.0%,"10,405",59,747,"2,013","7,586","47,448","10,270","34,923","2,255"
,"Rate per 100,000 inhabitants",,596.1,3.4,42.8,115.3,434.6,"2,718.1",588.3,"2,000.6",129.2
"New Bern, NC M.S.A.",,"128,857",,,,,,,,,
,"Includes Craven, Jones, and Pamlico Counties",, ,,,,,,,,
,City of New Bern,"30,514",120,0,7,43,70,"1,567",525,992,50
,Total area actually reporting,92.8%,340,1,31,68,240,"3,763","1,422","2,207",134
,Estimated total,100.0%,354,1,32,70,251,"3,929","1,488","2,298",143
,"Rate per 100,000 inhabitants",,274.7,0.8,24.8,54.3,194.8,"3,049.1","1,154.8","1,783.4",111.0
"New Haven-Milford, CT M.S.A.",,"808,809",,,,,,,,,
,Includes New Haven County,, ,,,,,,,,
,City of New Haven,"131,071","1,643",19,76,770,778,"6,068","1,082","4,233",753
,City of Milford,"53,041",42,0,1,23,18,"1,555",148,"1,302",105
,Total area actually reporting,100.0%,"3,112",27,156,"1,350","1,579","22,735","3,485","16,783","2,467"
,"Rate per 100,000 inhabitants",,384.8,3.3,19.3,166.9,195.2,"2,810.9",430.9,"2,075.0",305.0
"New Orleans-Metairie, LA M.S.A.",,"1,239,126",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard, St. Charles, St. James, St. John the Baptist, and St. Tammany Parishes",,,,,,,,,,
,City of New Orleans,"377,022","2,965",156,176,"1,138","1,495","14,525","3,203","9,179","2,143"
,Total area actually reporting,100.0%,"5,872",235,321,"1,805","3,511","39,059","7,853","27,676","3,530"
,"Rate per 100,000 inhabitants",,473.9,19.0,25.9,145.7,283.3,"3,152.1",633.8,"2,233.5",284.9
"New York-Newark-Jersey City, NY-NJ-PA M.S.A.",,"19,936,617",,,,,,,,,
,"Includes the Metropolitan Divisions of Dutchess County-Putnam County, NY; Nassau County-Suffolk County, NY; Newark, NJ-PA; and New York-Jersey City-White Plains, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,396,126","52,384",335,"1,112","19,170","31,767","141,971","16,606","117,931","7,434"
,"City of Newark, NJ","278,246","3,516",112,45,"2,433",926,"8,965","2,074","3,997","2,894"
,"City of Jersey City, NJ","256,886","1,655",20,35,717,883,"4,836","1,052","3,046",738
,"City of White Plains, NY","57,559",78,1,3,28,46,"1,232",77,"1,134",21
,"City of New Brunswick, NJ","56,542",303,3,19,165,116,"1,665",546,"1,032",87
,"City of Lakewood Township, NJ","92,664",93,2,5,34,52,998,186,768,44
,Total area actually reporting,99.9%,"77,703",687,"1,915","31,055","44,046","320,027","49,197","249,355","21,475"
,Estimated total,100.0%,"77,802",688,"1,920","31,094","44,100","320,962","49,360","250,083","21,519"
,"Rate per 100,000 inhabitants",,390.2,3.5,9.6,156.0,221.2,"1,609.9",247.6,"1,254.4",107.9
"Dutchess County-Putnam County, NY M.D.",,"397,186",,,,,,,,,
,Includes Dutchess and Putnam Counties,,,,,,,,,,
,Total area actually reporting,98.4%,630,12,40,156,422,"5,201",910,"4,184",107
,Estimated total,100.0%,642,12,41,160,429,"5,318",927,"4,281",110
,"Rate per 100,000 inhabitants",,161.6,3.0,10.3,40.3,108.0,"1,338.9",233.4,"1,077.8",27.7
"Nassau County-Suffolk County, NY M.D.",,"2,856,018",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"3,991",51,93,"1,714","2,133","40,789","5,944","32,781","2,064"
,Estimated total,100.0%,"3,994",51,93,"1,715","2,135","40,816","5,948","32,803","2,065"
,"Rate per 100,000 inhabitants",,139.8,1.8,3.3,60.0,74.8,"1,429.1",208.3,"1,148.6",72.3
"Newark, NJ-PA M.D.",,"2,497,536",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Somerset, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%,"8,498",177,229,"5,022","3,070","42,502","9,249","26,580","6,673"
,"Rate per 100,000 inhabitants",,340.3,7.1,9.2,201.1,122.9,"1,701.8",370.3,"1,064.2",267.2
"New York-Jersey City-White Plains, NY-NJ M.D.",,"14,185,877",,,,,,,,,
,"Includes Bergen, Hudson, Middlesex, Monmouth, Ocean, and Passaic Counties, NJ and Bronx, Kings, New York, Orange, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.7%,"64,584",447,"1,553","24,163","38,421","231,535","33,094","185,810","12,631"
,Estimated total,100.0%,"64,668",448,"1,557","24,197","38,466","232,326","33,236","186,419","12,671"
,"Rate per 100,000 inhabitants",,455.9,3.2,11.0,170.6,271.2,"1,637.7",234.3,"1,314.1",89.3
"Niles-Benton Harbor, MI M.S.A.",,"155,981",,,,,,,,,
,Includes Berrien County,,,,,,,,,,
,City of Niles,"11,471",54,0,14,6,34,304,45,241,18
,City of Benton Harbor,"10,039",225,3,22,60,140,706,304,377,25
,Total area actually reporting,98.6%,694,3,143,112,436,"4,218","1,108","2,948",162
,Estimated total,100.0%,700,3,144,113,440,"4,267","1,118","2,983",166
,"Rate per 100,000 inhabitants",,448.8,1.9,92.3,72.4,282.1,"2,735.6",716.8,"1,912.4",106.4
"North Port-Sarasota-Bradenton, FL M.S.A.",,"728,392",,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,"58,699",108,0,26,15,67,964,264,687,13
,City of Sarasota,"53,046",413,4,31,151,227,"2,742",564,"2,023",155
,City of Bradenton,"51,023",351,9,17,115,210,"2,004",438,"1,480",86
,City of Venice,"21,151",37,0,3,4,30,446,95,338,13
,Total area actually reporting,100.0%,"3,075",20,295,646,"2,114","20,615","4,932","14,885",798
,"Rate per 100,000 inhabitants",,422.2,2.7,40.5,88.7,290.2,"2,830.2",677.1,"2,043.5",109.6
"Norwich-New London, CT M.S.A.",,"146,149",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,"40,485",130,1,14,29,86,"1,002",306,644,52
,City of New London,"27,738",299,3,23,50,223,791,236,494,61
,Total area actually reporting,100.0%,555,4,60,98,393,"3,590",787,"2,650",153
,"Rate per 100,000 inhabitants",,379.7,2.7,41.1,67.1,268.9,"2,456.4",538.5,"1,813.2",104.7
"Ocala, FL M.S.A.5",,"337,649",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"57,144",332,6,25,92,209,"2,889",530,"2,306",53
,Total area actually reporting,100.0%,"1,453",17,148,170,"1,118",,"1,866",,273
,"Rate per 100,000 inhabitants",,430.3,5.0,43.8,50.3,331.1,,552.6,,80.9
"Ocean City, NJ M.S.A. ",,"96,133",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"11,473",12,0,3,3,6,440,88,346,6
,Total area actually reporting,100.0%,251,0,22,64,165,"3,955",844,"3,044",67
,"Rate per 100,000 inhabitants",,261.1,0.0,22.9,66.6,171.6,"4,114.1",878.0,"3,166.4",69.7
"Odessa, TX M.S.A.",,"147,448",,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,"108,265","1,080",2,56,143,879,"4,374",764,"3,147",463
,Total area actually reporting,100.0%,"1,189",3,58,177,951,"6,307","1,165","4,498",644
,"Rate per 100,000 inhabitants",,806.4,2.0,39.3,120.0,645.0,"4,277.4",790.1,"3,050.6",436.8
"Ogden-Clearfield, UT M.S.A.2",,"620,648",,,,,,,,,
,"Includes Box Elder, Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"85,045",416,2,78,111,225,"4,005",578,"3,153",274
,City of Clearfield,"30,433",39,0,12,4,23,630,99,495,36
,Total area actually reporting,99.5%,"1,013",8,328,184,493,,,"11,547",879
,Estimated total,100.0%,"1,018",8,329,185,496,,,"11,614",886
,"Rate per 100,000 inhabitants",,164.0,1.3,53.0,29.8,79.9,,,"1,871.3",142.8
"Oklahoma City, OK M.S.A.",,"1,315,519",,,,,,,,,
,"Includes Canadian, Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"605,034","4,998",62,450,"1,191","3,295","32,479","8,016","20,387","4,076"
,Total area actually reporting,100.0%,"6,617",78,695,"1,430","4,414","52,037","12,856","33,747","5,434"
,"Rate per 100,000 inhabitants",,503.0,5.9,52.8,108.7,335.5,"3,955.6",977.3,"2,565.3",413.1
"Olympia-Tumwater, WA M.S.A.3",,"260,949",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia3 ,"48,046",131,0,18,38,75,"1,789",382,"1,284",123
,City of Tumwater3,"18,343",41,0,10,5,26,612,161,421,30
,Total area actually reporting,100.0%,518,3,76,101,338,"7,008","1,998","4,548",462
,"Rate per 100,000 inhabitants",,198.5,1.1,29.1,38.7,129.5,"2,685.6",765.7,"1,742.9",177.0
"Omaha-Council Bluffs, NE-IA M.S.A.",,"893,630",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","425,076","2,449",42,184,718,"1,505","19,108","3,509","12,519","3,080"
,"City of Council Bluffs, IA ","62,021",584,0,75,80,429,"4,614",947,"3,126",541
,Total area actually reporting,99.6%,"3,457",47,341,851,"2,218","28,936","5,481","19,372","4,083"
,Estimated total,100.0%,"3,462",47,342,851,"2,222","29,000","5,492","19,422","4,086"
,"Rate per 100,000 inhabitants",,387.4,5.3,38.3,95.2,248.6,"3,245.2",614.6,"2,173.4",457.2
"Orlando-Kissimmee-Sanford, FL M.S.A.",,"2,261,201",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,"253,238","2,316",17,126,573,"1,600","16,489","3,485","11,984","1,020"
,City of Kissimmee,"64,617",542,3,36,132,371,"2,963",802,"2,042",119
,City of Sanford,"54,972",447,5,36,132,274,"3,432",994,"2,202",236
,Total area actually reporting,99.6%,"12,171",89,936,"2,776","8,370","77,008","19,883","52,568","4,557"
,Estimated total,100.0%,"12,212",89,939,"2,788","8,396","77,335","19,952","52,808","4,575"
,"Rate per 100,000 inhabitants",,540.1,3.9,41.5,123.3,371.3,"3,420.1",882.4,"2,335.4",202.3
"Oshkosh-Neenah, WI M.S.A.",,"169,484",,,,,,,,,
,Includes Winnebago County,,,,,,,,,,
,City of Oshkosh,"66,848",155,0,9,23,123,"1,421",219,"1,163",39
,City of Neenah,"25,850",41,0,4,3,34,505,55,441,9
,Total area actually reporting,100.0%,270,0,20,29,221,"2,917",429,"2,416",72
,"Rate per 100,000 inhabitants",,159.3,0.0,11.8,17.1,130.4,"1,721.1",253.1,"1,425.5",42.5
"Owensboro, KY M.S.A.",,"116,530",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,"58,304",140,0,47,49,44,"2,032",373,"1,553",106
,Total area actually reporting,100.0%,161,0,56,52,53,"2,588",529,"1,932",127
,"Rate per 100,000 inhabitants",,138.2,0.0,48.1,44.6,45.5,"2,220.9",454.0,"1,657.9",109.0
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"840,678",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"202,594",651,15,10,328,298,"5,074",974,"3,436",664
,City of Thousand Oaks,"128,884",139,0,7,42,90,"1,604",291,"1,222",91
,City of Ventura,"108,204",262,6,21,99,136,"4,027",745,"3,025",257
,City of Camarillo,"66,173",73,0,6,25,42,"1,130",205,849,76
,Total area actually reporting,100.0%,"1,629",34,85,607,903,"16,400","3,210","11,690","1,500"
,"Rate per 100,000 inhabitants",,193.8,4.0,10.1,72.2,107.4,"1,950.8",381.8,"1,390.5",178.4
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"550,499",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"104,391",451,3,21,43,384,"1,958",517,"1,326",115
,City of Melbourne,"77,277",657,6,61,136,454,"3,377",741,"2,526",110
,City of Titusville,"43,989",328,3,32,72,221,"1,604",545,903,156
,Total area actually reporting,100.0%,"2,889",20,277,470,"2,122","15,393","3,751","10,952",690
,"Rate per 100,000 inhabitants",,524.8,3.6,50.3,85.4,385.5,"2,796.2",681.4,"1,989.5",125.3
"Panama City, FL M.S.A.",,"189,176",,,,,,,,,
,Includes Bay and Gulf Counties,,,,,,,,,,
,City of Panama City,"36,358",322,3,10,65,244,"2,299",377,"1,803",119
,Total area actually reporting,100.0%,977,8,90,164,715,"7,306","1,433","5,551",322
,"Rate per 100,000 inhabitants",,516.5,4.2,47.6,86.7,378.0,"3,862.0",757.5,"2,934.3",170.2
"Parkersburg-Vienna, WV M.S.A.",,"92,396",,,,,,,,,
,Includes Wirt and Wood Counties,, ,,,,, ,,,
,City of Parkersburg,"31,207",127,0,21,12,94,"1,382",343,982,57
,City of Vienna,"10,664",10,0,0,0,10,299,18,273,8
,Total area actually reporting,96.8%,260,0,36,13,211,"2,183",572,"1,518",93
,Estimated total,100.0%,269,0,37,14,218,"2,267",585,"1,586",96
,"Rate per 100,000 inhabitants",,291.1,0.0,40.0,15.2,235.9,"2,453.6",633.1,"1,716.5",103.9
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"466,427",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"52,454",389,3,27,69,290,"2,613",466,"2,035",112
,Total area actually reporting,100.0%,"2,379",29,197,458,"1,695","15,836","3,882","11,099",855
,"Rate per 100,000 inhabitants",,510.0,6.2,42.2,98.2,363.4,"3,395.2",832.3,"2,379.6",183.3
"Peoria, IL M.S.A.",,"380,809",,,,,,,,,
,"Includes Marshall, Peoria, Stark, Tazewell, and Woodford Counties",, ,,,,, ,,,
,City of Peoria,"115,953",784,16,24,275,469,"4,415","1,123","3,098",194
,Total area actually reporting,93.6%,"1,252",21,80,317,834,"8,387","2,102","6,007",278
,Estimated total,100.0%,"1,303",22,85,332,864,"8,860","2,185","6,377",298
,"Rate per 100,000 inhabitants",,342.2,5.8,22.3,87.2,226.9,"2,326.6",573.8,"1,674.6",78.3
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"6,036,138",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Montgomery County-Bucks County-Chester County, PA; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,553,153","17,074",247,"1,279","7,562","7,986","53,452","10,408","37,253","5,791"
,"City of Wilmington, DE","71,460","1,161",19,24,453,665,"3,718",960,"2,387",371
,Total area actually reporting,99.9%,"30,011",426,"2,157","11,916","15,512","149,364","28,590","110,507","10,267"
,Estimated total,100.0%,"30,030",426,"2,158","11,921","15,525","149,557","28,621","110,663","10,273"
,"Rate per 100,000 inhabitants",,497.5,7.1,35.8,197.5,257.2,"2,477.7",474.2,"1,833.3",170.2
"Camden, NJ M.D.",,"1,257,382",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"4,034",84,201,"1,516","2,233","29,230","6,597","21,144","1,489"
,"Rate per 100,000 inhabitants",,320.8,6.7,16.0,120.6,177.6,"2,324.7",524.7,"1,681.6",118.4
"Montgomery County-Bucks County-Chester County, PA M.D.",,"1,946,242",,,,,,,,,
,"Includes Bucks, Chester, and Montgomery Counties",,,,,,,,,,
,Total area actually reporting,99.6%,"2,698",24,282,960,"1,432","32,978","5,010","26,744","1,224"
,Estimated total,100.0%,"2,713",24,283,964,"1,442","33,129","5,034","26,866","1,229"
,"Rate per 100,000 inhabitants",,139.4,1.2,14.5,49.5,74.1,"1,702.2",258.7,"1,380.4",63.1
"Philadelphia, PA M.D.",,"2,114,504",,,,,,,,,
,Includes Delaware and Philadelphia Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"19,823",278,"1,461","8,366","9,718","66,042","12,404","47,178","6,460"
,Estimated total,100.0%,"19,827",278,"1,461","8,367","9,721","66,084","12,411","47,212","6,461"
,"Rate per 100,000 inhabitants",,937.7,13.1,69.1,395.7,459.7,"3,125.3",586.9,"2,232.8",305.6
"Wilmington, DE-MD-NJ M.D.",,"718,010",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%,"3,456",40,213,"1,074","2,129","21,114","4,579","15,441","1,094"
,"Rate per 100,000 inhabitants",,481.3,5.6,29.7,149.6,296.5,"2,940.6",637.7,"2,150.5",152.4
"Phoenix-Mesa-Scottsdale, AZ M.S.A.5",,"4,386,981",,,,,,,,,
,Includes Maricopa and Pinal5 Counties,,,,,,,,,,
,City of Phoenix,"1,502,139","9,492",118,635,"3,233","5,506","60,085","16,747","36,983","6,355"
,City of Mesa,"456,155","1,807",22,203,478,"1,104","12,916","2,357","9,607",952
,City of Scottsdale,"225,523",337,4,37,101,195,"5,766","1,093","4,465",208
,City of Tempe,"168,501",831,3,62,224,542,"7,876","1,276","6,113",487
,Total area actually reporting,99.9%,"17,204",212,"1,291","5,055","10,646",,"32,054","97,294",
,Estimated total,100.0%,"17,212",212,"1,292","5,057","10,651",,"32,071","97,363",
,"Rate per 100,000 inhabitants",,392.3,4.8,29.5,115.3,242.8,,731.0,"2,219.4",
"Pittsburgh, PA M.S.A.3",,"2,360,685", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"307,632","2,259",45,78,956,"1,180","10,047","2,173","7,258",616
,Total area actually reporting,99.0%,"6,869",97,363,"1,964","4,445","43,408","8,603","33,004","1,801"
,Estimated total,100.0%,"6,913",97,367,"1,976","4,473","43,827","8,669","33,343","1,815"
,"Rate per 100,000 inhabitants",,292.8,4.1,15.5,83.7,189.5,"1,856.5",367.2,"1,412.4",76.9
"Pittsfield, MA M.S.A.",,"129,977", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"43,992",111,0,31,29,51,"1,352",481,827,44
,Total area actually reporting,91.9%,349,1,72,46,230,"3,019",974,"1,956",89
,Estimated total,100.0%,383,1,75,53,254,"3,213","1,017","2,095",101
,"Rate per 100,000 inhabitants",,294.7,0.8,57.7,40.8,195.4,"2,472.0",782.4,"1,611.8",77.7
"Pocatello, ID M.S.A.",,"84,482", ,,,,, ,,,
,Includes Bannock County,,,,,,,,,,
,City of Pocatello ,"54,921",195,0,21,27,147,"1,776",278,"1,415",83
,Total area actually reporting,100.0%,242,1,24,30,187,"2,490",346,"2,044",100
,"Rate per 100,000 inhabitants",,286.5,1.2,28.4,35.5,221.3,"2,947.4",409.6,"2,419.5",118.4
"Portland-South Portland, ME M.S.A.",,"518,977",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"66,256",177,1,21,85,70,"2,612",383,"2,160",69
,City of South Portland,"25,126",60,0,10,13,37,861,113,722,26
,Total area actually reporting,100.0%,757,6,152,178,421,"11,781","2,270","9,173",338
,"Rate per 100,000 inhabitants",,145.9,1.2,29.3,34.3,81.1,"2,270.0",437.4,"1,767.5",65.1
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.",,"2,315,358",,,,,,,,,
