Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2010",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"Rate per 100,000 inhabitants",,278.3,1.3,56.6,57.9,162.5,"2,539.5",642.1,"1,706.6",190.8
"Montgomery, AL M.S.A.",,"371,821", ,,,,, ,,,
,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties",,,,,,,,,,
,City of Montgomery,"203,966",797,25,55,401,316,"11,260","3,279","7,200",781
,Total area actually reporting,85.1%,"1,142",25,81,451,585,"14,132","3,743","9,479",910
,Estimated total,100.0%,"1,269",26,93,472,678,"15,404","4,136","10,271",997
,"Rate per 100,000 inhabitants",,341.3,7.0,25.0,126.9,182.3,"4,142.9","1,112.4","2,762.4",268.1
"Morgantown, WV M.S.A.1,5",,"123,352", ,,,,, ,,,
,Includes Monongalia5 and Preston5 Counties,,,,,,,,,,
,City of Morgantown1,"31,247",100,1,9,22,68,,187,,22
,Total area actually reporting,92.2%,,3,21,42,,,704,,109
,Estimated total,100.0%,,3,23,46,,,764,,122
,"Rate per 100,000 inhabitants",,,2.4,18.6,37.3,,,619.4,,98.9
"Morristown, TN M.S.A.",,"138,774", ,,,,, ,,,
,"Includes Grainger, Hamblen, and Jefferson Counties",,,,,,,,,,
,City of Morristown,"28,147",243,1,16,43,183,"2,099",178,"1,838",83
,Total area actually reporting,100.0%,533,6,33,95,399,"5,131","1,191","3,705",235
,"Rate per 100,000 inhabitants",,384.1,4.3,23.8,68.5,287.5,"3,697.4",858.2,"2,669.8",169.3
"Mount Vernon-Anacortes, WA M.S.A.",,"120,890",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"32,630",89,0,15,23,51,"2,109",290,"1,756",63
,City of Anacortes,"17,132",14,0,3,1,10,561,81,461,19
,Total area actually reporting,100.0%,252,0,50,54,148,"5,964","1,144","4,605",215
,"Rate per 100,000 inhabitants",,208.5,0.0,41.4,44.7,122.4,"4,933.4",946.3,"3,809.2",177.8
"Muncie, IN M.S.A.",,"115,258", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"67,736",244,0,22,101,121,"2,084",476,"1,432",176
,Total area actually reporting,100.0%,290,0,32,109,149,"3,019",639,"2,135",245
,"Rate per 100,000 inhabitants",,251.6,0.0,27.8,94.6,129.3,"2,619.3",554.4,"1,852.4",212.6
"Muskegon-Norton Shores, MI M.S.A.",,"172,745",,,,,,,,,
,Includes Muskegon County,, ,,,,,,,,
,City of Muskegon,"38,829",371,1,46,90,234,"2,234",528,"1,609",97
,City of Norton Shores,"23,127",50,1,9,6,34,723,96,609,18
,Total area actually reporting,100.0%,813,4,121,180,508,"7,193","1,712","5,228",253
,"Rate per 100,000 inhabitants",,470.6,2.3,70.0,104.2,294.1,"4,163.9",991.1,"3,026.4",146.5
"Myrtle Beach-North Myrtle Beach-Conway, SC M.S.A.",,"271,797",,,,,,,,,
,Includes Horry County,,,,,,,,,,
,City of Myrtle Beach,"32,907",483,1,39,189,254,"4,155",793,"3,061",301
,City of North Myrtle Beach,"16,832",101,0,11,31,59,"1,813",476,"1,183",154
,City of Conway,"16,742",159,1,6,34,118,956,263,647,46
,Total area actually reporting,99.8%,"1,752",16,116,417,"1,203","15,291","3,614","10,303","1,374"
,Estimated total,100.0%,"1,754",16,116,417,"1,205","15,308","3,617","10,316","1,375"
,"Rate per 100,000 inhabitants",,645.3,5.9,42.7,153.4,443.3,"5,632.1","1,330.8","3,795.5",505.9
"Napa, CA M.S.A.",,"135,593", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"75,482",245,1,21,44,179,"1,557",328,"1,102",127
,Total area actually reporting,100.0%,651,2,29,71,549,"2,824",641,"1,966",217
,"Rate per 100,000 inhabitants",,480.1,1.5,21.4,52.4,404.9,"2,082.7",472.7,"1,449.9",160.0
"Naples-Marco Island, FL M.S.A.",,"325,568",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"22,239",25,1,1,8,15,630,88,533,9
,City of Marco Island,"15,820",18,0,3,1,14,161,21,135,5
,Total area actually reporting,100.0%,"1,021",11,54,204,752,"5,739","1,199","4,344",196
,"Rate per 100,000 inhabitants",,313.6,3.4,16.6,62.7,231.0,"1,762.8",368.3,"1,334.3",60.2
"Nashville-Davidson—Murfreesboro—Franklin, TN M.S.A.",,"1,608,441",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Nashville,"616,366","6,995",55,367,"1,817","4,756","30,517","7,731","20,881","1,905"
,City of Murfreesboro,"109,199",603,5,37,151,410,"4,610","1,310","3,144",156
,City of Franklin,"62,127",104,2,14,9,79,"1,066",115,921,30
,Total area actually reporting,100.0%,"10,345",100,660,"2,234","7,351","54,509","13,618","37,843","3,048"
       ,"Rate per 100,000 inhabitants",,643.2,6.2,41.0,138.9,457.0,"3,388.9",846.7,"2,352.8",189.5
"New Haven-Milford, CT M.S.A.",,"806,354",,,,,,,,,
,Includes New Haven County,, ,,,,,,,,
,City of New Haven,"124,856","1,992",23,70,787,"1,112","7,227","1,399","4,815","1,013"
,City of Milford,"57,565",55,1,3,19,32,"1,628",183,"1,365",80
,Total area actually reporting,100.0%,"3,392",40,124,"1,247","1,981","25,124","4,246","18,548","2,330"
,"Rate per 100,000 inhabitants",,420.7,5.0,15.4,154.6,245.7,"3,115.8",526.6,"2,300.2",289.0
"New Orleans-Metairie-Kenner, LA M.S.A.1",,"1,201,385",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard,1 St. Charles, St. John the Baptist, and St. Tammany Parishes",,,,,,,,,,
,City of New Orleans,"356,317","2,593",175,144,953,"1,321","12,645","3,695","6,540","2,410"
,City of Kenner,"67,889",209,8,22,80,99,"2,352",386,"1,809",157
,Total area actually reporting,100.0%,"5,604",250,307,"1,620","3,427",,"9,055","24,669",
,"Rate per 100,000 inhabitants",,466.5,20.8,25.6,134.8,285.3,,753.7,"2,053.4",
"New York-Northern New Jersey-Long Island, NY-NJ-PA M.S.A.",,"19,042,526",,,,,,,,,
,"Includes the Metropolitan Divisions of Edison-New Brunswick, NJ; Nassau-Suffolk, NY; Newark-Union, NJ-PA; and New York-White Plains-Wayne, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,336,002","48,489",536,"1,036","19,608","27,309","139,615","17,926","111,370","10,319"
,"City of Newark, NJ","280,379","2,885",90,79,"1,604","1,112","9,209","1,928","3,661","3,620"
,"City of Edison Township, NJ","100,395",141,2,5,52,82,"1,709",334,"1,220",155
,"City of White Plains, NY","57,254",110,2,2,40,66,"1,094",48,"1,017",29
,"City of Wayne Township, NJ","54,234",32,0,4,15,13,"1,321",113,"1,147",61
,"City of Union Township, NJ","53,945",104,1,2,64,37,"1,023",130,777,116
,"City of New Brunswick, NJ","52,245",361,3,16,164,178,"1,372",410,842,120
,Total area actually reporting,99.9%,"74,629",899,"1,925","31,266","40,539","327,283","53,183","247,609","26,491"
,Estimated total,100.0%,"74,635",899,"1,925","31,268","40,543","327,353","53,194","247,666","26,493"
,"Rate per 100,000 inhabitants",,391.9,4.7,10.1,164.2,212.9,"1,719.1",279.3,"1,300.6",139.1
"Edison-New Brunswick, NJ M.D.",,"2,366,214",,,,,,,,,
,"Includes Middlesex, Monmouth, Ocean, and Somerset Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"3,689",40,189,"1,414","2,046","43,659","8,248","33,599","1,812"
,"Rate per 100,000 inhabitants",,155.9,1.7,8.0,59.8,86.5,"1,845.1",348.6,"1,419.9",76.6
"Nassau-Suffolk, NY M.D.",,"2,855,486",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,99.9%,"4,673",80,147,"1,933","2,513","47,998","7,482","37,772","2,744"
,Estimated total,100.0%,"4,676",80,147,"1,934","2,515","48,029","7,487","37,797","2,745"
,"Rate per 100,000 inhabitants",,163.8,2.8,5.1,67.7,88.1,"1,682.0",262.2,"1,323.7",96.1
"Newark-Union, NJ-PA M.D.",,"2,142,518",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%,"8,345",148,294,"4,152","3,751","41,971","9,207","25,272","7,492"
,"Rate per 100,000 inhabitants",,389.5,6.9,13.7,193.8,175.1,"1,959.0",429.7,"1,179.5",349.7
"New York-White Plains-Wayne, NY-NJ M.D.",,"11,678,308",,,,,,,,,
,"Includes Bergen, Hudson, and Passaic Counties, NJ and Bronx, Kings, New York, Putnam, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.9%,"57,922",631,"1,295","23,767","32,229","193,655","28,246","150,966","14,443"
,Estimated total,100.0%,"57,925",631,"1,295","23,768","32,231","193,694","28,252","150,998","14,444"
,"Rate per 100,000 inhabitants",,496.0,5.4,11.1,203.5,276.0,"1,658.6",241.9,"1,293.0",123.7
"North Port-Bradenton-Sarasota, FL M.S.A.",,"697,913",,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,"59,076",194,1,11,26,156,"1,386",320,"1,035",31
,City of Bradenton,"54,337",383,0,28,114,241,"2,064",530,"1,435",99
,City of Sarasota,"51,928",510,6,16,165,323,"3,188",825,"2,229",134
,City of Venice,"20,997",36,2,0,4,30,567,87,466,14
,Total area actually reporting,100.0%,"3,570",25,177,864,"2,504","25,784","7,028","17,801",955
,"Rate per 100,000 inhabitants",,511.5,3.6,25.4,123.8,358.8,"3,694.4","1,007.0","2,550.6",136.8
"Norwich-New London, CT M.S.A.",,"141,679",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,"37,157",144,2,21,46,75,971,266,656,49
,City of New London,"26,517",286,2,14,50,220,912,257,585,70
,Total area actually reporting,100.0%,559,5,51,123,380,"3,410",747,"2,515",148
,"Rate per 100,000 inhabitants",,394.6,3.5,36.0,86.8,268.2,"2,406.8",527.2,"1,775.1",104.5
"Ocala, FL M.S.A.",,"336,017",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"56,396",461,3,34,155,269,"3,171",712,"2,372",87
,Total area actually reporting,100.0%,"1,794",9,144,240,"1,401","8,296","2,371","5,611",314
,"Rate per 100,000 inhabitants",,533.9,2.7,42.9,71.4,416.9,"2,468.9",705.6,"1,669.9",93.4
"Ocean City, NJ M.S.A. ",,"96,094",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"14,725",27,0,4,9,14,894,189,700,5
,Total area actually reporting,100.0%,244,2,17,61,164,"4,549","1,103","3,369",77
,"Rate per 100,000 inhabitants",,253.9,2.1,17.7,63.5,170.7,"4,733.9","1,147.8","3,505.9",80.1
"Odessa, TX M.S.A.",,"135,675",,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,"101,580",726,3,36,96,591,"3,523",824,"2,508",191
,Total area actually reporting,100.0%,893,7,35,110,741,"4,822","1,188","3,383",251
,"Rate per 100,000 inhabitants",,658.2,5.2,25.8,81.1,546.2,"3,554.1",875.6,"2,493.5",185.0
"Ogden-Clearfield, UT M.S.A.",,"536,184",,,,,,,,,
,"Includes Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"81,431",327,1,24,110,192,"4,655",867,"3,479",309
,City of Clearfield,"27,788",41,0,12,14,15,846,125,685,36
,Total area actually reporting,100.0%,802,8,168,191,435,"16,113","2,753","12,580",780
,"Rate per 100,000 inhabitants",,149.6,1.5,31.3,35.6,81.1,"3,005.1",513.4,"2,346.2",145.5
"Oklahoma City, OK M.S.A.5",,"1,254,299",,,,,,,,,
,"Includes Canadian,5 Cleveland, Grady, Lincoln, Logan, McClain, and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"571,865","5,304",54,340,"1,112","3,798","33,263","9,901","19,760","3,602"
,Total area actually reporting,100.0%,,72,550,"1,349",,"52,789","14,938","33,157","4,694"
,"Rate per 100,000 inhabitants",,,5.7,43.8,107.6,,"4,208.6","1,190.9","2,643.5",374.2
"Olympia, WA M.S.A.",,"254,900",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia ,"46,264",150,0,37,29,84,"2,562",425,"1,987",150
,Total area actually reporting,100.0%,631,4,86,86,455,"8,132","2,051","5,653",428
,"Rate per 100,000 inhabitants",,247.5,1.6,33.7,33.7,178.5,"3,190.3",804.6,"2,217.7",167.9
"Omaha-Council Bluffs, NE-IA M.S.A.",,"867,616",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","464,628","2,263",34,194,723,"1,312","17,334","3,046","12,091","2,197"
,"City of Council Bluffs, IA ","61,181",636,1,60,77,498,"3,646",801,"2,412",433
,Total area actually reporting,97.8%,"3,330",39,335,840,"2,116","26,486","4,993","18,437","3,056"
,Estimated total,100.0%,"3,355",39,337,842,"2,137","26,784","5,058","18,653","3,073"
,"Rate per 100,000 inhabitants",,386.7,4.5,38.8,97.0,246.3,"3,087.1",583.0,"2,149.9",354.2
"Orlando-Kissimmee-Sanford, FL M.S.A.",,"2,130,297",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,"240,222","2,574",18,113,672,"1,771","15,565","4,015","10,357","1,193"
,City of Kissimmee,"64,122",599,1,19,122,457,"3,218",856,"2,192",170
,City of Sanford,"52,325",356,3,38,174,141,"3,367",871,"2,286",210
,Total area actually reporting,100.0%,"13,074",103,703,"3,069","9,199","76,573","21,383","50,019","5,171"
,"Rate per 100,000 inhabitants",,613.7,4.8,33.0,144.1,431.8,"3,594.5","1,003.8","2,348.0",242.7
"Owensboro, KY M.S.A.",,"113,908",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties",, ,,,,, ,,,
,City of Owensboro,"55,848",115,2,36,28,49,"2,255",399,"1,772",84
,Total area actually reporting,100.0%,132,2,44,29,57,"2,730",522,"2,093",115
,"Rate per 100,000 inhabitants",,115.9,1.8,38.6,25.5,50.0,"2,396.7",458.3,"1,837.4",101.0
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"807,132",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"189,051",691,8,19,329,335,"4,018",785,"2,760",473
,City of Thousand Oaks,"124,042",139,1,16,50,72,"2,036",358,"1,606",72
,City of Ventura,"104,661",263,3,16,108,136,"3,458",652,"2,654",152
,City of Camarillo,"64,577",54,0,3,12,39,972,167,763,42
,Total area actually reporting,100.0%,"1,748",18,105,628,997,"16,025","3,047","11,852","1,126"
,"Rate per 100,000 inhabitants",,216.6,2.2,13.0,77.8,123.5,"1,985.4",377.5,"1,468.4",139.5
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"542,130",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"103,350",521,4,19,60,438,"2,460",740,"1,622",98
,City of Melbourne,"77,861",685,7,28,144,506,"3,672",771,"2,769",132
,City of Titusville,"44,839",350,1,19,80,250,"1,486",361,"1,030",95
,Total area actually reporting,100.0%,"3,195",20,172,531,"2,472","17,155","4,273","12,187",695
,"Rate per 100,000 inhabitants",,589.3,3.7,31.7,97.9,456.0,"3,164.4",788.2,"2,248.0",128.2
"Palm Coast, FL M.S.A.",,"97,199",,,,,,,,,
,Includes Flagler County,, ,,,,, ,,,
,Total area actually reporting,100.0%,229,0,16,36,177,"2,249",555,"1,590",104
,"Rate per 100,000 inhabitants",,235.6,0.0,16.5,37.0,182.1,"2,313.8",571.0,"1,635.8",107.0
"Panama City-Lynn Haven-Panama City Beach, FL M.S.A.",,"166,372",,,,,,,,,
,Includes Bay County,,,,,,,,,,
,City of Panama City,"36,593",277,5,5,78,189,"2,423",508,"1,785",130
,City of Lynn Haven,"15,678",58,0,1,9,48,592,67,512,13
,City of Panama City Beach,"15,482",94,0,14,21,59,"1,069",156,911,2
,Total area actually reporting,100.0%,866,12,61,158,635,"7,554","1,646","5,566",342
,"Rate per 100,000 inhabitants",,520.5,7.2,36.7,95.0,381.7,"4,540.4",989.3,"3,345.5",205.6
"Pascagoula, MS M.S.A.",,"156,225",,,,,,,,,
,Includes George and Jackson Counties,, ,,,,, ,,,
,City of Pascagoula,"23,479",87,2,20,38,27,"1,409",300,"1,050",59
,Total area actually reporting,100.0%,424,6,91,111,216,"5,255","1,888","3,057",310
,"Rate per 100,000 inhabitants",,271.4,3.8,58.2,71.1,138.3,"3,363.7","1,208.5","1,956.8",198.4
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"459,393",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"53,476",420,3,36,112,269,"2,545",519,"1,939",87
,Total area actually reporting,100.0%,"2,618",35,253,601,"1,729","15,141","3,798","10,659",684
,"Rate per 100,000 inhabitants",,569.9,7.6,55.1,130.8,376.4,"3,295.9",826.7,"2,320.2",148.9
"Peoria, IL M.S.A.2",,"372,866",,,,,,,,,
,"Includes Marshall, Peoria, Stark, Tazewell, and Woodford Counties2",, ,,,,, ,,,
,City of Peoria2,"114,557",878,22,31,306,519,"5,163","1,460","3,436",267
,Total area actually reporting,87.7%,"1,415",27,127,345,916,"8,765","2,304","6,014",447
,Estimated total,100.0%,"1,516",28,138,371,979,"9,764","2,484","6,784",496
,"Rate per 100,000 inhabitants",,406.6,7.5,37.0,99.5,262.6,"2,618.6",666.2,"1,819.4",133.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"6,027,122",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,558,378","18,535",306,945,"8,363","8,921","57,788","10,796","39,924","7,068"
,"City of Camden, NJ","79,081","1,841",37,73,712,"1,019","3,500","1,015","1,966",519
,"City of Wilmington, DE","73,270","1,399",28,27,633,711,"4,147","1,176","2,428",543
,Total area actually reporting,99.8%,"33,230",470,"1,716","13,404","17,640","160,260","30,884","116,889","12,487"
,Estimated total,100.0%,"33,256",470,"1,718","13,411","17,657","160,485","30,920","117,070","12,495"
,"Rate per 100,000 inhabitants",,551.8,7.8,28.5,222.5,293.0,"2,662.7",513.0,"1,942.4",207.3
"Camden, NJ M.D.",,"1,268,710",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"4,220",52,223,"1,587","2,358","31,932","6,973","23,299","1,660"
,"Rate per 100,000 inhabitants",,332.6,4.1,17.6,125.1,185.9,"2,516.9",549.6,"1,836.4",130.8
"Philadelphia, PA M.D.",,"4,049,258",,,,,,,,,
,"Includes Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties",,,,,,,,,,
,Total area actually reporting,99.7%,"24,508",370,"1,307","10,163","12,668","104,703","18,246","77,293","9,164"
,Estimated total,100.0%,"24,534",370,"1,309","10,170","12,685","104,928","18,282","77,474","9,172"
,"Rate per 100,000 inhabitants",,605.9,9.1,32.3,251.2,313.3,"2,591.3",451.5,"1,913.3",226.5
"Wilmington, DE-MD-NJ M.D.",,"709,154",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%,"4,502",48,186,"1,654","2,614","23,625","5,665","16,297","1,663"
,"Rate per 100,000 inhabitants",,634.8,6.8,26.2,233.2,368.6,"3,331.4",798.8,"2,298.1",234.5
"Phoenix-Mesa-Glendale, AZ M.S.A.",,"4,229,275",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,544,427","8,002",117,522,"3,250","4,113","61,362","15,626","38,012","7,724"
,City of Mesa,"452,725","1,790",15,124,511,"1,140","14,876","2,711","11,158","1,007"
,City of Glendale,"245,387",963,12,46,385,520,"13,529","2,264","9,936","1,329"
,City of Scottsdale,"230,496",353,4,33,100,216,"6,563","1,281","5,014",268
,City of Tempe,"173,004",779,11,43,268,457,"8,472","1,416","6,412",644
,Total area actually reporting,99.9%,"15,672",231,"1,095","5,246","9,100","149,378","33,623","101,519","14,236"
,Estimated total,100.0%,"15,681",231,"1,096","5,248","9,106","149,488","33,646","101,599","14,243"
,"Rate per 100,000 inhabitants",,370.8,5.5,25.9,124.1,215.3,"3,534.6",795.6,"2,402.3",336.8
"Pine Bluff, AR M.S.A.",,"100,121",,,,,,,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff ,"49,971",687,7,40,165,475,"3,748","1,371","2,074",303
,Total area actually reporting,97.8%,784,9,55,172,548,"4,542","1,721","2,456",365
,Estimated total,100.0%,794,9,56,173,556,"4,617","1,746","2,503",368
,"Rate per 100,000 inhabitants",,793.0,9.0,55.9,172.8,555.3,"4,611.4","1,743.9","2,500.0",367.6
"Pittsburgh, PA M.S.A.",,"2,359,460", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"312,737","2,810",55,66,"1,190","1,499","11,284","2,949","7,678",657
,Total area actually reporting,99.0%,"7,492",111,395,"2,266","4,720","46,188","10,102","34,039","2,047"
,Estimated total,100.0%,"7,538",111,398,"2,278","4,751","46,614","10,171","34,380","2,063"
,"Rate per 100,000 inhabitants",,319.5,4.7,16.9,96.5,201.4,"1,975.6",431.1,"1,457.1",87.4
"Pittsfield, MA M.S.A.",,"127,393", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"41,666",281,1,26,17,237,"1,183",375,749,59
,Total area actually reporting,95.7%,560,1,47,33,479,"3,075",918,"2,041",116
,Estimated total,100.0%,578,1,48,36,493,"3,188",946,"2,119",123
,"Rate per 100,000 inhabitants",,453.7,0.8,37.7,28.3,387.0,"2,502.5",742.6,"1,663.4",96.6
"Pocatello, ID M.S.A.",,"90,644", ,,,,, ,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello ,"55,215",132,1,24,6,101,"1,726",296,"1,360",70
,Total area actually reporting,100.0%,197,1,33,14,149,"2,512",382,"2,034",96
,"Rate per 100,000 inhabitants",,217.3,1.1,36.4,15.4,164.4,"2,771.3",421.4,"2,243.9",105.9
"Portland-South Portland-Biddeford, ME M.S.A.",,"521,947",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"63,166",242,6,33,129,74,"2,921",599,"2,246",76
,City of South Portland,"24,144",49,0,2,11,36,902,92,788,22
,City of Biddeford,"21,511",66,0,17,18,31,"1,029",157,850,22
,Total area actually reporting,100.0%,697,10,150,231,306,"12,908","2,718","9,781",409
,"Rate per 100,000 inhabitants",,133.5,1.9,28.7,44.3,58.6,"2,473.0",520.7,"1,873.9",78.4
"Port St. Lucie, FL M.S.A.",,"415,985",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"163,089",386,3,45,49,289,"3,212",909,"2,224",79
,Total area actually reporting,100.0%,"1,542",20,116,346,"1,060","10,855","2,964","7,515",376
,"Rate per 100,000 inhabitants",,370.7,4.8,27.9,83.2,254.8,"2,609.5",712.5,"1,806.6",90.4
"Poughkeepsie-Newburgh-Middletown, NY M.S.A.",,"675,016",,,,,,,,,
,Includes Dutchess and Orange Counties,,,,,,,,,,
,City of Poughkeepsie,"29,175",398,7,21,142,228,"1,055",273,729,53
,City of Newburgh,"27,836",522,11,7,195,309,"1,132",342,724,66
,City of Middletown,"25,701",150,1,7,63,79,"1,171",194,949,28
,Total area actually reporting,93.3%,"1,701",30,92,547,"1,032","13,102","2,199","10,531",372
,Estimated total,100.0%,"1,782",31,96,576,"1,079","13,996","2,338","11,258",400
,"Rate per 100,000 inhabitants",,264.0,4.6,14.2,85.3,159.8,"2,073.4",346.4,"1,667.8",59.3
"Prescott, AZ M.S.A.",,"209,023", ,,,,, ,,,
,Includes Yavapai County,,,,,,,,,,
,City of Prescott,"41,428",135,0,11,13,111,"1,251",221,979,51
,Total area actually reporting,100.0%,684,7,49,23,605,"4,538","1,063","3,261",214
,"Rate per 100,000 inhabitants",,327.2,3.3,23.4,11.0,289.4,"2,171.1",508.6,"1,560.1",102.4
"Providence-New Bedford-Fall River, RI-MA M.S.A.",,"1,595,372",,,,,,,,,
,"Includes Bristol County, MA and Bristol, Kent, Newport, Providence, and Washington Counties, RI",,,,,,,,,,
,"City of Providence, RI","171,565","1,214",15,74,405,720,"8,229","2,034","5,078","1,117"
,"City of New Bedford, MA","89,613","1,160",3,69,272,816,"3,599","1,237","1,974",388
,"City of Fall River, MA","89,741","1,087",5,52,252,778,"3,297",940,"2,006",351
,"City of Warwick, RI","84,568",85,0,14,24,47,"2,119",381,"1,628",110
,"City of Cranston, RI","80,125",115,1,17,24,73,"1,901",382,"1,339",180
,Total area actually reporting,100.0%,"5,925",42,482,"1,464","3,937","40,392","9,982","27,006","3,404"
,"Rate per 100,000 inhabitants",,371.4,2.6,30.2,91.8,246.8,"2,531.8",625.7,"1,692.8",213.4
"Provo-Orem, UT M.S.A.",,"560,264",,,,,,,,,
,Includes Juab and Utah Counties,, ,,,,, ,,,
,City of Provo ,"117,734",194,2,46,27,119,"2,739",370,"2,266",103
,City of Orem,"93,580",68,1,19,17,31,"2,553",240,"2,204",109
,Total area actually reporting,100.0%,456,6,124,79,247,"11,766","1,753","9,606",407
,"Rate per 100,000 inhabitants",,81.4,1.1,22.1,14.1,44.1,"2,100.1",312.9,"1,714.5",72.6
"Pueblo, CO M.S.A.2",,"156,522", ,,,,, ,,,
,Includes Pueblo County,,,,,,,,,,
,City of Pueblo2,"103,612",885,1,30,157,697,"4,972","1,622","2,899",451
,Total area actually reporting,100.0%,916,4,30,164,718,"6,658","1,967","4,170",521
,"Rate per 100,000 inhabitants",,585.2,2.6,19.2,104.8,458.7,"4,253.7","1,256.7","2,664.2",332.9
"Punta Gorda, FL M.S.A.",,"158,377", ,,,,, ,,,
,Includes Charlotte County,,,,,,,,,,
,City of Punta Gorda ,"17,389",27,0,1,2,24,376,176,198,2
,Total area actually reporting,100.0%,381,1,23,47,310,"4,199","1,153","2,934",112
,"Rate per 100,000 inhabitants",,240.6,0.6,14.5,29.7,195.7,"2,651.3",728.0,"1,852.5",70.7
"Racine, WI M.S.A.",,"201,891", ,,,,, ,,,
,Includes Racine County,,,,,,,,,,
,City of Racine,"82,059",387,8,19,201,159,"3,406",971,"2,279",156
,Total area actually reporting,100.0%,511,8,32,221,250,"5,411","1,253","3,909",249
,"Rate per 100,000 inhabitants",,253.1,4.0,15.9,109.5,123.8,"2,680.2",620.6,"1,936.2",123.3
"Raleigh-Cary, NC M.S.A.",,"1,165,131",,,,,,,,,
,"Includes Franklin, Johnston, and Wake Counties",, ,,,,,,,,
,City of Raleigh ,"419,700","1,740",14,99,643,984,"12,995","3,021","9,104",870
,City of Cary,"141,461",120,1,14,35,70,"2,179",535,"1,580",64
,Total area actually reporting,99.4%,"2,806",40,187,872,"1,707","28,165","7,248","18,791","2,126"
,Estimated total,100.0%,"2,827",40,188,877,"1,722","28,459","7,318","19,001","2,140"
,"Rate per 100,000 inhabitants",,242.6,3.4,16.1,75.3,147.8,"2,442.6",628.1,"1,630.8",183.7
