Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2009",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
,"City of St. Paul, MN","280,194","2,137",13,165,694,"1,265","11,431","2,929","6,713","1,789"
,"City of Bloomington, MN4","80,864",,2,,49,66,"3,235",277,"2,846",112
,"City of Plymouth, MN4","72,121",,0,,13,31,"1,408",303,"1,053",52
,"City of Eagan, MN4","64,014",,1,,16,22,"1,582",218,"1,323",41
,"City of Eden Prairie, MN4","61,893",,0,,10,34,"1,166",165,977,24
,"City of Minnetonka, MN4","49,968",,1,,10,12,"1,086",177,885,24
,Total area actually reporting,100.0%,,55,,"3,250","5,150","97,445","17,723","73,085","6,637"
,"Rate per 100,000 inhabitants",,,1.7,,99.5,157.6,"2,982.8",542.5,"2,237.2",203.2
"Missoula, MT M.S.A.",,"108,586", ,,,,, ,,,
,Includes Missoula County,,,,,,,,,,
,City of Missoula,"69,479",193,1,28,30,134,"2,102",277,"1,729",96
,Total area actually reporting,100.0%,274,1,38,34,201,"2,765",391,"2,235",139
,"Rate per 100,000 inhabitants",,252.3,0.9,35.0,31.3,185.1,"2,546.4",360.1,"2,058.3",128.0
"Mobile, AL M.S.A.6",,"408,816", ,,,,, ,,,
,Includes Mobile County,,,,,,,,,,
,City of Mobile6,"246,171","1,994",24,37,857,"1,076","14,123","3,716","9,457",950
,Total area actually reporting,100.0%,"2,963",36,64,"1,211","1,652","20,066","5,872","12,598","1,596"
,"Rate per 100,000 inhabitants",,724.8,8.8,15.7,296.2,404.1,"4,908.3","1,436.3","3,081.6",390.4
"Modesto, CA M.S.A.",,"516,191", ,,,,, ,,,
,Includes Stanislaus County,,,,,,,,,,
,City of Modesto,"204,474","1,419",21,55,369,974,"10,269","2,291","6,637","1,341"
,Total area actually reporting,100.0%,"2,721",46,122,706,"1,847","21,577","5,748","12,428","3,401"
,"Rate per 100,000 inhabitants",,527.1,8.9,23.6,136.8,357.8,"4,180.0","1,113.5","2,407.6",658.9
"Monroe, MI M.S.A.1",,"153,073", ,,,,, ,,,
,Includes Monroe County1,,,,,,,,,,
,City of Monroe1,"21,301",63,0,8,12,43,674,142,506,26
,Total area actually reporting,100.0%,340,5,82,54,199,"3,656",876,"2,568",212
,"Rate per 100,000 inhabitants",,222.1,3.3,53.6,35.3,130.0,"2,388.4",572.3,"1,677.6",138.5
"Montgomery, AL M.S.A.",,"369,848", ,,,,, ,,,
,"Includes Autauga, Elmore, Lowndes, and Montgomery Counties",,,,,,,,,,
,City of Montgomery,"202,818",871,31,85,453,302,"11,065","3,092","7,113",860
,Total area actually reporting,100.0%,"1,374",39,128,535,672,"15,513","4,294","10,113","1,106"
,"Rate per 100,000 inhabitants",,371.5,10.5,34.6,144.7,181.7,"4,194.4","1,161.0","2,734.4",299.0
"Morgantown, WV M.S.A.",,"119,585", ,,,,, ,,,
,Includes Monongalia and Preston Counties,,,,,,,,,,
,City of Morgantown,"29,989",130,1,10,23,96,818,196,604,18
,Total area actually reporting,93.1%,388,1,20,48,319,"2,525",612,"1,793",120
,Estimated total,100.0%,411,2,21,53,335,"2,831",676,"2,023",132
,"Rate per 100,000 inhabitants",,343.7,1.7,17.6,44.3,280.1,"2,367.4",565.3,"1,691.7",110.4
"Morristown, TN M.S.A.",,"137,792", ,,,,, ,,,
,"Includes Grainger, Hamblen, and Jefferson Counties",,,,,,,,,,
,City of Morristown,"27,775",215,1,18,36,160,"1,804",163,"1,580",61
,Total area actually reporting,100.0%,483,3,37,82,361,"4,442","1,015","3,223",204
,"Rate per 100,000 inhabitants",,350.5,2.2,26.9,59.5,262.0,"3,223.7",736.6,"2,339.0",148.0
"Mount Vernon-Anacortes, WA M.S.A.",,"120,438",,,,,,,,,
,Includes Skagit County,, ,,,,,,,,
,City of Mount Vernon,"32,096",88,2,20,33,33,"2,124",275,"1,769",80
,City of Anacortes,"17,063",22,0,1,7,14,459,109,328,22
,Total area actually reporting,100.0%,231,3,51,54,123,"5,469","1,012","4,191",266
,"Rate per 100,000 inhabitants",,191.8,2.5,42.3,44.8,102.1,"4,540.9",840.3,"3,479.8",220.9
"Muncie, IN M.S.A.",,"114,435", ,,,,, ,,,
,Includes Delaware County,,,,,,,,,,
,City of Muncie,"64,639",387,6,44,123,214,"2,535",606,"1,804",125
,Total area actually reporting,100.0%,434,6,54,134,240,"3,363",783,"2,394",186
,"Rate per 100,000 inhabitants",,379.3,5.2,47.2,117.1,209.7,"2,938.8",684.2,"2,092.0",162.5
"Muskegon-Norton Shores, MI M.S.A.1",,"174,071",,,,,,,,,
,Includes Muskegon County1,, ,,,,,,,,
,City of Muskegon1,"39,327",312,1,24,97,190,"2,307",544,"1,656",107
,City of Norton Shores1,"23,389",41,0,8,8,25,847,138,684,25
,Total area actually reporting,100.0%,734,6,85,196,447,"7,258","1,455","5,437",366
,"Rate per 100,000 inhabitants",,421.7,3.4,48.8,112.6,256.8,"4,169.6",835.9,"3,123.4",210.3
"Napa, CA M.S.A.",,"133,996", ,,,,, ,,,
,Includes Napa County,,,,,,,,,,
,City of Napa,"74,736",272,0,21,60,191,"1,909",413,"1,330",166
,Total area actually reporting,100.0%,393,1,34,93,265,"3,116",716,"2,091",309
,"Rate per 100,000 inhabitants",,293.3,0.7,25.4,69.4,197.8,"2,325.4",534.3,"1,560.5",230.6
"Naples-Marco Island, FL M.S.A.",,"320,093",,,,,,,,,
,Includes Collier County,, ,,,,,,,,
,City of Naples,"21,587",40,0,2,11,27,732,78,646,8
,City of Marco Island,"15,713",10,0,0,0,10,155,18,132,5
,Total area actually reporting,100.0%,"1,050",14,51,199,786,"5,861","1,287","4,346",228
,"Rate per 100,000 inhabitants",,328.0,4.4,15.9,62.2,245.6,"1,831.0",402.1,"1,357.7",71.2
"Nashville-Davidson─Murfreesboro─ Franklin, TN M.S.A.",,"1,584,715",,,,,,,,,
,"Includes Cannon, Cheatham, Davidson, Dickson, Hickman, Macon, Robertson, Rutherford, Smith, Sumner, Trousdale, Williamson, and Wilson Counties ",,,,,,,,,,
,City of Nashville,"610,176","6,959",77,262,"1,971","4,649","29,156","6,318","21,113","1,725"
,City of Murfreesboro,"105,910",697,5,46,187,459,"4,851","1,346","3,321",184
,City of Franklin,"60,074",110,2,9,12,87,"1,059",181,839,39
,Total area actually reporting,100.0%,"10,450",110,518,"2,460","7,362","53,143","12,282","37,855","3,006"
,"Rate per 100,000 inhabitants",,659.4,6.9,32.7,155.2,464.6,"3,353.5",775.0,"2,388.8",189.7
"New Haven-Milford, CT M.S.A.",,"794,705",,,,,,,,,
,Includes New Haven County,, ,,,,,,,,
,City of New Haven,"123,659","2,183",12,59,906,"1,206","7,043","1,430","4,533","1,080"
,City of Milford,"56,310",83,1,6,31,45,"1,857",163,"1,598",96
,Total area actually reporting,100.0%,"3,572",30,143,"1,423","1,976","25,974","4,220","19,329","2,425"
,"Rate per 100,000 inhabitants",,449.5,3.8,18.0,179.1,248.6,"3,268.4",531.0,"2,432.2",305.1
"New Orleans-Metairie-Kenner, LA M.S.A.5",,"1,179,206",,,,,,,,,
,"Includes Jefferson, Orleans, Plaquemines, St. Bernard,5 St. Charles, St. John the Baptist, and St. Tammany Parishes",,,,,,,,, ,
,City of New Orleans,"336,425","2,614",174,98,932,"1,410","12,940","3,821","6,507","2,612"
,City of Kenner,"66,592",296,10,16,116,154,"2,662",461,"2,054",147
,Total area actually reporting,100.0%,"6,458",252,282,"1,808","4,116",,,"26,369",
,"Rate per 100,000 inhabitants",,547.7,21.4,23.9,153.3,349.0,,,"2,236.2",
"New York-Northern New Jersey-Long Island, NY-NJ-PA M.S.A.",,"19,075,412",,,,,,,,,
,"Includes the Metropolitan Divisions of Edison-New Brunswick, NJ; Nassau-Suffolk, NY; Newark-Union, NJ-PA; and New York-White Plains-Wayne, NY-NJ",,,,,,,,,,
,"City of New York, NY","8,400,907","46,357",471,832,"18,597","26,457","142,000","18,780","112,526","10,694"
,"City of Newark, NJ","279,203","2,597",80,68,"1,319","1,130","8,822","1,947","3,781","3,094"
,"City of Edison Township, NJ","99,356",264,1,4,97,162,"2,192",423,"1,585",184
,"City of White Plains, NY","57,810",117,0,1,38,78,"1,087",40,"1,012",35
,"City of Wayne Township, NJ","53,891",57,1,7,27,22,"1,316",134,"1,132",50
,"City of Union Township, NJ","53,579",133,1,4,65,63,"1,030",159,776,95
,"City of New Brunswick, NJ","51,474",389,5,21,152,211,"1,754",510,"1,124",120
,Total area actually reporting,99.9%,"72,799",778,"1,771","30,255","39,995","333,411","53,240","253,104","27,067"
,Estimated total,100.0%,"72,842",778,"1,773","30,270","40,021","333,906","53,310","253,510","27,086"
,"Rate per 100,000 inhabitants",,381.9,4.1,9.3,158.7,209.8,"1,750.5",279.5,"1,329.0",142.0
"Edison-New Brunswick, NJ M.D.",,"2,340,627",,,,,,,,,
,"Includes Middlesex, Monmouth, Ocean, and Somerset Counties",,,,,,,,,,
,Total area actually reporting,100.0%,"3,831",30,205,"1,399","2,197","43,410","8,351","33,156","1,903"
,"Rate per 100,000 inhabitants",,163.7,1.3,8.8,59.8,93.9,"1,854.6",356.8,"1,416.5",81.3
"Nassau-Suffolk, NY M.D.",,"2,874,918",,,,,,,,,
,Includes Nassau and Suffolk Counties,,,,,,,,,,
,Total area actually reporting,99.2%,"5,189",63,179,"2,243","2,704","48,599","7,057","38,340","3,202"
,Estimated total,100.0%,"5,229",63,181,"2,257","2,728","49,052","7,121","38,712","3,219"
,"Rate per 100,000 inhabitants",,181.9,2.2,6.3,78.5,94.9,"1,706.2",247.7,"1,346.5",112.0
"Newark-Union, NJ-PA M.D.",,"2,122,829",,,,,,,,,
,"Includes Essex, Hunterdon, Morris, Sussex, and Union Counties, NJ and Pike County, PA",,,,,,,,,,
,Total area actually reporting,100.0%,"8,103",134,293,"4,024","3,652","41,895","8,937","26,238","6,720"
,"Rate per 100,000 inhabitants",,381.7,6.3,13.8,189.6,172.0,"1,973.5",421.0,"1,236.0",316.6
"New York-White Plains-Wayne, NY-NJ M.D.",,"11,737,038",,,,,,,,,
,"Includes Bergen, Hudson, and Passaic Counties, NJ and Bronx, Kings, New York, Putnam, Queens, Richmond, Rockland, and Westchester Counties, NY",,,,,,,,,,
,Total area actually reporting,99.9%,"55,676",551,"1,094","22,589","31,442","199,507","28,895","155,370","15,242"
,Estimated total,100.0%,"55,679",551,"1,094","22,590","31,444","199,549","28,901","155,404","15,244"
,"Rate per 100,000 inhabitants",,474.4,4.7,9.3,192.5,267.9,"1,700.2",246.2,"1,324.0",129.9
"Niles-Benton Harbor, MI M.S.A.1",,"158,501",,,,,,,,,
,Includes Berrien County1,,,,,,,,,,
,City of Niles1,"11,159",65,1,12,15,37,388,66,304,18
,City of Benton Harbor1,"10,760",135,0,8,15,112,247,109,127,11
,Total area actually reporting,98.9%,627,3,114,96,414,"4,740",983,"3,588",169
,Estimated total,100.0%,632,3,115,97,417,"4,788",993,"3,622",173
,"Rate per 100,000 inhabitants",,398.7,1.9,72.6,61.2,263.1,"3,020.8",626.5,"2,285.2",109.1
"North Port-Bradenton-Sarasota, FL M.S.A.",,"693,167",,,,,,,,,
,Includes Manatee and Sarasota Counties,,,,,,,,,,
,City of North Port,"60,512",186,1,13,20,152,"1,491",415,"1,043",33
,City of Bradenton,"53,951",422,4,12,136,270,"2,292",537,"1,605",150
,City of Sarasota,"52,308",540,7,27,174,332,"3,225",758,"2,320",147
,City of Venice,"21,236",47,0,11,4,32,650,140,492,18
,Total area actually reporting,100.0%,"4,053",42,182,947,"2,882","27,159","6,706","19,190","1,263"
,"Rate per 100,000 inhabitants",,584.7,6.1,26.3,136.6,415.8,"3,918.1",967.4,"2,768.5",182.2
"Norwich-New London, CT M.S.A.",,"138,611",,,,,,,,,
,Includes New London County,,,,,,,,,,
,City of Norwich,"36,418",165,2,25,44,94,"1,079",215,797,67
,City of New London,"25,859",265,2,17,56,190,897,216,624,57
,Total area actually reporting,100.0%,578,4,58,129,387,"3,578",608,"2,808",162
,"Rate per 100,000 inhabitants",,417.0,2.9,41.8,93.1,279.2,"2,581.3",438.6,"2,025.8",116.9
"Ocala, FL M.S.A.",,"335,426",,,,,,,,,
,Includes Marion County,, ,,,,, ,,,
,City of Ocala,"55,847",495,3,41,160,291,"3,216",678,"2,438",100
,Total area actually reporting,100.0%,"1,911",12,164,266,"1,469","8,480","2,384","5,724",372
,"Rate per 100,000 inhabitants",,569.7,3.6,48.9,79.3,438.0,"2,528.1",710.7,"1,706.5",110.9
"Ocean City, NJ M.S.A. ",,"95,099",,,,,,,,,
,Includes Cape May County,, ,,,,, ,,,
,City of Ocean City,"14,686",25,0,3,6,16,851,178,668,5
,Total area actually reporting,97.4%,260,1,26,67,166,"4,198","1,036","3,084",78
,Estimated total,100.0%,266,1,26,70,169,"4,244","1,045","3,118",81
,"Rate per 100,000 inhabitants",,279.7,1.1,27.3,73.6,177.7,"4,462.7","1,098.9","3,278.7",85.2
"Odessa, TX M.S.A.",,"133,400",,,,,,,,,
,Includes Ector County,, ,,,,, ,,,
,City of Odessa,"99,770",787,5,36,189,557,"4,109","1,084","2,834",191
,Total area actually reporting,100.0%,894,7,36,216,635,"5,663","1,611","3,724",328
,"Rate per 100,000 inhabitants",,670.2,5.2,27.0,161.9,476.0,"4,245.1","1,207.6","2,791.6",245.9
"Ogden-Clearfield, UT M.S.A.",,"539,260",,,,,,,,,
,"Includes Davis, Morgan, and Weber Counties",,,,,,,,,,
,City of Ogden,"83,016",391,4,31,107,249,"4,040",771,"2,955",314
,City of Clearfield,"27,913",49,0,10,8,31,860,112,713,35
,Total area actually reporting,100.0%,882,7,142,200,533,"14,639","2,371","11,512",756
,"Rate per 100,000 inhabitants",,163.6,1.3,26.3,37.1,98.8,"2,714.6",439.7,"2,134.8",140.2
"Oklahoma City, OK M.S.A.1,3",,"1,226,361",,,,,,,,,
,"Includes Canadian,3 Cleveland, Grady,1 Lincoln,1 Logan, McClain,1 and Oklahoma Counties",, ,,,,, ,,,
,City of Oklahoma City,"556,939","5,181",65,294,"1,249","3,573","33,964","10,594","19,544","3,826"
,Total area actually reporting,100.0%,,83,501,"1,528",,"54,709","15,948","33,670","5,091"
,"Rate per 100,000 inhabitants",,,6.8,40.9,124.6,,"4,461.1","1,300.4","2,745.5",415.1
"Olympia, WA M.S.A.",,"251,133",,,,,,,,,
,Includes Thurston County,, ,,,,, ,,,
,City of Olympia ,"45,603",122,1,30,24,67,"2,115",382,"1,556",177
,Total area actually reporting,100.0%,616,5,99,110,402,"7,452","1,634","5,291",527
,"Rate per 100,000 inhabitants",,245.3,2.0,39.4,43.8,160.1,"2,967.4",650.7,"2,106.9",209.8
"Omaha-Council Bluffs, NE-IA M.S.A.",,"847,725",,,,,,,,,
,"Includes Harrison, Mills, and Pottawattamie Counties, IA and Cass, Douglas, Sarpy, Saunders, and Washington Counties, NE",,,,,,,,,,
,"City of Omaha, NE","443,037","2,363",30,192,892,"1,249","18,291","3,228","12,938","2,125"
,"City of Council Bluffs, IA ","59,669",527,2,66,97,362,"4,405",818,"3,129",458
,Total area actually reporting,98.8%,"3,325",33,328,"1,033","1,931","28,289","5,199","20,088","3,002"
,Estimated total,100.0%,"3,339",33,332,"1,035","1,939","28,519","5,233","20,272","3,014"
,"Rate per 100,000 inhabitants",,393.9,3.9,39.2,122.1,228.7,"3,364.2",617.3,"2,391.3",355.5
"Orlando-Kissimmee-Sanford, FL M.S.A.",,"2,087,292",,,,,,,,,
,"Includes Lake, Orange, Osceola, and Seminole Counties",, ,,,,, ,,,
,City of Orlando,"235,109","2,814",28,117,767,"1,902","17,357","3,770","12,332","1,255"
,City of Kissimmee,"63,986",555,4,17,129,405,"2,928",877,"1,892",159
,City of Sanford,"52,118",377,3,26,199,149,"3,334",798,"2,284",252
,Total area actually reporting,100.0%,"14,253",111,731,"3,538","9,873","83,452","22,784","54,647","6,021"
,"Rate per 100,000 inhabitants",,682.8,5.3,35.0,169.5,473.0,"3,998.1","1,091.6","2,618.1",288.5
"Oshkosh-Neenah, WI M.S.A.",,"162,596",,,,,,,,,
,Includes Winnebago County,,,,,,,,,,
,City of Oshkosh,"63,700",250,0,13,42,195,"2,112",357,"1,672",83
,City of Neenah,"25,105",31,0,3,1,27,521,101,410,10
,Total area actually reporting,100.0%,383,0,25,47,311,"3,895",778,"2,996",121
,"Rate per 100,000 inhabitants",,235.6,0.0,15.4,28.9,191.3,"2,395.5",478.5,"1,842.6",74.4
"Owensboro, KY M.S.A.1",,"113,253",,,,,,,,,
,"Includes Daviess, Hancock, and McLean Counties1",, ,,,,, ,,,
,City of Owensboro1,"55,651",119,1,36,34,48,"2,340",417,"1,841",82
,Total area actually reporting,92.3%,145,2,40,38,65,"3,030",606,"2,303",121
,Estimated total,100.0%,157,2,42,42,71,"3,186",648,"2,409",129
,"Rate per 100,000 inhabitants",,138.6,1.8,37.1,37.1,62.7,"2,813.2",572.2,"2,127.1",113.9
"Oxnard-Thousand Oaks-Ventura, CA M.S.A.",,"799,696",,,,,,,,,
,Includes Ventura County,,,,,,,,,,
,City of Oxnard,"187,357",771,13,24,384,350,"4,087",704,"2,929",454
,City of Thousand Oaks,"123,735",163,2,19,40,102,"1,793",323,"1,386",84
,City of Ventura,"103,997",368,5,18,125,220,"3,068",615,"2,276",177
,City of Camarillo,"64,011",80,0,8,28,44,951,167,729,55
,Total area actually reporting,100.0%,"2,021",29,116,757,"1,119","15,329","2,954","11,221","1,154"
,"Rate per 100,000 inhabitants",,252.7,3.6,14.5,94.7,139.9,"1,916.9",369.4,"1,403.2",144.3
"Palm Bay-Melbourne-Titusville, FL M.S.A.",,"538,696",,,,,,,,,
,Includes Brevard County,,,,,,,,,,
,City of Palm Bay,"103,475",532,5,26,72,429,"2,426",664,"1,602",160
,City of Melbourne,"77,854",906,6,24,192,684,"3,980",737,"3,058",185
,City of Titusville,"45,197",266,4,25,55,182,"1,735",439,"1,109",187
,Total area actually reporting,100.0%,"3,617",26,174,598,"2,819","17,975","4,137","12,873",965
,"Rate per 100,000 inhabitants",,671.4,4.8,32.3,111.0,523.3,"3,336.8",768.0,"2,389.7",179.1
"Palm Coast, FL M.S.A.",,"96,615",,,,,,,,,
,Includes Flagler County,, ,,,,, ,,,
,Total area actually reporting,100.0%,296,3,22,48,223,"2,291",592,"1,589",110
,"Rate per 100,000 inhabitants",,306.4,3.1,22.8,49.7,230.8,"2,371.3",612.7,"1,644.7",113.9
"Panama City-Lynn Haven-Panama City Beach, FL M.S.A.",,"164,328",,,,,,,,,
,Includes Bay County,,,,,,,,,,
,City of Panama City,"36,619",369,3,6,89,271,"2,308",459,"1,726",123
,City of Lynn Haven,"15,606",68,0,4,11,53,518,158,356,4
,City of Panama City Beach,"15,758",83,0,15,13,55,"1,116",210,902,4
,Total area actually reporting,100.0%,990,9,83,170,728,"7,164","1,725","5,108",331
,"Rate per 100,000 inhabitants",,602.5,5.5,50.5,103.5,443.0,"4,359.6","1,049.7","3,108.4",201.4
"Pascagoula, MS M.S.A.",,"153,415",,,,,,,,,
,Includes George and Jackson Counties,, ,,,,, ,,,
,City of Pascagoula,"23,346",74,1,6,45,22,"1,429",297,"1,033",99
,Total area actually reporting,100.0%,416,7,62,121,226,"5,307","1,845","3,158",304
,"Rate per 100,000 inhabitants",,271.2,4.6,40.4,78.9,147.3,"3,459.2","1,202.6","2,058.5",198.2
"Pensacola-Ferry Pass-Brent, FL M.S.A.",,"453,889",,,,,,,,,
,Includes Escambia and Santa Rosa Counties,,,,,,,,,,
,City of Pensacola,"53,570",471,3,25,99,344,"2,767",626,"2,026",115
,Total area actually reporting,100.0%,"2,968",18,226,657,"2,067","14,731","3,745","10,136",850
,"Rate per 100,000 inhabitants",,653.9,4.0,49.8,144.7,455.4,"3,245.5",825.1,"2,233.1",187.3
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD M.S.A.",,"5,970,355",,,,,,,,,
,"Includes the Metropolitan Divisions of Camden, NJ; Philadelphia, PA; and Wilmington, DE-MD-NJ",,,,,,,,,,
,"City of Philadelphia, PA","1,547,605","19,163",302,896,"9,037","8,928","55,888","10,969","37,941","6,978"
,"City of Camden, NJ","78,980","1,880",34,60,766,"1,020","3,935","1,035","2,251",649
,"City of Wilmington, DE","72,580","1,342",17,39,524,762,"3,631",856,"2,259",516
,Total area actually reporting,99.8%,"34,335",436,"1,909","14,047","17,943","157,209","29,972","114,225","13,012"
,Estimated total,100.0%,"34,364",436,"1,911","14,055","17,962","157,469","30,014","114,431","13,024"
,"Rate per 100,000 inhabitants",,575.6,7.3,32.0,235.4,300.9,"2,637.5",502.7,"1,916.7",218.1
"Camden, NJ M.D.",,"1,257,180",,,,,,,,,
,"Includes Burlington, Camden, and Gloucester Counties",,,,,,,,,,
,Total area actually reporting,99.9%,"4,471",50,210,"1,661","2,550","30,890","6,584","22,308","1,998"
,Estimated total,100.0%,"4,474",50,210,"1,662","2,552","30,916","6,589","22,327","2,000"
,"Rate per 100,000 inhabitants",,355.9,4.0,16.7,132.2,203.0,"2,459.2",524.1,"1,776.0",159.1
"Philadelphia, PA M.D.",,"4,011,029",,,,,,,,,
,"Includes Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties",,,,,,,,,,
,Total area actually reporting,99.7%,"25,424",351,"1,521","10,917","12,635","103,439","18,291","75,863","9,285"
,Estimated total,100.0%,"25,450",351,"1,523","10,924","12,652","103,673","18,328","76,050","9,295"
,"Rate per 100,000 inhabitants",,634.5,8.8,38.0,272.3,315.4,"2,584.7",456.9,"1,896.0",231.7
"Wilmington, DE-MD-NJ M.D.",,"702,146",,,,,,,,,
,"Includes New Castle County, DE; Cecil County, MD; and Salem County, NJ",,,,,,,,,,
,Total area actually reporting,100.0%,"4,440",35,178,"1,469","2,758","22,880","5,097","16,054","1,729"
,"Rate per 100,000 inhabitants",,632.3,5.0,25.4,209.2,392.8,"3,258.6",725.9,"2,286.4",246.2
"Phoenix-Mesa-Glendale, AZ M.S.A.",,"4,362,725",,,,,,,,,
,Includes Maricopa and Pinal Counties,,,,,,,,,,
,City of Phoenix,"1,597,397","8,730",122,522,"3,757","4,329","65,617","16,281","39,643","9,693"
,City of Mesa,"470,833","2,000",14,123,611,"1,252","16,079","3,076","11,700","1,303"
,City of Glendale,"255,080","1,147",18,54,420,655,"12,489","2,551","8,214","1,724"
,City of Scottsdale,"239,115",410,10,19,129,252,"6,798","1,337","5,155",306
,City of Tempe,"177,486",922,2,66,306,548,"8,986","1,478","6,692",816
,Total area actually reporting,99.8%,"17,159",230,"1,109","6,082","9,738","156,953","36,145","102,600","18,208"
,Estimated total,100.0%,"17,174",230,"1,110","6,086","9,748","157,161","36,192","102,745","18,224"
,"Rate per 100,000 inhabitants",,393.7,5.3,25.4,139.5,223.4,"3,602.4",829.6,"2,355.1",417.7
"Pine Bluff, AR M.S.A.",,"100,339",,,,,,,,,
,"Includes Cleveland, Jefferson, and Lincoln Counties",,,,,,,,,,
,City of Pine Bluff ,"49,915",721,12,50,207,452,"4,159","1,606","2,185",368
,Total area actually reporting,97.8%,842,14,63,217,548,"5,025","2,004","2,554",467
,Estimated total,100.0%,852,14,64,218,556,"5,103","2,030","2,603",470
,"Rate per 100,000 inhabitants",,849.1,14.0,63.8,217.3,554.1,"5,085.8","2,023.1","2,594.2",468.4
"Pittsburgh, PA M.S.A.",,"2,348,787", ,,,,, ,,,
,"Includes Allegheny, Armstrong, Beaver, Butler, Fayette, Washington, and Westmoreland Counties",,,,,,,,,,
,City of Pittsburgh ,"312,232","3,087",39,116,"1,367","1,565","11,775","2,811","8,134",830
,Total area actually reporting,99.0%,"8,001",110,429,"2,553","4,909","47,532","10,395","34,564","2,573"
,Estimated total,100.0%,"8,053",111,432,"2,567","4,943","47,997","10,469","34,935","2,593"
,"Rate per 100,000 inhabitants",,342.9,4.7,18.4,109.3,210.4,"2,043.5",445.7,"1,487.4",110.4
"Pittsfield, MA M.S.A.",,"131,299", ,,,,, ,,,
,Includes Berkshire County,,,,,,,,,,
,City of Pittsfield,"43,050",284,2,34,23,225,"1,004",319,636,49
,Total area actually reporting,96.2%,540,2,51,33,454,"2,828",929,"1,808",91
,Estimated total,100.0%,556,2,52,36,466,"2,928",953,"1,877",98
,"Rate per 100,000 inhabitants",,423.5,1.5,39.6,27.4,354.9,"2,230.0",725.8,"1,429.6",74.6
"Pocatello, ID M.S.A.",,"88,737", ,,,,, ,,,
,Includes Bannock and Power Counties,,,,,,,,,,
,City of Pocatello ,"55,272",170,1,29,11,129,"1,622",260,"1,296",66
,Total area actually reporting,100.0%,219,1,34,14,170,"2,419",331,"2,004",84
,"Rate per 100,000 inhabitants",,246.8,1.1,38.3,15.8,191.6,"2,726.0",373.0,"2,258.4",94.7
"Portland-South Portland-Biddeford, ME M.S.A.",,"515,866",,,,,,,,,
,"Includes Cumberland, Sagadahoc, and York Counties",, ,,,,,,,,
,City of Portland,"62,382",234,4,27,120,83,"2,806",546,"2,153",107
,City of South Portland,"23,852",62,0,3,13,46,"1,062",96,929,37
,City of Biddeford,"21,479",57,2,11,20,24,"1,030",156,856,18
,Total area actually reporting,100.0%,693,13,138,231,311,"12,546","2,548","9,573",425
,"Rate per 100,000 inhabitants",,134.3,2.5,26.8,44.8,60.3,"2,432.0",493.9,"1,855.7",82.4
"Portland-Vancouver-Hillsboro, OR-WA M.S.A.",,"2,239,268",,,,,,,,,
,"Includes Clackamas, Columbia, Multnomah, Washington, and Yamhill Counties, OR and Clark and Skamania Counties, WA",,,,,,,,,,
,"City of Portland, OR","560,908","3,105",19,252,"1,037","1,797","26,495","3,696","19,624","3,175"
,"City of Vancouver, WA","165,147",656,6,117,158,375,"5,944",886,"4,159",899
,"City of Hillsboro, OR","96,563",147,4,31,60,52,"1,886",235,"1,527",124
,"City of Beaverton, OR","93,221",190,3,23,47,117,"1,592",226,"1,230",136
,Total area actually reporting,100.0%,"6,012",48,821,"1,895","3,248","65,588","9,709","48,986","6,893"
,"Rate per 100,000 inhabitants",,268.5,2.1,36.7,84.6,145.0,"2,929.0",433.6,"2,187.6",307.8
"Port St. Lucie, FL M.S.A.",,"410,941",,,,,,,,,
,Includes Martin and St. Lucie Counties,, ,,,,,,,,
,City of Port St. Lucie,"164,069",421,1,51,60,309,"3,552","1,102","2,389",61
,Total area actually reporting,100.0%,"1,701",17,114,394,"1,176","11,559","3,363","7,770",426
,"Rate per 100,000 inhabitants",,413.9,4.1,27.7,95.9,286.2,"2,812.8",818.4,"1,890.8",103.7
"Poughkeepsie-Newburgh-Middletown, NY M.S.A.",,"677,974",,,,,,,,,
,Includes Dutchess and Orange Counties,,,,,,,,,,
,City of Poughkeepsie,"29,599",410,3,11,200,196,"1,022",274,683,65
,City of Newburgh,"28,071",466,4,8,187,267,"1,065",316,661,88
,City of Middletown,"25,921",155,1,8,57,89,"1,024",204,794,26
,Total area actually reporting,98.2%,"1,843",13,82,599,"1,149","13,036","1,971","10,641",424
,Estimated total,100.0%,"1,865",13,83,607,"1,162","13,279","2,005","10,841",433
,"Rate per 100,000 inhabitants",,275.1,1.9,12.2,89.5,171.4,"1,958.6",295.7,"1,599.0",63.9
"Prescott, AZ M.S.A.",,"218,897", ,,,,, ,,,
,Includes Yavapai County,,,,,,,,,,
,City of Prescott,"43,748",147,2,8,27,110,"1,238",266,941,31
,Total area actually reporting,100.0%,697,3,37,49,608,"4,550","1,135","3,184",231
,"Rate per 100,000 inhabitants",,318.4,1.4,16.9,22.4,277.8,"2,078.6",518.5,"1,454.6",105.5
