Table 4,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2016",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,Total area actually reporting,100.0%, 680 , 1 , 112 , 93 , 474 ," 6,993 "," 1,458 "," 5,000 ", 535 
,"Rate per 100,000 inhabitants",,258.7,0.4,42.6,35.4,180.3,"2,660.2",554.6,"1,902.0",203.5
"Bridgeport-Stamford-Norwalk, CT M.S.A.",,"935,988",,,,,,,,,
,Includes Fairfield County,,,,,,,,,,
,City of Bridgeport,"148,180"," 1,115 ", 10 , 69 , 441 , 595 ," 3,258 ", 667 ," 1,857 ", 734 
,City of Stamford,"130,116", 351 , 2 , 29 , 119 , 201 ," 2,073 ", 268 ," 1,613 ", 192 
,City of Norwalk,"88,989", 295 , 1 , 18 , 65 , 211 ," 1,427 ", 239 ," 1,034 ", 154 
,City of Danbury,"85,335", 161 , 0 , 30 , 75 , 56 ," 1,363 ", 168 ," 1,056 ", 139 
,City of Stratford,"52,841", 67 , 0 , 6 , 34 , 27 ," 1,160 ", 177 , 867 , 116 
,Total area actually reporting,100.0%," 2,151 ", 14 , 175 , 801 ," 1,161 "," 13,423 "," 2,137 "," 9,686 "," 1,600 "
,"Rate per 100,000 inhabitants",,229.8,1.5,18.7,85.6,124.0,"1,434.1",228.3,"1,034.8",170.9
"Brownsville-Harlingen, TX M.S.A.",,"423,865",,,,,,,,,
,Includes Cameron County,, ,,,,,,,,
,City of Brownsville,"185,583", 448 , 4 , 50 , 130 , 264 ," 6,028 ", 917 ," 4,960 ", 151 
,City of Harlingen,"65,913", 281 , 2 , 35 , 58 , 186 ," 2,590 ", 503 ," 2,018 ", 69 
,Total area actually reporting,100.0%," 1,607 ", 8 , 201 , 224 ," 1,174 "," 12,101 "," 2,116 "," 9,654 ", 331 
,"Rate per 100,000 inhabitants",,379.1,1.9,47.4,52.8,277.0,"2,854.9",499.2,"2,277.6",78.1
"Brunswick, GA M.S.A.",,"116,597", ,,,,, ,,,
,"Includes Brantley, Glynn, and McIntosh Counties",,,,,,,,,,
,City of Brunswick,"16,309", 164 , 3 , 5 , 36 , 120 , 775 , 196 , 528 , 51 
,Total area actually reporting,100.0%, 434 , 5 , 27 , 85 , 317 ," 3,520 ", 850 ," 2,470 ", 200 
,"Rate per 100,000 inhabitants",,372.2,4.3,23.2,72.9,271.9,"3,018.9",729.0,"2,118.4",171.5
"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",,"1,127,663",,,,,,,,,
,Includes Erie and Niagara Counties,,,,,,,,,,
,City of Buffalo,"257,446"," 2,857 ", 44 , 153 ," 1,049 "," 1,611 "," 10,599 "," 2,631 "," 7,133 ", 835 
,City of Cheektowaga Town,"78,100", 181 , 2 , 22 , 68 , 89 ," 2,523 ", 280 ," 2,128 ", 115 
,City of Niagara Falls,"48,675", 565 , 3 , 14 , 199 , 349 ," 2,402 ", 551 ," 1,665 ", 186 
,Total area actually reporting,100.0%," 4,635 ", 55 , 373 ," 1,566 "," 2,641 "," 27,260 "," 5,206 "," 20,555 "," 1,499 "
,"Rate per 100,000 inhabitants",,411.0,4.9,33.1,138.9,234.2,"2,417.4",461.7,"1,822.8",132.9
"Burlington, NC M.S.A.",,"159,667", ,,,,, ,,,
,Includes Alamance County,,,,,,,,,,
,City of Burlington,"52,760", 392 , 6 , 15 , 71 , 300 ," 1,833 ", 430 ," 1,309 ", 94 
,Total area actually reporting,100.0%, 625 , 11 , 28 , 99 , 487 ," 3,744 ", 985 ," 2,570 ", 189 
,"Rate per 100,000 inhabitants",,391.4,6.9,17.5,62.0,305.0,"2,344.9",616.9,"1,609.6",118.4
"California-Lexington Park, MD M.S.A.",,"111,930",,,,,,,,,
,Includes St. Mary's County,, ,,,,,,,,
,Total area actually reporting,100.0%, 227 , 2 , 28 , 31 , 166 ," 2,075 ", 413 ," 1,591 ", 71 
,"Rate per 100,000 inhabitants",,202.8,1.8,25.0,27.7,148.3,"1,853.8",369.0,"1,421.4",63.4
"Cape Coral-Fort Myers, FL M.S.A.",,"720,949",,,,,,,,,
,Includes Lee County,, ,,,,,,,,
,City of Cape Coral,"179,631", 224 , 5 , 16 , 31 , 172 ," 3,081 ", 632 ," 2,286 ", 163 
,City of Fort Myers,"76,579", 947 , 15 , 55 , 161 , 716 ," 2,163 ", 354 ," 1,589 ", 220 
,Total area actually reporting,100.0%," 2,562 ", 41 , 249 , 445 ," 1,827 "," 11,637 "," 2,459 "," 8,359 ", 819 
,"Rate per 100,000 inhabitants",,355.4,5.7,34.5,61.7,253.4,"1,614.1",341.1,"1,159.4",113.6
"Cape Girardeau, MO-IL M.S.A.",,"97,631",,,,,,,,,
,"Includes Alexander County, IL and Bollinger and Cape Girardeau Counties, MO",, ,,,,,,,,
,"City of Cape Girardeau, MO","39,738", 236 , 5 , 10 , 54 , 167 ," 1,628 ", 227 ," 1,332 ", 69 
,Total area actually reporting,100.0%, 469 , 6 , 21 , 72 , 370 ," 2,342 ", 396 ," 1,841 ", 105 
,"Rate per 100,000 inhabitants",,480.4,6.1,21.5,73.7,379.0,"2,398.8",405.6,"1,885.7",107.5
"Carson City, NV M.S.A.",,"54,605", ,,,,, ,,,
,Includes Carson City,,,,,,,,,,
,Total area actually reporting,100.0%, 157 , 1 , 3 , 20 , 133 , 995 , 211 , 698 , 86 
,"Rate per 100,000 inhabitants",,287.5,1.8,5.5,36.6,243.6,"1,822.2",386.4,"1,278.3",157.5
"Casper, WY M.S.A.",,"82,870", ,,,,, ,,,
,Includes Natrona County,,,,,,,,,,
,City of Casper,"61,343", 70 , 0 , 2 , 7 , 61 ," 1,669 ", 255 ," 1,297 ", 117 
,Total area actually reporting,100.0%, 168 , 0 , 23 , 12 , 133 ," 2,081 ", 389 ," 1,535 ", 157 
,"Rate per 100,000 inhabitants",,202.7,0.0,27.8,14.5,160.5,"2,511.2",469.4,"1,852.3",189.5
"Cedar Rapids, IA M.S.A.4",,"267,187", ,,,,, ,,,
,"Includes Benton, Jones, and Linn Counties",,,,,,,,,,
,City of Cedar Rapids,"131,181", 387 , 4 , 67 , 100 , 216 ," 5,019 ", 995 ," 3,670 ", 354 
,Total area actually reporting,94.9%, 566 , 5 , 96 , 114 , 351 ,,," 4,512 ", 456 
,Estimated total,100.0%, 589 , 5 , 100 , 115 , 369 ,,," 4,587 ", 468 
,"Rate per 100,000 inhabitants",,220.4,1.9,37.4,43.0,138.1,,,"1,716.8",175.2
"Chambersburg-Waynesboro, PA M.S.A.",,"153,940",,,,,,,,,
,Includes Franklin County,, ,,,,,,,,
,City of Chambersburg,"20,770", 87 , 2 , 14 , 27 , 44 , 630 , 83 , 527 , 20 
,City of Waynesboro,"10,902", 29 , 6 , 6 , 6 , 11 , 266 , 43 , 211 , 12 
,Total area actually reporting,100.0%, 221 , 13 , 52 , 56 , 100 ," 2,281 ", 444 ," 1,763 ", 74 
,"Rate per 100,000 inhabitants",,143.6,8.4,33.8,36.4,65.0,"1,481.7",288.4,"1,145.3",48.1
"Champaign-Urbana, IL M.S.A.",,"239,184",,,,,,,,,
,"Includes Champaign, Ford, and Piatt Counties",, ,,,,,,,,
,City of Champaign,"87,071", 625 , 3 , 41 , 124 , 457 ," 2,838 ", 728 ," 1,979 ", 131 
,City of Urbana,"42,461", 162 , 4 , 25 , 54 , 79 ," 1,543 ", 327 ," 1,185 ", 31 
,Total area actually reporting,99.0%," 1,048 ", 11 , 125 , 214 , 698 ," 6,108 "," 1,506 "," 4,367 ", 235 
,Estimated total,100.0%," 1,053 ", 11 , 126 , 215 , 701 ," 6,147 "," 1,512 "," 4,398 ", 237 
,"Rate per 100,000 inhabitants",,440.2,4.6,52.7,89.9,293.1,"2,570.0",632.1,"1,838.8",99.1
"Charleston, WV M.S.A.",,"218,036", ,,,,, ,,,
,"Includes Boone, Clay, and Kanawha Counties",,,,,,,,,,
,City of Charleston,"49,429", 767 , 13 , 36 , 152 , 566 ," 3,939 ", 947 ," 2,694 ", 298 
,Total area actually reporting,91.6%," 1,293 ", 17 , 90 , 205 , 981 ," 8,585 "," 2,061 "," 5,708 ", 816 
,Estimated total,100.0%," 1,341 ", 17 , 96 , 210 ," 1,018 "," 9,056 "," 2,157 "," 6,052 ", 847 
,"Rate per 100,000 inhabitants",,615.0,7.8,44.0,96.3,466.9,"4,153.4",989.3,"2,775.7",388.5
"Charleston-North Charleston, SC M.S.A.",,"762,454", ,,,,, ,,,
,"Includes Berkeley, Charleston, and Dorchester Counties",,,,,,,,,,
,City of Charleston,"135,153", 408 , 11 , 44 , 107 , 246 ," 3,359 ", 417 ," 2,681 ", 261 
,City of North Charleston,"110,490", 993 , 32 , 89 , 293 , 579 ," 6,218 ", 918 ," 4,655 ", 645 
,Total area actually reporting,99.5%," 3,170 ", 72 , 250 , 667 ," 2,181 "," 21,566 "," 3,651 "," 15,963 "," 1,952 "
,Estimated total,100.0%," 3,188 ", 72 , 252 , 670 ," 2,194 "," 21,699 "," 3,670 "," 16,068 "," 1,961 "
,"Rate per 100,000 inhabitants",,418.1,9.4,33.1,87.9,287.8,"2,845.9",481.3,"2,107.4",257.2
"Charlottesville, VA M.S.A.",,"230,398", ,,,,, ,,,
,"Includes Albemarle, Buckingham, Fluvanna, Greene, and Nelson Counties and Charlottesville City",,,,,,,,,,
,City of Charlottesville,"46,979", 245 , 1 , 36 , 43 , 165 ," 1,228 ", 170 , 983 , 75 
,Total area actually reporting,100.0%, 457 , 3 , 89 , 80 , 285 ," 3,369 ", 446 ," 2,738 ", 185 
,"Rate per 100,000 inhabitants",,198.4,1.3,38.6,34.7,123.7,"1,462.3",193.6,"1,188.4",80.3
"Chattanooga, TN-GA M.S.A.",,"551,407", ,,,,, ,,,
,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN",,,,,,,,,,
,"City of Chattanooga, TN","177,801"," 1,819 ", 26 , 111 , 375 ," 1,307 "," 9,752 "," 1,570 "," 7,122 "," 1,060 "
,Total area actually reporting,97.5%," 2,938 ", 32 , 208 , 493 ," 2,205 "," 17,576 "," 3,081 "," 12,685 "," 1,810 "
,Estimated total,100.0%," 2,982 ", 33 , 211 , 506 ," 2,232 "," 17,926 "," 3,160 "," 12,921 "," 1,845 "
,"Rate per 100,000 inhabitants",,540.8,6.0,38.3,91.8,404.8,"3,251.0",573.1,"2,343.3",334.6
"Cheyenne, WY M.S.A.",,"97,275", ,,,,, ,,,
,Includes Laramie County,,,,,,,,,,
,City of Cheyenne,"64,046", 172 , 5 , 26 , 15 , 126 ," 2,427 ", 356 ," 1,873 ", 198 
,Total area actually reporting,100.0%, 245 , 8 , 36 , 18 , 183 ," 2,939 ", 477 ," 2,204 ", 258 
,"Rate per 100,000 inhabitants",,251.9,8.2,37.0,18.5,188.1,"3,021.3",490.4,"2,265.7",265.2
"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.2",,"9,523,022",,,,,,,,,
,"Includes the Metropolitan Divisions of Chicago-Naperville-Arlington Heights, IL; Elgin, IL; Gary, IN; and Lake County-Kenosha County, IL-WI",,,,,,,,,,
,"City of Chicago, IL","2,725,153"," 30,126 ", 765 ," 1,589 "," 11,957 "," 15,815 "," 86,960 "," 14,258 "," 61,229 "," 11,473 "
,"City of Naperville, IL","148,070", 92 , 0 , 15 , 34 , 43 ," 1,587 ", 141 ," 1,401 ", 45 
,"City of Elgin, IL","112,886", 236 , 2 , 34 , 63 , 137 ," 1,565 ", 218 ," 1,279 ", 68 
,"City of Gary, IN","76,556", 460 , 46 , 32 , 212 , 170 ," 3,617 ", 990 ," 2,229 ", 398 
,"City of Arlington Heights, IL","76,077", 58 , 0 , 8 , 14 , 36 , 722 , 79 , 624 , 19 
,"City of Evanston, IL","75,716", 130 , 2 , 6 , 38 , 84 ," 1,671 ", 329 ," 1,269 ", 73 
,"City of Schaumburg, IL","74,774", 74 , 0 , 23 , 21 , 30 ," 1,685 ", 108 ," 1,526 ", 51 
,"City of Skokie, IL","64,819", 158 , 1 , 15 , 45 , 97 ," 1,557 ", 228 ," 1,283 ", 46 
,"City of Des Plaines, IL","58,726", 45 , 0 , 6 , 11 , 28 , 537 , 91 , 423 , 23 
,"City of Hoffman Estates, IL","52,177", 55 , 0 , 11 , 15 , 29 , 429 , 52 , 353 , 24 
,Total area actually reporting,96.9%," 41,539 ", 958 ," 3,088 "," 15,723 "," 21,770 "," 192,468 "," 30,652 "," 144,323 "," 17,493 "
,Estimated total,100.0%," 42,187 ", 967 ," 3,162 "," 15,887 "," 22,171 "," 198,228 "," 31,492 "," 148,887 "," 17,849 "
,"Rate per 100,000 inhabitants",,443.0,10.2,33.2,166.8,232.8,"2,081.6",330.7,"1,563.4",187.4
"Chicago-Naperville-Arlington Heights, IL M.D.2",,"7,318,619",,,,,,,,,
,"Includes Cook, DuPage, Grundy, Kendall, McHenry, and Will Counties",,,,,,,,,,
,Total area actually reporting,98.0%," 37,221 ", 867 ," 2,546 "," 14,474 "," 19,334 "," 156,027 "," 24,872 "," 115,796 "," 15,359 "
,Estimated total,100.0%," 37,530 ", 871 ," 2,588 "," 14,561 "," 19,510 "," 158,528 "," 25,263 "," 117,778 "," 15,487 "
,"Rate per 100,000 inhabitants",,512.8,11.9,35.4,199.0,266.6,"2,166.1",345.2,"1,609.3",211.6
"Elgin, IL M.D.",,"634,927",,,,,,,,,
,Includes DeKalb and Kane Counties,,,,,,,,,,
,Total area actually reporting,98.3%," 1,202 ", 14 , 215 , 218 , 755 ," 8,755 "," 1,214 "," 7,232 ", 309 
,Estimated total,100.0%," 1,225 ", 14 , 218 , 225 , 768 ," 8,943 "," 1,243 "," 7,381 ", 319 
,"Rate per 100,000 inhabitants",,192.9,2.2,34.3,35.4,121.0,"1,408.5",195.8,"1,162.5",50.2
"Gary, IN M.D.",,"700,547",,,,,,,,,
,"Includes Jasper, Lake, Newton, and Porter Counties",,,,,,,,,,
,Total area actually reporting,84.6%," 1,652 ", 70 , 135 , 605 , 842 ," 15,338 "," 2,597 "," 11,388 "," 1,353 "
,Estimated total,100.0%," 1,908 ", 74 , 156 , 658 ," 1,020 "," 17,918 "," 2,940 "," 13,432 "," 1,546 "
,"Rate per 100,000 inhabitants",,272.4,10.6,22.3,93.9,145.6,"2,557.7",419.7,"1,917.4",220.7
"Lake County-Kenosha County, IL-WI M.D.",,"868,929",,,,,,,,,
,"Includes Lake County, IL and Kenosha County, WI",,,,,,,,,,
,Total area actually reporting,96.7%," 1,464 ", 7 , 192 , 426 , 839 ," 12,348 "," 1,969 "," 9,907 ", 472 
,Estimated total,100.0%," 1,524 ", 8 , 200 , 443 , 873 ," 12,839 "," 2,046 "," 10,296 ", 497 
,"Rate per 100,000 inhabitants",,175.4,0.9,23.0,51.0,100.5,"1,477.6",235.5,"1,184.9",57.2
"Chico, CA M.S.A.",,"224,973", ,,,,, ,,,
,Includes Butte County,,,,,,,,,,
,City of Chico,"91,122", 293 , 0 , 66 , 57 , 170 ," 3,290 ", 499 ," 2,336 ", 455 
,Total area actually reporting,100.0%, 790 , 4 , 133 , 138 , 515 ," 7,307 "," 1,755 "," 4,531 "," 1,021 "
,"Rate per 100,000 inhabitants",,351.2,1.8,59.1,61.3,228.9,"3,247.9",780.1,"2,014.0",453.8
"Cincinnati, OH-KY-IN M.S.A.",,"2,163,182",,,,,,,,,
,"Includes Dearborn, Ohio, and Union Counties, IN; Boone, Bracken, Campbell, Gallatin, Grant, Kenton, and Pendleton Counties, KY; and Brown, Butler, Clermont, Hamilton, and Warren Counties, OH",,,,,,,,,,
,"City of Cincinnati, OH","298,880"," 2,720 ", 57 , 249 ," 1,278 "," 1,136 "," 15,382 "," 3,929 "," 10,216 "," 1,237 "
,Total area actually reporting,94.2%," 5,377 ", 98 , 856 ," 2,164 "," 2,259 "," 54,312 "," 10,956 "," 40,542 "," 2,814 "
,Estimated total,100.0%," 5,566 ", 101 , 889 ," 2,213 "," 2,363 "," 56,602 "," 11,377 "," 42,278 "," 2,947 "
,"Rate per 100,000 inhabitants",,257.3,4.7,41.1,102.3,109.2,"2,616.6",525.9,"1,954.4",136.2
"Clarksville, TN-KY M.S.A.",,"285,097", ,,,,, ,,,
,"Includes Christian and Trigg Counties, KY and Montgomery County, TN",,,,,,,,,,
,"City of Clarksville, TN","152,526", 935 , 12 , 74 , 131 , 718 ," 3,853 ", 711 ," 2,960 ", 182 
,Total area actually reporting,100.0%," 1,219 ", 19 , 115 , 202 , 883 ," 6,311 "," 1,283 "," 4,689 ", 339 
,"Rate per 100,000 inhabitants",,427.6,6.7,40.3,70.9,309.7,"2,213.6",450.0,"1,644.7",118.9
"Cleveland, TN M.S.A.",,"121,862", ,,,,, ,,,
,Includes Bradley and Polk Counties,,,,,,,,,,
,City of Cleveland,"44,423", 384 , 2 , 14 , 50 , 318 ," 2,704 ", 406 ," 2,044 ", 254 
,Total area actually reporting,100.0%, 624 , 3 , 24 , 64 , 533 ," 4,102 ", 811 ," 2,867 ", 424 
,"Rate per 100,000 inhabitants",,512.1,2.5,19.7,52.5,437.4,"3,366.1",665.5,"2,352.7",347.9
"Cleveland-Elyria, OH M.S.A.",,"2,055,254",,,,,,,,,
,"Includes Cuyahoga, Geauga, Lake, Lorain, and Medina Counties",, ,,,,,,,,
,City of Cleveland,"386,227"," 6,299 ", 135 , 488 ," 2,980 "," 2,696 "," 20,533 "," 6,333 "," 10,001 "," 4,199 "
,City of Elyria,"53,633", 161 , 4 , 26 , 71 , 60 ," 1,483 ", 344 ," 1,042 ", 97 
,Total area actually reporting,85.3%," 8,691 ", 181 , 803 ," 3,852 "," 3,855 "," 42,264 "," 10,504 "," 26,216 "," 5,544 "
,Estimated total,100.0%," 9,156 ", 189 , 900 ," 4,009 "," 4,058 "," 48,994 "," 11,617 "," 31,555 "," 5,822 "
,"Rate per 100,000 inhabitants",,445.5,9.2,43.8,195.1,197.4,"2,383.8",565.2,"1,535.3",283.3
"Coeur d'Alene, ID M.S.A.",,"153,701",,,,,,,,,
,Includes Kootenai County,, ,,,,,,,,
,City of Coeur d'Alene,"50,155", 173 , 1 , 48 , 13 , 111 ," 1,418 ", 200 ," 1,129 ", 89 
,Total area actually reporting,100.0%, 356 , 7 , 74 , 27 , 248 ," 3,568 ", 724 ," 2,641 ", 203 
,"Rate per 100,000 inhabitants",,231.6,4.6,48.1,17.6,161.4,"2,321.4",471.0,"1,718.3",132.1
"College Station-Bryan, TX M.S.A.",,"252,572",,,,,,,,,
,"Includes Brazos, Burleson, and Robertson Counties",, ,,,,,,,,
,City of College Station,"110,785", 245 , 3 , 52 , 50 , 140 ," 2,290 ", 342 ," 1,840 ", 108 
,City of Bryan,"83,286", 420 , 1 , 59 , 96 , 264 ," 2,552 ", 511 ," 1,899 ", 142 
,Total area actually reporting,99.5%, 833 , 5 , 149 , 162 , 517 ," 5,969 "," 1,108 "," 4,557 ", 304 
,Estimated total,100.0%, 837 , 5 , 150 , 163 , 519 ," 6,002 "," 1,113 "," 4,583 ", 306 
,"Rate per 100,000 inhabitants",,331.4,2.0,59.4,64.5,205.5,"2,376.4",440.7,"1,814.5",121.2
"Colorado Springs, CO M.S.A.",,"707,431", ,,,,, ,,,
,Includes El Paso and Teller Counties,,,,,,,,,,
,City of Colorado Springs,"464,113"," 2,301 ", 24 , 446 , 437 ," 1,394 "," 16,526 "," 2,677 "," 11,776 "," 2,073 "
,Total area actually reporting,99.9%," 2,861 ", 32 , 575 , 483 ," 1,771 "," 20,132 "," 3,248 "," 14,421 "," 2,463 "
,Estimated total,100.0%," 2,862 ", 32 , 575 , 483 ," 1,772 "," 20,150 "," 3,250 "," 14,435 "," 2,465 "
,"Rate per 100,000 inhabitants",,404.6,4.5,81.3,68.3,250.5,"2,848.3",459.4,"2,040.5",348.4
"Columbia, MO M.S.A.",,"177,168", ,,,,, ,,,
,Includes Boone County,,,,,,,,,,
,City of Columbia,"121,143", 517 , 6 , 111 , 127 , 273 ," 3,245 ", 530 ," 2,469 ", 246 
,Total area actually reporting,100.0%, 674 , 6 , 132 , 138 , 398 ," 4,230 ", 693 ," 3,217 ", 320 
,"Rate per 100,000 inhabitants",,380.4,3.4,74.5,77.9,224.6,"2,387.6",391.2,"1,815.8",180.6
"Columbia, SC M.S.A.",,"820,037", ,,,,, ,,,
,"Includes Calhoun, Fairfield, Kershaw, Lexington, Richland, and Saluda Counties",,,,,,,,,,
,City of Columbia,"134,489"," 1,116 ", 10 , 99 , 286 , 721 ," 7,374 "," 1,114 "," 5,357 ", 903 
,Total area actually reporting,100.0%," 4,834 ", 58 , 399 , 849 ," 3,528 "," 28,907 "," 5,013 "," 20,633 "," 3,261 "
,"Rate per 100,000 inhabitants",,589.5,7.1,48.7,103.5,430.2,"3,525.1",611.3,"2,516.1",397.7
"Columbus, GA-AL M.S.A.",,"316,990", ,,,,, ,,,
,"Includes Russell County, AL and Chattahoochee, Harris, Marion, and Muscogee Counties, GA",,,,,,,,,,
,"City of Columbus, GA","202,338"," 1,218 ", 24 , 62 , 523 , 609 ," 9,625 "," 2,273 "," 6,500 ", 852 
,Total area actually reporting,99.8%," 1,639 ", 33 , 123 , 601 , 882 ," 12,060 "," 2,940 "," 7,996 "," 1,124 "
,Estimated total,100.0%," 1,643 ", 33 , 123 , 602 , 885 ," 12,080 "," 2,944 "," 8,011 "," 1,125 "
,"Rate per 100,000 inhabitants",,518.3,10.4,38.8,189.9,279.2,"3,810.8",928.7,"2,527.2",354.9
"Columbus, IN M.S.A.",,"81,884", ,,,,, ,,,
,Includes Bartholomew County,,,,,,,,,,
,City of Columbus,"47,222", 34 , 0 , 15 , 17 , 2 ," 1,943 ", 180 ," 1,657 ", 106 
,Total area actually reporting,100.0%, 67 , 0 , 21 , 20 , 26 ," 2,511 ", 326 ," 2,010 ", 175 
,"Rate per 100,000 inhabitants",,81.8,0.0,25.6,24.4,31.8,"3,066.5",398.1,"2,454.7",213.7
"Columbus, OH M.S.A.2",,"2,043,036", ,,,,, ,,,
,"Includes Delaware, Fairfield, Franklin, Hocking, Licking, Madison, Morrow, Perry, Pickaway, and Union Counties",,,,,,,,,,
,City of Columbus,"862,515"," 4,500 ", 91 , 867 ," 2,144 "," 1,398 "," 35,106 "," 7,756 "," 23,800 "," 3,550 "
,Total area actually reporting,91.3%," 5,585 ", 104 ," 1,166 "," 2,489 "," 1,826 "," 56,162 "," 11,472 "," 40,424 "," 4,266 "
,Estimated total,100.0%," 5,820 ", 107 ," 1,219 "," 2,555 "," 1,939 "," 59,476 "," 12,144 "," 42,917 "," 4,415 "
,"Rate per 100,000 inhabitants",,284.9,5.2,59.7,125.1,94.9,"2,911.2",594.4,"2,100.6",216.1
"Corpus Christi, TX M.S.A.",,"456,121", ,,,,, ,,,
,"Includes Aransas, Nueces, and San Patricio Counties",,,,,,,,,,
,City of Corpus Christi,"327,948"," 2,328 ", 24 , 259 , 424 ," 1,621 "," 12,198 "," 2,296 "," 9,246 ", 656 
,Total area actually reporting,97.9%," 2,981 ", 35 , 306 , 458 ," 2,182 "," 16,035 "," 3,264 "," 11,933 ", 838 
,Estimated total,100.0%," 3,007 ", 35 , 310 , 464 ," 2,198 "," 16,273 "," 3,302 "," 12,116 ", 855 
,"Rate per 100,000 inhabitants",,659.3,7.7,68.0,101.7,481.9,"3,567.7",723.9,"2,656.3",187.5
"Corvallis, OR M.S.A.",,"88,515", ,,,,, ,,,
,Includes Benton County,,, ,,,,,,,
,City of Corvallis,"56,061", 75 , 1 , 25 , 11 , 38 ," 1,557 ", 207 ," 1,283 ", 67 
,Total area actually reporting,100.0%, 113 , 1 , 35 , 14 , 63 ," 2,256 ", 287 ," 1,869 ", 100 
,"Rate per 100,000 inhabitants",,127.7,1.1,39.5,15.8,71.2,"2,548.7",324.2,"2,111.5",113.0
"Crestview-Fort Walton Beach-Destin, FL M.S.A.",,"268,298",,,,,,,,,
,Includes Okaloosa and Walton Counties,,,,,,,,,,
,City of Crestview,"23,749", 121 , 3 , 20 , 19 , 79 , 897 , 157 , 678 , 62 
,City of Fort Walton Beach,"22,314", 67 , 3 , 12 , 10 , 42 , 611 , 72 , 490 , 49 
,Total area actually reporting,99.7%," 1,023 ", 14 , 126 , 96 , 787 ," 6,303 "," 1,184 "," 4,759 ", 360 
,Estimated total,100.0%," 1,026 ", 14 , 126 , 97 , 789 ," 6,328 "," 1,188 "," 4,778 ", 362 
,"Rate per 100,000 inhabitants",,382.4,5.2,47.0,36.2,294.1,"2,358.6",442.8,"1,780.9",134.9
"Cumberland, MD-WV M.S.A.",,"98,752", ,,,,, ,,,
,"Includes Allegany County, MD and Mineral County, WV",,,,,,,,,,
,"City of Cumberland, MD","19,995", 177 , 1 , 13 , 53 , 110 ," 1,218 ", 247 , 949 , 22 
,Total area actually reporting,94.7%, 299 , 6 , 23 , 70 , 200 ," 2,333 ", 457 ," 1,821 ", 55 
,Estimated total,100.0%, 314 , 6 , 25 , 72 , 211 ," 2,514 ", 487 ," 1,962 ", 65 
,"Rate per 100,000 inhabitants",,318.0,6.1,25.3,72.9,213.7,"2,545.8",493.2,"1,986.8",65.8
"Dallas-Fort Worth-Arlington, TX M.S.A.2",,"7,219,989",,,,,,,,,
,Includes the Metropolitan Divisions of Dallas-Plano-Irving and Fort Worth-Arlington,,,,,,,,,,
,City of Dallas,"1,320,939"," 10,071 ", 171 , 767 ," 4,604 "," 4,529 "," 44,910 "," 10,948 "," 26,370 "," 7,592 "
,City of Fort Worth,"851,849"," 4,483 ", 66 , 499 ," 1,165 "," 2,753 "," 28,124 "," 5,316 "," 20,422 "," 2,386 "
,City of Arlington,"392,666"," 2,188 ", 21 , 307 , 557 ," 1,303 "," 12,383 "," 2,115 "," 9,189 "," 1,079 "
,City of Plano,"288,242", 399 , 5 , 77 , 109 , 208 ," 5,479 ", 903 ," 4,181 ", 395 
,City of Irving,"240,765", 521 , 5 , 37 , 213 , 266 ," 6,490 "," 1,183 "," 4,674 ", 633 
,City of Denton,"134,054", 349 , 5 , 95 , 73 , 176 ," 3,025 ", 543 ," 2,313 ", 169 
,City of Richardson,"113,216", 156 , 5 , 16 , 71 , 64 ," 2,473 ", 389 ," 1,874 ", 210 
,Total area actually reporting,99.8%," 25,941 ", 368 ," 3,156 "," 8,962 "," 13,455 "," 178,513 "," 34,697 "," 124,766 "," 19,050 "
,Estimated total,100.0%," 25,971 ", 368 ," 3,160 "," 8,970 "," 13,473 "," 178,781 "," 34,740 "," 124,971 "," 19,070 "
,"Rate per 100,000 inhabitants",,359.7,5.1,43.8,124.2,186.6,"2,476.2",481.2,"1,730.9",264.1
"Dallas-Plano-Irving, TX M.D.",,"4,791,249",,,,,,,,,
,"Includes Collin, Dallas, Denton, Ellis, Hunt, Kaufman, and Rockwall Counties",,,,,,,,,,
,Total area actually reporting,99.8%," 17,064 ", 250 ," 1,922 "," 6,762 "," 8,130 "," 115,705 "," 23,345 "," 78,386 "," 13,974 "
,Estimated total,100.0%," 17,092 ", 250 ," 1,926 "," 6,769 "," 8,147 "," 115,952 "," 23,385 "," 78,575 "," 13,992 "
,"Rate per 100,000 inhabitants",,356.7,5.2,40.2,141.3,170.0,"2,420.1",488.1,"1,640.0",292.0
"Fort Worth-Arlington, TX M.D.2",,"2,428,740",,,,,,,,,
,"Includes Hood, Johnson, Parker, Somervell, Tarrant, and Wise Counties",,,,,,,,,,
,Total area actually reporting,99.9%," 8,877 ", 118 ," 1,234 "," 2,200 "," 5,325 "," 62,808 "," 11,352 "," 46,380 "," 5,076 "
