Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2018",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,City of Brownsville2,"184,461", 694 , 2 , 12 , 141 , 539 ," 4,834 ", 553 ," 4,142 ", 139 
,City of Harlingen2,"65,525", 272 , 2 , 49 , 50 , 171 ," 2,792 ", 455 ," 2,262 ", 75 
,Total area actually reporting,99.8%," 1,408 ", 5 , 172 , 217 ," 1,014 "," 10,859 "," 1,697 "," 8,816 ", 346 
,Estimated total,100.0%," 1,409 ", 5 , 172 , 217 ," 1,015 "," 10,871 "," 1,700 "," 8,824 ", 347 
,"Rate per 100,000 inhabitants",,331.6,1.2,40.5,51.1,238.9,"2,558.6",400.1,"2,076.8",81.7
"Brunswick, GA M.S.A.",,"118,723", ,,,,, ,,,
,"Includes Brantley, Glynn, and McIntosh Counties",,,,,,,,,,
,City of Brunswick,"16,431", 175 , 2 , 4 , 42 , 127 , 862 , 176 , 627 , 59 
,Total area actually reporting,100.0%, 433 , 7 , 35 , 93 , 298 ," 3,272 ", 682 ," 2,367 ", 223 
,"Rate per 100,000 inhabitants",,364.7,5.9,29.5,78.3,251.0,"2,756.0",574.4,"1,993.7",187.8
"Buffalo-Cheektowaga, NY M.S.A.",,"1,115,731",,,,,,,,,
,Includes Erie and Niagara Counties,,,,,,,,,,
,City of Buffalo,"258,219"," 2,692 ", 57 , 167 , 907 ," 1,561 "," 9,852 "," 2,271 "," 6,707 ", 874 
,City of Cheektowaga Town,"77,648", 189 , 0 , 17 , 71 , 101 ," 2,156 ", 259 ," 1,810 ", 87 
,Total area actually reporting,98.2%," 4,132 ", 61 , 391 ," 1,278 "," 2,402 "," 23,030 "," 4,012 "," 17,571 "," 1,447 "
,Estimated total,100.0%," 4,151 ", 61 , 393 ," 1,282 "," 2,415 "," 23,281 "," 4,038 "," 17,788 "," 1,455 "
,"Rate per 100,000 inhabitants",,372.0,5.5,35.2,114.9,216.5,"2,086.6",361.9,"1,594.3",130.4
"Burlington, NC M.S.A.3",,"164,044", ,,,,, ,,,
,Includes Alamance County3,,,,,,,,,,
,City of Burlington3,"53,385",, 4 ,, 61 , 349 ," 1,877 ", 481 ," 1,303 ", 93 
,Total area actually reporting,84.6%, 572 , 4 , 36 , 74 , 458 ," 3,106 ", 873 ," 2,088 ", 145 
,Estimated total,100.0%, 661 , 5 , 43 , 91 , 522 ," 3,898 "," 1,029 "," 2,683 ", 186 
,"Rate per 100,000 inhabitants",,402.9,3.0,26.2,55.5,318.2,"2,376.2",627.3,"1,635.5",113.4
"Burlington-South Burlington, VT M.S.A.",,"220,420",,,,,,,,,
,"Includes Chittenden, Franklin, and Grand Isle Counties",, ,,,,, ,,,
,City of Burlington,"42,212", 115 , 1 , 22 , 10 , 82 , 837 , 120 , 704 , 13 
,City of South Burlington,"19,318", 32 , 1 , 17 , 1 , 13 , 572 , 51 , 520 , 1 
,Total area actually reporting,100.0%, 384 , 4 , 117 , 26 , 237 ," 3,412 ", 493 ," 2,852 ", 67 
,"Rate per 100,000 inhabitants",,174.2,1.8,53.1,11.8,107.5,"1,548.0",223.7,"1,293.9",30.4
"California-Lexington Park, MD M.S.A.",,"112,779",,,,,,,,,
,Includes St. Mary's County,, ,,,,,,,,
,Total area actually reporting,100.0%, 250 , 2 , 36 , 57 , 155 ," 1,913 ", 446 ," 1,391 ", 76 
,"Rate per 100,000 inhabitants",,221.7,1.8,31.9,50.5,137.4,"1,696.2",395.5,"1,233.4",67.4
"Canton-Massillon, OH M.S.A.",,"399,725",,,,,,,,,
,Includes Carroll and Stark Counties,, ,,,,,,,,
,City of Canton,"70,605", 845 , 3 , 98 , 189 , 555 ," 3,790 ", 970 ," 2,517 ", 303 
,City of Massillon,"32,361", 75 , 0 , 30 , 17 , 28 , 747 , 118 , 595 , 34 
,Total area actually reporting,84.3%," 1,214 ", 7 , 199 , 261 , 747 ," 8,444 "," 1,871 "," 6,070 ", 503 
,Estimated total,100.0%," 1,267 ", 7 , 209 , 282 , 769 ," 9,523 "," 2,020 "," 6,928 ", 575 
,"Rate per 100,000 inhabitants",,317.0,1.8,52.3,70.5,192.4,"2,382.4",505.3,"1,733.2",143.8
"Cape Coral-Fort Myers, FL M.S.A.",,"757,462",,,,,,,,,
,Includes Lee County,, ,,,,,,,,
,City of Cape Coral,"187,869", 267 , 3 , 17 , 51 , 196 ," 2,701 ", 413 ," 2,110 ", 178 
,City of Fort Myers,"82,805", 582 , 11 , 53 , 146 , 372 ," 2,285 ", 376 ," 1,652 ", 257 
,Total area actually reporting,100.0%," 2,126 ", 40 , 276 , 454 ," 1,356 "," 10,803 "," 1,802 "," 7,938 "," 1,063 "
,"Rate per 100,000 inhabitants",,280.7,5.3,36.4,59.9,179.0,"1,426.2",237.9,"1,048.0",140.3
"Cape Girardeau, MO-IL M.S.A.",,"96,774",,,,,,,,,
,"Includes Alexander County, IL and Bollinger and Cape Girardeau Counties, MO",, ,,,,,,,,
,"City of Cape Girardeau, MO","39,303", 192 , 5 , 14 , 52 , 121 ," 1,537 ", 250 ," 1,214 ", 73 
,Total area actually reporting,97.7%, 287 , 8 , 26 , 57 , 196 ," 2,104 ", 394 ," 1,594 ", 116 
,Estimated total,100.0%, 290 , 8 , 27 , 57 , 198 ," 2,132 ", 399 ," 1,615 ", 118 
,"Rate per 100,000 inhabitants",,299.7,8.3,27.9,58.9,204.6,"2,203.1",412.3,"1,668.8",121.9
"Carson City, NV M.S.A.",,"54,555", ,,,,, ,,,
,Includes Carson City,,,,,,,,,,
,Total area actually reporting,100.0%, 199 , 1 , 43 , 13 , 142 , 785 , 173 , 533 , 79 
,"Rate per 100,000 inhabitants",,364.8,1.8,78.8,23.8,260.3,"1,438.9",317.1,977.0,144.8
"Casper, WY M.S.A.",,"79,631", ,,,,, ,,,
,Includes Natrona County,,,,,,,,,,
,City of Casper,"58,200", 117 , 2 , 60 , 4 , 51 ," 1,630 ", 327 ," 1,165 ", 138 
,Total area actually reporting,100.0%, 176 , 3 , 72 , 4 , 97 ," 2,006 ", 427 ," 1,389 ", 190 
,"Rate per 100,000 inhabitants",,221.0,3.8,90.4,5.0,121.8,"2,519.1",536.2,"1,744.3",238.6
"Chambersburg-Waynesboro, PA M.S.A.",,"154,702",,,,,,,,,
,Includes Franklin County,, ,,,,,,,,
,City of Chambersburg,"20,962", 60 , 0 , 4 , 13 , 43 , 577 , 73 , 479 , 25 
,City of Waynesboro,"10,920", 13 , 0 , 4 , 3 , 6 , 189 , 27 , 155 , 7 
,Total area actually reporting,97.4%, 257 , 3 , 62 , 29 , 163 ," 1,876 ", 344 ," 1,460 ", 72 
,Estimated total,100.0%, 259 , 3 , 62 , 29 , 165 ," 1,916 ", 345 ," 1,499 ", 72 
,"Rate per 100,000 inhabitants",,167.4,1.9,40.1,18.7,106.7,"1,238.5",223.0,969.0,46.5
"Champaign-Urbana, IL M.S.A.",,"225,961",,,,,,,,,
,Includes Champaign and Piatt Counties,, ,,,,,,,,
,City of Champaign,"88,326", 602 , 7 , 72 , 83 , 440 ," 1,998 ", 276 ," 1,637 ", 85 
,City of Urbana,"42,029", 150 , 2 , 24 , 57 , 67 ," 1,233 ", 198 ," 1,012 ", 23 
,Total area actually reporting,99.0%, 958 , 10 , 163 , 160 , 625 ," 4,396 ", 738 ," 3,501 ", 157 
,Estimated total,100.0%, 960 , 10 , 163 , 160 , 627 ," 4,426 ", 744 ," 3,523 ", 159 
,"Rate per 100,000 inhabitants",,424.9,4.4,72.1,70.8,277.5,"1,958.7",329.3,"1,559.1",70.4
"Charleston, WV M.S.A.",,"261,601", ,,,,, ,,,
,"Includes Boone, Clay, Jackson, Kanawha, and Lincoln Counties",,,,,,,,,,
,City of Charleston,"47,470", 331 , 10 , 50 , 48 , 223 ," 2,853 ", 660 ," 1,947 ", 246 
,Total area actually reporting,78.8%," 1,052 ", 20 , 140 , 68 , 824 ," 6,548 "," 1,467 "," 4,372 ", 709 
,Estimated total,100.0%," 1,177 ", 22 , 152 , 113 , 890 ," 6,983 "," 1,523 "," 4,642 ", 818 
,"Rate per 100,000 inhabitants",,449.9,8.4,58.1,43.2,340.2,"2,669.3",582.2,"1,774.5",312.7
"Charleston-North Charleston, SC M.S.A.",,"792,638", ,,,,, ,,,
,"Includes Berkeley, Charleston, and Dorchester Counties",,,,,,,,,,
,City of Charleston,"137,092", 415 , 10 , 57 , 89 , 259 ," 2,848 ", 360 ," 2,163 ", 325 
,City of North Charleston,"112,840"," 1,039 ", 25 , 77 , 302 , 635 ," 6,567 ", 880 ," 4,985 ", 702 
,Total area actually reporting,99.0%," 3,010 ", 61 , 277 , 594 ," 2,078 "," 20,394 "," 3,018 "," 15,193 "," 2,183 "
,Estimated total,100.0%," 3,045 ", 61 , 279 , 599 ," 2,106 "," 20,650 "," 3,046 "," 15,416 "," 2,188 "
,"Rate per 100,000 inhabitants",,384.2,7.7,35.2,75.6,265.7,"2,605.2",384.3,"1,944.9",276.0
"Charlotte-Concord-Gastonia, NC-SC M.S.A.3",,"2,597,260", ,,,,, ,,,
,"Includes Anson, Cabarrus, Gaston, Iredell, Lincoln, Mecklenburg, Rowan, and Union Counties, NC3 and Chester, Lancaster, and York Counties, SC",,,,,,,,,,
,"City of Charlotte-Mecklenburg, NC3","931,235",, 59 ,," 1,761 "," 4,408 "," 34,881 "," 5,670 "," 26,186 "," 3,025 "
,"City of Concord, NC3","94,022",, 3 ,, 40 , 50 ," 1,679 ", 201 ," 1,414 ", 64 
,"City of Gastonia, NC3","77,316",, 7 ,, 140 , 378 ," 3,839 ", 624 ," 2,919 ", 296 
,"City of Rock Hill, SC","74,049",, 3 ,, 61 , 246 ," 2,794 ", 325 ," 2,263 ", 206 
,Total area actually reporting,99.0%," 10,422 ", 136 , 155 ," 2,614 "," 7,517 "," 70,283 "," 12,897 "," 52,180 "," 5,206 "
,Estimated total,100.0%," 11,087 ", 136 , 717 ," 2,631 "," 7,603 "," 71,158 "," 13,046 "," 52,879 "," 5,233 "
,"Rate per 100,000 inhabitants",,426.9,5.2,27.6,101.3,292.7,"2,739.7",502.3,"2,036.0",201.5
"Charlottesville, VA M.S.A.",,"218,409", ,,,,, ,,,
,"Includes Albemarle, Buckingham, Fluvanna, Greene, and Nelson Counties and Charlottesville City",,,,,,,,,,
,City of Charlottesville,"48,585", 174 , 1 , 36 , 30 , 107 ," 1,161 ", 116 , 961 , 84 
,Total area actually reporting,100.0%, 414 , 3 , 125 , 57 , 229 ," 3,192 ", 350 ," 2,649 ", 193 
,"Rate per 100,000 inhabitants",,189.6,1.4,57.2,26.1,104.8,"1,461.5",160.2,"1,212.9",88.4
"Chattanooga, TN-GA M.S.A.",,"560,236", ,,,,, ,,,
,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN",,,,,,,,,,
,"City of Chattanooga, TN","180,397"," 1,891 ", 19 , 149 , 310 ," 1,413 "," 10,930 "," 1,441 "," 8,065 "," 1,424 "
,Total area actually reporting,97.5%," 2,925 ", 29 , 209 , 387 ," 2,300 "," 18,010 "," 2,681 "," 13,070 "," 2,259 "
,Estimated total,100.0%," 2,944 ", 29 , 209 , 387 ," 2,319 "," 18,201 "," 2,726 "," 13,213 "," 2,262 "
,"Rate per 100,000 inhabitants",,525.5,5.2,37.3,69.1,413.9,"3,248.8",486.6,"2,358.5",403.8
"Chicago-Naperville-Elgin, IL-IN-WI M.S.A.4, 5",,"9,503,981",,,,,,,,,
,"Includes the Metropolitan Divisions of Chicago-Naperville-Evanston, IL; Elgin, IL; Gary, IN; and Lake County-Kenosha County, IL-WI",,,,,,,,,,
,"City of Chicago, IL","2,719,151"," 27,357 ", 563 ," 1,798 "," 9,684 "," 15,312 "," 86,513 "," 11,686 "," 64,695 "," 10,132 "
,"City of Naperville, IL4","148,457", 102 , 0 , 29 , 21 , 52 ,, 163 ,, 39 
,"City of Elgin, IL","113,060", 235 , 3 , 48 , 57 , 127 ," 1,713 ", 172 ," 1,455 ", 86 
,"City of Gary, IN","75,426", 374 , 40 , 33 , 145 , 156 ," 2,723 ", 703 ," 1,564 ", 456 
,"City of Evanston, IL","74,780", 140 , 3 , 6 , 47 , 84 ," 1,702 ", 289 ," 1,358 ", 55 
,"City of Schaumburg, IL","74,169", 61 , 0 , 15 , 22 , 24 ," 1,516 ", 75 ," 1,393 ", 48 
,"City of Bolingbrook, IL","75,451", 112 , 1 , 23 , 17 , 71 , 592 , 60 , 477 , 55 
,"City of Skokie, IL","63,849", 172 , 0 , 15 , 37 , 120 ," 1,606 ", 206 ," 1,348 ", 52 
,"City of Des Plaines, IL","58,155", 39 , 1 , 6 , 12 , 20 , 725 , 65 , 623 , 37 
,"City of Hoffman Estates, IL","51,514", 48 , 1 , 14 , 9 , 24 , 417 , 45 , 349 , 23 
,Total area actually reporting,96.4%,, 755 ," 3,739 ",,,,,,
,Estimated total,100.0%,, 762 ," 3,829 ",,,,,,
,"Rate per 100,000 inhabitants",,,8.0,40.3,,,,,,
"Chicago-Naperville-Evanston, IL M.D.4, 5",,"7,167,753",,,,,,,,,
,"Includes Cook, DuPage, Grundy, McHenry, and Will Counties,",,,,,,,,,,
,Total area actually reporting,97.5%,, 655 ," 3,052 "," 11,650 ",,,,," 14,041 "
,Estimated total,100.0%,, 659 ," 3,106 "," 11,721 ",,,,," 14,220 "
,"Rate per 100,000 inhabitants",,,9.2,43.3,163.5,,,,,198.4
"Elgin, IL M.D.",,"766,519",,,,,,,,,
,"Includes DeKalb, Kane, and Kendall Counties",,,,,,,,,,
,Total area actually reporting,98.4%," 1,277 ", 9 , 278 , 214 , 776 ," 7,942 ", 979 ," 6,638 ", 325 
,Estimated total,100.0%," 1,297 ", 9 , 281 , 217 , 790 ," 8,122 "," 1,004 "," 6,782 ", 336 
,"Rate per 100,000 inhabitants",,169.2,1.2,36.7,28.3,103.1,"1,059.6",131.0,884.8,43.8
"Gary, IN M.D.5",,"700,510",,,,,,,,,
,"Includes Jasper, Lake, Newton, and Porter Counties",,,,,,,,,,
,Total area actually reporting,88.6%,, 68 , 158 ,, 663 ," 13,620 "," 1,764 "," 10,448 "," 1,408 "
,Estimated total,100.0%,, 69 , 167 ,, 752 ," 14,929 "," 1,961 "," 11,465 "," 1,503 "
,"Rate per 100,000 inhabitants",,,9.8,23.8,,107.4,"2,131.2",279.9,"1,636.7",214.6
"Lake County-Kenosha County, IL-WI M.D.4, 5",,"869,199",,,,,,,,,
,"Includes Lake County, IL and Kenosha County, WI",,,,,,,,,,
,Total area actually reporting,91.9%," 1,343 ", 23 , 251 , 357 , 712 ,," 1,341 ",,
,Estimated total,100.0%," 1,483 ", 25 , 275 , 392 , 791 ,," 1,498 ",,
,"Rate per 100,000 inhabitants",,170.6,2.9,31.6,45.1,91.0,,172.3,,
"Chico, CA M.S.A.",,"228,880", ,,,,, ,,,
,Includes Butte County,,,,,,,,,,
,City of Chico,"94,273", 611 , 2 , 86 , 106 , 417 ," 2,403 ", 327 ," 1,761 ", 315 
,Total area actually reporting,100.0%," 1,214 ", 10 , 152 , 178 , 874 ," 5,824 "," 1,242 "," 3,762 ", 820 
,"Rate per 100,000 inhabitants",,530.4,4.4,66.4,77.8,381.9,"2,544.6",542.6,"1,643.7",358.3
"Cincinnati, OH-KY-IN M.S.A.2",,"2,212,114",,,,,,,,,
,"Includes Dearborn, Franklin, Ohio, and Union Counties, IN; Boone, Bracken, Campbell, Gallatin, Grant, Kenton, and Pendleton Counties, KY; and Brown, Butler, Clermont, Hamilton, and Warren Counties, OH",,,,,,,,,,
,"City of Cincinnati, OH","301,952"," 2,535 ", 57 , 293 , 897 ," 1,288 "," 13,710 "," 2,978 "," 9,422 "," 1,310 "
,Total area actually reporting,86.9%," 4,733 ", 85 , 847 ," 1,437 "," 2,364 "," 41,496 "," 6,850 "," 31,502 "," 3,144 "
,Estimated total,100.0%," 4,982 ", 86 , 873 ," 1,492 "," 2,531 "," 45,584 "," 7,454 "," 34,770 "," 3,360 "
,"Rate per 100,000 inhabitants",,225.2,3.9,39.5,67.4,114.4,"2,060.7",337.0,"1,571.8",151.9
"Clarksville, TN-KY M.S.A.",,"302,027", ,,,,, ,,,
,"Includes Christian and Trigg Counties, KY and Montgomery and Stewart Counties, TN",,,,,,,,,,
,"City of Clarksville, TN","156,264"," 1,041 ", 15 , 81 , 130 , 815 ," 4,514 ", 598 ," 3,572 ", 344 
,Total area actually reporting,100.0%," 1,333 ", 19 , 120 , 167 ," 1,027 "," 7,140 "," 1,289 "," 5,277 ", 574 
,"Rate per 100,000 inhabitants",,441.4,6.3,39.7,55.3,340.0,"2,364.0",426.8,"1,747.2",190.0
"Cleveland, TN M.S.A.",,"123,241", ,,,,, ,,,
,Includes Bradley and Polk Counties,,,,,,,,,,
,City of Cleveland,"44,954", 412 , 0 , 22 , 32 , 358 ," 2,512 ", 384 ," 1,908 ", 220 
,Total area actually reporting,100.0%, 664 , 1 , 33 , 44 , 586 ," 3,826 ", 674 ," 2,748 ", 404 
,"Rate per 100,000 inhabitants",,538.8,0.8,26.8,35.7,475.5,"3,104.5",546.9,"2,229.8",327.8
"Coeur d'Alene, ID M.S.A.",,"161,890",,,,,,,,,
,Includes Kootenai County,, ,,,,,,,,
,City of Coeur d'Alene,"51,650", 188 , 2 , 54 , 19 , 113 , 972 , 141 , 760 , 71 
,Total area actually reporting,100.0%, 370 , 5 , 79 , 28 , 258 ," 2,518 ", 418 ," 1,929 ", 171 
,"Rate per 100,000 inhabitants",,228.6,3.1,48.8,17.3,159.4,"1,555.4",258.2,"1,191.5",105.6
"College Station-Bryan, TX M.S.A.2",,"261,699",,,,,,,,,
,"Includes Brazos, Burleson, and Robertson Counties",, ,,,,,,,,
,City of College Station,"116,565", 237 , 1 , 76 , 30 , 130 ," 2,422 ", 285 ," 1,988 ", 149 
,City of Bryan,"85,152", 332 , 2 , 55 , 53 , 222 ," 2,073 ", 373 ," 1,561 ", 139 
,Total area actually reporting,100.0%, 713 , 5 , 166 , 93 , 449 ," 5,617 ", 916 ," 4,337 ", 364 
,"Rate per 100,000 inhabitants",,272.5,1.9,63.4,35.5,171.6,"2,146.4",350.0,"1,657.2",139.1
"Colorado Springs, CO M.S.A.",,"735,368", ,,,,, ,,,
,Includes El Paso and Teller Counties,,,,,,,,,,
,City of Colorado Springs,"471,124"," 2,617 ", 32 , 483 , 515 ," 1,587 "," 15,752 "," 2,727 "," 10,626 "," 2,399 "
,Total area actually reporting,98.6%," 3,405 ", 44 , 680 , 570 ," 2,111 "," 19,217 "," 3,316 "," 13,024 "," 2,877 "
,Estimated total,100.0%," 3,430 ", 44 , 687 , 578 ," 2,121 "," 19,485 "," 3,323 "," 13,266 "," 2,896 "
,"Rate per 100,000 inhabitants",,466.4,6.0,93.4,78.6,288.4,"2,649.7",451.9,"1,804.0",393.8
"Columbia, MO M.S.A.",,"208,160", ,,,,, ,,,
,"Includes Boone, Cooper, and Howard Counties",,,,,,,,,,
,City of Columbia,"123,586", 446 , 5 , 89 , 104 , 248 ," 3,483 ", 549 ," 2,648 ", 286 
,Total area actually reporting,100.0%, 606 , 9 , 110 , 116 , 371 ," 4,879 ", 743 ," 3,715 ", 421 
,"Rate per 100,000 inhabitants",,291.1,4.3,52.8,55.7,178.2,"2,343.9",356.9,"1,784.7",202.2
"Columbia, SC M.S.A.",,"833,205", ,,,,, ,,,
,"Includes Calhoun, Fairfield, Kershaw, Lexington, Richland, and Saluda Counties",,,,,,,,,,
,City of Columbia,"133,540", 986 , 16 , 90 , 224 , 656 ," 6,753 "," 1,006 "," 4,979 ", 768 
,Total area actually reporting,99.9%," 4,731 ", 61 , 419 , 724 ," 3,527 "," 29,202 "," 4,814 "," 20,968 "," 3,420 "
,Estimated total,100.0%," 4,732 ", 61 , 419 , 724 ," 3,528 "," 29,212 "," 4,816 "," 20,975 "," 3,421 "
,"Rate per 100,000 inhabitants",,567.9,7.3,50.3,86.9,423.4,"3,506.0",578.0,"2,517.4",410.6
"Columbus, IN M.S.A.",,"82,793", ,,,,, ,,,
,Includes Bartholomew County,,,,,,,,,,
,City of Columbus,"47,595", 76 , 0 , 46 , 26 , 4 ," 1,706 ", 180 ," 1,411 ", 115 
,Total area actually reporting,100.0%, 123 , 0 , 67 , 31 , 25 ," 2,180 ", 255 ," 1,752 ", 173 
,"Rate per 100,000 inhabitants",,148.6,0.0,80.9,37.4,30.2,"2,633.1",308.0,"2,116.1",209.0
"Columbus, OH M.S.A.",,"2,106,940", ,,,,, ,,,
,"Includes Delaware, Fairfield, Franklin, Hocking, Licking, Madison, Morrow, Perry, Pickaway, and Union Counties",,,,,,,,,,
,City of Columbus,"892,576"," 4,416 ", 99 , 820 ," 1,922 "," 1,575 "," 31,512 "," 6,271 "," 21,323 "," 3,918 "
,Total area actually reporting,93.7%," 5,775 ", 129 ," 1,217 "," 2,221 "," 2,208 "," 51,370 "," 9,423 "," 36,982 "," 4,965 "
,Estimated total,100.0%," 5,951 ", 129 ," 1,247 "," 2,300 "," 2,275 "," 53,769 "," 9,669 "," 38,958 "," 5,142 "
,"Rate per 100,000 inhabitants",,282.4,6.1,59.2,109.2,108.0,"2,552.0",458.9,"1,849.0",244.1
"Corpus Christi, TX M.S.A.2",,"430,731", ,,,,, ,,,
,Includes Nueces and San Patricio Counties,,,,,,,,,,
,City of Corpus Christi,"328,614"," 2,488 ", 24 , 295 , 515 ," 1,654 "," 11,975 "," 2,146 "," 8,913 ", 916 
,Total area actually reporting,97.4%," 2,991 ", 32 , 339 , 538 ," 2,082 "," 14,290 "," 2,628 "," 10,600 "," 1,062 "
,Estimated total,100.0%," 3,012 ", 32 , 342 , 541 ," 2,097 "," 14,525 "," 2,662 "," 10,785 "," 1,078 "
,"Rate per 100,000 inhabitants",,699.3,7.4,79.4,125.6,486.8,"3,372.2",618.0,"2,503.9",250.3
"Corvallis, OR M.S.A.",,"91,791", ,,,,, ,,,
,Includes Benton County,,, ,,,,,,,
,City of Corvallis,"58,491", 94 , 0 , 28 , 25 , 41 ," 1,835 ", 185 ," 1,580 ", 70 
,Total area actually reporting,100.0%, 139 , 1 , 36 , 30 , 72 ," 2,587 ", 290 ," 2,196 ", 101 
,"Rate per 100,000 inhabitants",,151.4,1.1,39.2,32.7,78.4,"2,818.4",315.9,"2,392.4",110.0
"Crestview-Fort Walton Beach-Destin, FL M.S.A.",,"276,692",,,,,,,,,
,Includes Okaloosa and Walton Counties,,,,,,,,,,
,City of Crestview,"24,293", 86 , 1 , 14 , 21 , 50 , 702 , 137 , 516 , 49 
,City of Fort Walton Beach,"22,263", 69 , 1 , 13 , 7 , 48 , 655 , 82 , 515 , 58 
,Total area actually reporting,99.7%, 872 , 12 , 124 , 61 , 675 ," 5,339 ", 874 ," 4,078 ", 387 
,Estimated total,100.0%, 875 , 12 , 124 , 62 , 677 ," 5,363 ", 879 ," 4,095 ", 389 
,"Rate per 100,000 inhabitants",,316.2,4.3,44.8,22.4,244.7,"1,938.3",317.7,"1,480.0",140.6
"Cumberland, MD-WV M.S.A.",,"97,589", ,,,,, ,,,
,"Includes Allegany County, MD and Mineral County, WV",,,,,,,,,,
,"City of Cumberland, MD","19,555", 146 , 0 , 11 , 30 , 105 , 881 , 231 , 630 , 20 
,Total area actually reporting,98.5%, 291 , 2 , 21 , 44 , 224 ," 1,805 ", 431 ," 1,294 ", 80 
,Estimated total,100.0%, 297 , 2 , 21 , 46 , 228 ," 1,845 ", 435 ," 1,328 ", 82 
,"Rate per 100,000 inhabitants",,304.3,2.0,21.5,47.1,233.6,"1,890.6",445.7,"1,360.8",84.0
"Dallas-Fort Worth-Arlington, TX M.S.A.2",,"7,458,118",,,,,,,,,
,Includes the Metropolitan Divisions of Dallas-Plano-Irving and Fort Worth-Arlington-Grapevine2,,,,,,,,,,
,City of Dallas2,"1,362,465"," 10,422 ", 155 , 828 ," 3,987 "," 5,452 "," 44,266 "," 9,065 "," 25,541 "," 9,660 "
,City of Fort Worth,"893,756"," 4,482 ", 58 , 482 ," 1,116 "," 2,826 "," 25,433 "," 4,504 "," 17,957 "," 2,972 "
,City of Arlington,"400,920"," 1,784 ", 7 , 203 , 360 ," 1,214 "," 11,780 "," 1,509 "," 9,033 "," 1,238 "
,City of Plano,"289,897", 402 , 5 , 77 , 112 , 208 ," 4,955 ", 671 ," 3,911 ", 373 
,City of Irving,"243,940", 510 , 10 , 55 , 218 , 227 ," 5,759 ", 712 ," 4,327 ", 720 
,City of Denton,"139,262", 439 , 2 , 124 , 97 , 216 ," 3,228 ", 404 ," 2,600 ", 224 
,City of Richardson,"119,480", 135 , 2 , 18 , 52 , 63 ," 2,522 ", 364 ," 1,944 ", 214 
,City of Grapevine,"55,130", 87 , 0 , 7 , 16 , 64 ," 1,288 ", 91 ," 1,061 ", 136 
,Total area actually reporting,99.6%," 26,124 ", 328 ," 3,357 "," 7,717 "," 14,722 "," 165,937 "," 26,825 "," 116,661 "," 22,451 "
,Estimated total,100.0%," 26,178 ", 328 ," 3,362 "," 7,725 "," 14,763 "," 166,519 "," 26,917 "," 117,108 "," 22,494 "
,"Rate per 100,000 inhabitants",,351.0,4.4,45.1,103.6,197.9,"2,232.7",360.9,"1,570.2",301.6
"Dallas-Plano-Irving, TX M.D.2",,"5,001,330",,,,,,,,,
,"Includes Collin, Dallas, Denton, Ellis, Hunt, Kaufman, and Rockwall Counties",,,,,,,,,,
,Total area actually reporting,99.9%," 17,688 ", 241 ," 2,216 "," 5,851 "," 9,380 "," 109,087 "," 18,048 "," 74,577 "," 16,462 "
,Estimated total,100.0%," 17,694 ", 241 ," 2,216 "," 5,851 "," 9,386 "," 109,150 "," 18,062 "," 74,620 "," 16,468 "
,"Rate per 100,000 inhabitants",,353.8,4.8,44.3,117.0,187.7,"2,182.4",361.1,"1,492.0",329.3
"Fort Worth-Arlington-Grapevine, TX M.D.2",,"2,456,788",,,,,,,,,
,"Includes Johnson, Parker, Tarrant, and Wise Counties",,,,,,,,,,
,Total area actually reporting,98.9%," 8,436 ", 87 ," 1,141 "," 1,866 "," 5,342 "," 56,850 "," 8,777 "," 42,084 "," 5,989 "
,Estimated total,100.0%," 8,484 ", 87 ," 1,146 "," 1,874 "," 5,377 "," 57,369 "," 8,855 "," 42,488 "," 6,026 "
,"Rate per 100,000 inhabitants",,345.3,3.5,46.6,76.3,218.9,"2,335.1",360.4,"1,729.4",245.3
"Dalton, GA M.S.A.",,"144,471", ,,,,, ,,,
,Includes Murray and Whitfield Counties,,,,,,,,,,
,City of Dalton,"33,831", 93 , 0 , 11 , 21 , 61 , 987 , 119 , 787 , 81 
,Total area actually reporting,99.6%, 297 , 1 , 22 , 33 , 241 ," 2,435 ", 499 ," 1,730 ", 206 
,Estimated total,100.0%, 297 , 1 , 22 , 33 , 241 ," 2,444 ", 499 ," 1,739 ", 206 
,"Rate per 100,000 inhabitants",,205.6,0.7,15.2,22.8,166.8,"1,691.7",345.4,"1,203.7",142.6
"Danville, IL M.S.A.",,"77,051", ,,,,, ,,,
,Includes Vermilion County,,,,,,,,,,
,City of Danville,"31,203", 559 , 12 , 53 , 103 , 391 ," 1,508 ", 379 ," 1,052 ", 77 
,Total area actually reporting,98.4%, 717 , 16 , 93 , 117 , 491 ," 2,303 ", 636 ," 1,550 ", 117 
,Estimated total,100.0%, 718 , 16 , 93 , 117 , 492 ," 2,319 ", 639 ," 1,562 ", 118 
,"Rate per 100,000 inhabitants",,931.9,20.8,120.7,151.8,638.5,"3,009.7",829.3,"2,027.2",153.1
